Food,Energy,Water,Mobility,BoP,Waste,Total
0.20635001375694445,0.5215153710915202,0.8926216054418613,0.26327704739965246,0.3580662061546029,0.06768803554191555,0.26658474148120176
0.4841201883824425,0.6453532667979702,0.8619868846282559,0.4686666670635852,0.6072522809802764,0.2973069282042367,0.5354808049515121
0.28856051996833454,0.5122509556928475,0.795220818094267,0.2893524283945921,0.40340417624501,0.11605752104458901,0.3087436488986727
0.26820550568554086,0.5013039666769519,0.8610229760560463,0.35143469670264876,0.3849987302665014,0.06823664013510979,0.32543473225080694
0.1573522077878749,0.4056706238350516,0.7794748790892475,0.27340340329679036,0.29901562581760943,0.06338259340765347,0.22048586225352126
0.13696265342024308,0.30927222390601306,0.7338352822775498,0.16077310583190146,0.2464073079147824,0.03899503884399559,0.11987112114240131
0.019188990679537877,0.0,0.0,0.18437728957908736,0.012614392100073379,0.46245609216826367,0.03871838198236791
0.27952857649557156,0.4558947223481117,0.7716191692017553,0.31237027947599555,0.3401319676441483,0.0831709234863053,0.2900356421897025
0.4017937562060811,0.5094331057243895,0.7918946002134495,0.40676124807291997,0.49936530996218736,0.30989425358024664,0.4333710427123554
0.16763932025782977,0.48216572218826126,0.7759437428755942,0.1628539102941124,0.290420895301573,0.08640462509336601,0.18636351989932953
0.28187406962185046,0.47329183167182254,0.7819171301268519,0.3207121892539371,0.3215091157086938,0.0831709234863053,0.2967040349889531
0.3407715622713566,0.5176559866465799,0.8331759398879001,0.38627741225366174,0.47411116354059557,0.3010866328577191,0.4064120961432131
0.9963481795484311,0.5706809754056131,0.9764543038063133,1.0,0.989000229949468,0.5387330996781194,0.9970801095021717
0.17192885386240825,0.40093938519727146,0.7142656519688451,0.19015771242286514,0.25894614048270287,0.10156055938833043,0.17698574760478922
0.23702095026679051,0.49943169327632403,0.8121985277262881,0.2331982866569598,0.3585067030235325,0.12438789989428044,0.2585241739886918
0.9758471763088862,0.40938505898321265,0.8740896832008032,0.9652514289016899,0.9927254641511706,0.5599958506065067,0.9344188787927149
1.0,0.5589495099038262,0.8723281131379959,0.9982990834542789,1.0,0.5762494788546595,1.0
0.18084739306578004,0.5299472218259605,0.7107759976643014,0.11016741076298718,0.2629523767497862,0.5598285429673673,0.22794916649938463
0.7819491172968597,0.5267556655317823,0.8353718833762828,0.8201807097679518,0.7847147497750364,0.5201815737476952,0.8093909788034991
0.5126212193149601,0.5018177379956873,0.8024903100853417,0.5838027088910115,0.535431763853571,0.5079797473390392,0.5788701629134034
0.7797859627893515,0.5429543374118795,0.8125703825907488,0.7970377555578299,0.7843420036934321,0.5392589444174969,0.8032784811609947
0.42278786688502396,0.3378024503066538,0.6779360625578065,0.39324899781895406,0.21444180170813054,0.6497022286809752,0.3826926751430446
0.430270931757861,0.4308752765122924,0.7531134498914654,0.46018250923058257,0.41650686345201304,0.8175448610872659,0.49628828849764417
0.1373034787907897,0.6195967965339385,0.8286518447427154,0.08148515616430535,0.32141584141632296,0.07154463514597807,0.17642114768778552
0.3887247010905565,0.7943139305688635,0.854375911876067,0.37225880869041844,0.5053132998723449,0.29590405304540823,0.48733906894358514
0.6609105603571016,0.4545507708467462,0.7089379323565065,0.6652526625347089,0.6621128051104327,0.607203818032567,0.67346877058969
0.3455238223298936,0.46986778453789435,0.793339420853161,0.4111127490131432,0.4027219599580615,0.295149351056671,0.3959972701952328
0.32838772844452235,0.47208075773786057,0.7777103122170507,0.3808476628873909,0.38523026730209164,0.27586932052422825,0.3717787215778327
0.6831325810076518,0.4091188408356711,0.7287221011238939,0.6848860746277315,0.3247071610213734,0.9679138765112583,0.6687189828545058
0.0,0.26551442755409194,0.6639307665095359,0.030839411021797714,0.15153680867914415,0.11598906166725405,0.004314959166867303
0.22985449815331588,0.37130452036406547,0.7226250809302663,0.2980084637711591,0.264771259642473,0.08009512230843001,0.23693608230031205
0.8188194825151082,0.36903558932267844,0.8242206300051027,0.7900088110798935,0.77878161396773,0.5856297816224623,0.7668072475063779
0.48904642493917694,0.4352263017915365,0.7458231434045013,0.49603224296761733,0.5025289795184315,0.4655121661765951,0.49937506570607926
0.047411452724028295,0.30526531519600936,0.6643236304480009,0.0421057695193409,0.04147344248156613,0.0,0.0
0.11377632841538154,0.35917672212655527,0.6917809994275751,0.15879018861842137,0.19242467944298358,0.10799613519090696,0.12702464910730077
0.36058088537860905,0.7163643415452968,0.8617007230380104,0.33601520741441904,0.47706190455277325,0.27731745460508034,0.43470520502049703
0.1759420503908166,0.37241400950794246,0.6805648703422917,0.17225730823985097,0.24685038582168242,0.14207970399857378,0.16390775108832328
0.23039051951059938,0.5039834152554997,0.7922695553048015,0.33150893588018787,0.3064823093106089,0.09343117368679577,0.2981554669129339
0.11571078457648092,0.3514778826387607,0.7280388446702709,0.19423675638417753,0.20812160135471702,0.10772798869657567,0.1465239307657268
0.4864519310646386,0.5236999081833222,0.7830828912775066,0.5268404444215995,0.5397644267864342,0.37381911596294404,0.5331090799577285
0.1756081137116562,0.27114875592864646,0.6731223961090347,0.17710964531987355,0.1258574734872967,0.5154103790292128,0.16654877772401488
0.24225450866315276,0.3187758438290873,0.6799819985766034,0.25687230113835113,0.1036481532915206,0.4175121928524393,0.22044749907900846
0.3138978870260632,0.36658323863601533,0.6804241283148239,0.3603004122056714,0.18627679143609116,0.6267543947075762,0.3418395604539081
0.4397525223652408,0.40274504791987037,0.7242628686698678,0.49196039229961214,0.25034424226994445,0.7780107310670731,0.4770311294381144
0.726283277674897,0.4927295645254803,0.823134358610658,0.7586241911064006,0.7027034216090591,0.623713446264635,0.7556713721549262
0.17172009365991997,0.341762397544709,0.6783842464331957,0.19398076662973637,0.2268925616716732,0.06525445468195745,0.15375452705744447
0.3062757166172476,0.37530478752581137,0.7345960030364561,0.3389571080598013,0.3552149739549462,0.314809947712527,0.3191968767210291
0.7035175973773623,0.8926509804973591,1.0,0.6545366604359499,0.7188160919466122,0.5666536704298043,0.7979186042704612
0.37171739932247816,0.3594993956915847,0.6872734480184781,0.38971870249081086,0.17152993450690038,0.7952721716150689,0.3865855963044227
0.25060484238848035,0.28800415909086957,0.6296658483085505,0.2652902355418033,0.08421881597156756,0.46047902387979744,0.22072253629866015
0.3042042145586639,0.2882828059118671,0.6433648349688484,0.30222757690005764,0.12233893222539068,0.36061575188241257,0.2457199917761965
0.3058257145946793,0.28231123834311406,0.6821172114775716,0.3096273328426095,0.10337310370847402,0.4585867855750341,0.2575363909372433
0.18629511404310845,0.2927135982657986,0.675022007853426,0.21869111517090287,0.11324076962781873,0.5780886840921733,0.20226689372041615
0.4252246757266093,0.33659549576854464,0.7281088184841917,0.430101678875554,0.41169013706358437,0.8198932596926365,0.45378627712191266
0.3060118416130571,0.31252419879891935,0.6887894359866885,0.34257122501515513,0.12978617337230516,0.5758603131154395,0.3014347282115733
0.6963222254095375,0.3540655896954343,0.8320367217966866,0.7324560330680685,0.6907304634779479,0.4914343378490785,0.6803813840364269
0.42700694996050725,0.7198837805647609,0.9782650952376533,0.468354868339395,0.5444803609318293,0.2930464232162049,0.5325045713226705
0.4201148016377744,0.42065799949818067,0.7398527560268552,0.4263785800596798,0.3536768437801915,0.40329807001529155,0.4129790333807738
0.3722230994279373,0.34857715732287503,0.6790291855532682,0.39345924000184346,0.1754463971863596,0.7750196999342723,0.3838714226700643
0.47268913149333797,0.7123138422591601,0.6856242238352735,0.5089611398959223,0.5743908149350464,0.34143718272565016,0.5720053760477575
0.3736980219553995,0.3671200508334816,0.6977922803836535,0.4390673808860369,0.2281635635064392,0.7974538104413923,0.4240750943128376
0.42995536257990236,0.38962824375304295,0.7138837740333079,0.47203068434151363,0.19840507718279102,0.7753112098749215,0.4525113772044741
0.24435426940694827,0.4070096250128037,0.7584161570233914,0.3176759773030046,0.31100279341753284,0.12778142837906617,0.2730348722112878
0.8612432696861467,0.6282702333131984,0.8910877875302615,0.8944460966796504,0.8945813819198742,0.6801507247448726,0.9296479144923199
0.9262219665061272,0.5153558386050687,0.872015727167426,0.9001937507022794,0.9493030328642281,0.5593416751611618,0.9105942019042783
0.23118183999885566,0.5308936916035115,0.800130513439003,0.23697663532628732,0.3699849508132089,0.07840086444709306,0.26370164939341223
0.24770493170815583,0.3440714086053064,0.7531622146908783,0.3185775400793585,0.30400686289640183,0.1580682657566382,0.2601470011573563
0.004942426709081742,0.4137268210465804,0.666357736270632,0.07237622311253036,0.0,0.020258720019891718,0.03147808028092675
0.23411265931155875,0.36839569946129336,0.7259084311074481,0.3256330891335333,0.28936091846409795,0.09950751415669423,0.25783620264839896
0.18191541723063234,0.3666956106810626,0.6594206518785019,0.1789577701789414,0.2532741164866165,0.12438789989428044,0.16601949594727836
