Name,BUURTCODE,Household_size,Food,Green_electricity,nongreen_electricity,Gas,Energy,Water,Car,Train,bustram,Public Transport,Mobility,GWP clothes,GWP household cleaning,GWP footwear,GWP_furniture,GWP_paper,GWP personal care,BoP,Waste per capita,Waste per house,Total per capita
Waalsdorp,77,2.4,2439.357127,24.82555224,999.8849299,547.8731086,1572.583591,14.37064363,5546.023416,215.9628323,145.4073123,361.3701446,5907.393562,427.4160353,147.9657445,14.41193781,576.4167842,124.510651,172.0447736,1462.765926,632.3258997,1517.582159,12914.05301
Waldeck-Noord,94,1.5,1602.007587,17.19887463,749.2703625,239.7274285,1006.196666,11.03678647,3464.725758,148.0623108,99.66673277,247.7290436,3712.454802,300.6776732,88.34310282,9.654406052,376.0508744,83.70951219,89.76110172,948.1966702,801.4589542,1202.188431,8482.080943
Waldeck-Zuid,6,1.8,1911.414962,20.43730168,734.7402797,276.2849808,1031.462562,11.65077824,4293.431773,170.0719941,113.8764914,283.9484855,4577.380259,370.5467661,112.0178428,11.70909341,405.3880723,89.3289884,99.04773701,1088.0385,667.8824617,1202.188431,9822.135493
Waterbuurt,114,2.6,2705.036511,27.7223213,797.6437401,27.43443771,852.8004992,12.25049211,6365.834894,234.1033521,158.0796327,392.1829848,6758.01788,448.6875411,110.4986355,12.54002015,634.7377283,130.6325866,152.7849412,1489.881453,602.8044252,1567.291505,13385.27834
Westbroekpark,73,1.9,1977.806406,22.12863669,1029.342662,514.763459,1566.234758,13.19938438,4230.713035,188.1269996,129.6504357,317.7774353,4548.490471,390.1943864,114.3028696,14.16104208,476.5598375,107.7572142,139.4611435,1242.436493,604.2739662,1148.120536,10496.28805
Willemspark,47,1.6,1715.789008,19.15740888,769.161525,257.8214658,1046.1404,12.86102076,4291.277288,148.4352275,98.29268408,246.7279116,4538.0052,334.0397314,81.06215651,12.35076148,369.8049518,90.99818992,110.367883,998.6236741,749.786706,1199.65873,9511.078032
Zeeheldenkwartier,45,1.7,1811.017094,17.97931123,623.4773623,292.2437809,933.7004544,11.69923198,4530.934518,159.1440457,106.761529,265.9055747,4796.840093,335.260535,61.45534359,13.65928755,425.7510988,97.81631787,113.9329831,1047.875566,690.8477583,1174.441189,9775.573629
"Zijden, Steden en Zichten",96,2.1,2243.770889,18.50937068,494.975115,276.998828,790.4833135,10.98905315,5157.330956,190.2069653,127.9034067,318.110372,5475.441329,362.4991938,130.4211147,10.22976694,262.5361263,80.29922695,154.3617776,1000.347206,840.5445885,1765.143636,11286.17543
Zonne Veld,105,2.9,3051.758702,29.61476503,849.8143499,299.7252849,1179.1544,12.55028257,7114.535302,263.4991676,179.4856796,442.9848472,7557.52015,479.0533963,132.0712805,13.73513007,737.0838299,164.2002857,191.3184652,1717.462388,575.2151246,1668.123862,15186.56978
Zorgvliet,41,1.9,2032.790189,25.50459697,966.522294,348.321376,1340.348267,14.38413467,4659.349531,177.9374221,119.3225466,297.2599687,4956.6095,387.9414005,100.414802,11.92865487,489.9942361,109.9647897,146.2917187,1246.535602,644.811693,1225.142217,10815.80991
Zuidwal,14,1.5,1618.837623,16.03595585,529.8560157,185.6835555,731.575527,10.85118449,4111.400757,142.0500605,95.29651352,237.346574,4348.747331,295.5829577,69.8114238,10.61329486,360.9238586,71.03324937,98.73569277,906.7004771,784.9674491,1177.451174,8794.163316
