"TIME","GEO","CROPS","STRUCPRO","Value","Flag and Footnotes"
"2015","Czechia","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","188.57",""
"2015","Denmark","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","56.23",""
"2015","Germany (until 1990 former territory of the FRG)","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","1 153.98",""
"2015","Estonia","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","2.60",""
"2015","Ireland","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","19.33",""
"2015","Greece","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","1 668.09",""
"2015","Spain","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","4 443.36",""
"2015","France","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","3 163.14",""
"2015","Croatia","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","126.02",""
"2015","Italy","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)",":",""
"2015","Cyprus","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","24.57",""
"2015","Latvia","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","10.10",""
"2015","Lithuania","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","76.63",""
"2015","Luxembourg","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","3.06",""
"2015","Hungary","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","771.99",""
"2015","Malta","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","1.40",""
"2015","Netherlands","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","721.80",""
"2015","Austria","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","384.46",""
"2015","Poland","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","3 892.00",""
"2015","Portugal","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","688.08",""
"2015","Romania","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","1 171.10",""
"2015","Slovenia","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","100.21",""
"2015","Slovakia","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","52.89",""
"2015","Finland","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","8.68",""
"2015","Sweden","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","28.07",""
"2015","United Kingdom","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","540.00",""
"2015","Iceland","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)","0.00",""
"2015","Norway","Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)","Harvested production in EU standard humidity (1000 t)",":",""
