"TIME","GEO","SPECIES","FISHREG","UNIT","Value","Flag and Footnotes"
"2013","Spain","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","82 999",""
"2013","France","All aquatic organisms","Total fishing areas","Tonnes live weight","528 731.84",""
"2013","France","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","France","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","431 516.35",""
"2013","France","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","38 229.5",""
"2013","France","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","16 050.14",""
"2013","Croatia","All aquatic organisms","Total fishing areas","Tonnes live weight","75 267.231",""
"2013","Croatia","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Croatia","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2013","Croatia","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2013","Croatia","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","75 267.231",""
"2013","Italy","All aquatic organisms","Total fishing areas","Tonnes live weight","172 906.5",""
"2013","Italy","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Italy","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2013","Italy","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2013","Italy","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","172 906.5",""
"2013","Cyprus","All aquatic organisms","Total fishing areas","Tonnes live weight","1 165.6",""
"2013","Cyprus","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Cyprus","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2013","Cyprus","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2013","Cyprus","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","1 165.6",""
"2013","Latvia","All aquatic organisms","Total fishing areas","Tonnes live weight","115 759.26",""
"2013","Latvia","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Latvia","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","62 939.46",""
"2013","Latvia","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","52 819.8",""
"2013","Latvia","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2013","Lithuania","All aquatic organisms","Total fishing areas","Tonnes live weight","74 802.811",""
"2013","Lithuania","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Lithuania","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","14 330.981",""
"2013","Lithuania","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","60 471.83",""
"2013","Lithuania","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2013","Malta","All aquatic organisms","Total fishing areas","Tonnes live weight","2 354.9428",""
"2013","Malta","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Malta","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2013","Malta","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2013","Malta","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","2 354.9428",""
"2013","Netherlands","All aquatic organisms","Total fishing areas","Tonnes live weight","324 370",""
"2013","Netherlands","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Netherlands","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","311 731",""
"2013","Netherlands","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","12 639",""
"2013","Netherlands","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2013","Poland","All aquatic organisms","Total fishing areas","Tonnes live weight","195 477.1454",""
"2013","Poland","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Poland","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","141 324.7154",""
"2013","Poland","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","54 152.43",""
"2013","Poland","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2013","Portugal","All aquatic organisms","Total fishing areas","Tonnes live weight","194 609.6386",""
"2013","Portugal","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","18 075.127",""
"2013","Portugal","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","165 235.3897",""
"2013","Portugal","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","6 025.5553",""
"2013","Portugal","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","132.4155",""
"2013","Romania","All aquatic organisms","Total fishing areas","Tonnes live weight","1 617.401",""
"2013","Romania","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Romania","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2013","Romania","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2013","Romania","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","1 617.401",""
"2013","Slovenia","All aquatic organisms","Total fishing areas","Tonnes live weight","232.33",""
"2013","Slovenia","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Slovenia","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2013","Slovenia","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2013","Slovenia","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","232.33",""
"2013","Finland","All aquatic organisms","Total fishing areas","Tonnes live weight","144 297",""
"2013","Finland","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Finland","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","144 297",""
"2013","Finland","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2013","Finland","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2013","Sweden","All aquatic organisms","Total fishing areas","Tonnes live weight","176 788.6",""
"2013","Sweden","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Sweden","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","176 788.6",""
"2013","Sweden","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2013","Sweden","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2013","United Kingdom","All aquatic organisms","Total fishing areas","Tonnes live weight","617 591.7292",""
"2013","United Kingdom","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","1 351.8",""
"2013","United Kingdom","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","615 505.3603",""
"2013","United Kingdom","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","15.6125",""
"2013","United Kingdom","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2013","Iceland","All aquatic organisms","Total fishing areas","Tonnes live weight","1 362 887","e"
"2013","Iceland","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","92",""
"2013","Iceland","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","1 362 795","e"
"2013","Iceland","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2013","Iceland","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2013","Norway","All aquatic organisms","Total fishing areas","Tonnes live weight","1 943 911.719",""
"2013","Norway","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","2 874.379",""
"2013","Norway","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","1 941 037.34",""
"2013","Norway","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2013","Norway","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2013","Turkey","All aquatic organisms","Total fishing areas","Tonnes live weight","339 046.9",""
"2013","Turkey","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2013","Turkey","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2013","Turkey","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2013","Turkey","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","339 046.9",""
"2014","European Union - 27 countries (from 2020)","All aquatic organisms","Total fishing areas","Tonnes live weight","4 630 703.7163",""
"2014","European Union - 27 countries (from 2020)","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","54 931.5067",""
"2014","European Union - 27 countries (from 2020)","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","3 081 478.2088",""
"2014","European Union - 27 countries (from 2020)","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","476 928.4",""
"2014","European Union - 27 countries (from 2020)","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","424 848.3458",""
"2014","European Union - 28 countries (2013-2020)","All aquatic organisms","Total fishing areas","Tonnes live weight","5 382 682.762",""
"2014","European Union - 28 countries (2013-2020)","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","54 931.507",""
"2014","European Union - 28 countries (2013-2020)","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","3 829 257.534",""
"2014","European Union - 28 countries (2013-2020)","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","476 933.988",""
"2014","European Union - 28 countries (2013-2020)","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","424 848.346",""
"2014","Belgium","All aquatic organisms","Total fishing areas","Tonnes live weight","26 508.6",""
"2014","Belgium","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Belgium","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","26 508.6",""
"2014","Belgium","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Belgium","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Bulgaria","All aquatic organisms","Total fishing areas","Tonnes live weight","8 564.9",""
"2014","Bulgaria","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Bulgaria","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2014","Bulgaria","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Bulgaria","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","8 564.9",""
"2014","Denmark","All aquatic organisms","Total fishing areas","Tonnes live weight","745 019.28",""
"2014","Denmark","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","3 409",""
"2014","Denmark","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","741 610.28",""
"2014","Denmark","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Denmark","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Germany (until 1990 former territory of the FRG)","All aquatic organisms","Total fishing areas","Tonnes live weight","216 165.865",""
"2014","Germany (until 1990 former territory of the FRG)","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","2 149.682",""
"2014","Germany (until 1990 former territory of the FRG)","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","205 733.889",""
"2014","Germany (until 1990 former territory of the FRG)","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","8 282.294",""
"2014","Germany (until 1990 former territory of the FRG)","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Estonia","All aquatic organisms","Total fishing areas","Tonnes live weight","66 103.393",""
"2014","Estonia","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","3 387.026",""
"2014","Estonia","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","62 716.367",""
"2014","Estonia","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Estonia","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Ireland","All aquatic organisms","Total fishing areas","Tonnes live weight","276 847.164",""
"2014","Ireland","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Ireland","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","276 847.164",""
"2014","Ireland","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","0",""
"2014","Ireland","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Greece","All aquatic organisms","Total fishing areas","Tonnes live weight","60 318.83",""
"2014","Greece","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Greece","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2014","Greece","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","729.27",""
"2014","Greece","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","59 589.56",""
"2014","Spain","All aquatic organisms","Total fishing areas","Tonnes live weight","1 108 830.4",""
"2014","Spain","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","26 395.9",""
"2014","Spain","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","355 808.05",""
"2014","Spain","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","157 603.55",""
"2014","Spain","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","78 467.2",""
"2014","France","All aquatic organisms","Total fishing areas","Tonnes live weight","543 525.28",""
"2014","France","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","France","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","426 080.09",""
"2014","France","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","39 965.45",""
"2014","France","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","15 066.62",""
"2014","Croatia","All aquatic organisms","Total fishing areas","Tonnes live weight","79 944.5442",""
"2014","Croatia","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Croatia","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2014","Croatia","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Croatia","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","79 944.5442",""
"2014","Italy","All aquatic organisms","Total fishing areas","Tonnes live weight","177 018.6",""
"2014","Italy","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Italy","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2014","Italy","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Italy","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","177 018.6",""
"2014","Cyprus","All aquatic organisms","Total fishing areas","Tonnes live weight","1 248.6916",""
"2014","Cyprus","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Cyprus","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2014","Cyprus","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Cyprus","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","1 248.6916",""
"2014","Latvia","All aquatic organisms","Total fishing areas","Tonnes live weight","119 293.15",""
"2014","Latvia","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Latvia","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","61 733.65",""
"2014","Latvia","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","57 559.5",""
"2014","Latvia","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Lithuania","All aquatic organisms","Total fishing areas","Tonnes live weight","148 842.76",""
"2014","Lithuania","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","7",""
"2014","Lithuania","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","46 707.171",""
"2014","Lithuania","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","102 128.589",""
"2014","Lithuania","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Malta","All aquatic organisms","Total fishing areas","Tonnes live weight","2 402.551",""
"2014","Malta","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Malta","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2014","Malta","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Malta","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","2 402.551",""
"2014","Netherlands","All aquatic organisms","Total fishing areas","Tonnes live weight","375 441.3",""
"2014","Netherlands","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Netherlands","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","290 306.2",""
"2014","Netherlands","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","75 432.9",""
"2014","Netherlands","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Poland","All aquatic organisms","Total fishing areas","Tonnes live weight","169 574.3627",""
"2014","Poland","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","413.328",""
"2014","Poland","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","123 902.1527",""
"2014","Poland","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","19 934.927",""
"2014","Poland","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Portugal","All aquatic organisms","Total fishing areas","Tonnes live weight","177 231.0406",""
"2014","Portugal","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","19 169.5706",""
"2014","Portugal","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","138 147.64",""
"2014","Portugal","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","15 291.92",""
"2014","Portugal","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","99.63",""
"2014","Romania","All aquatic organisms","Total fishing areas","Tonnes live weight","2 199.519",""
"2014","Romania","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Romania","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2014","Romania","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Romania","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","2 199.519",""
"2014","Slovenia","All aquatic organisms","Total fishing areas","Tonnes live weight","246.53",""
"2014","Slovenia","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Slovenia","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2014","Slovenia","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Slovenia","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","246.53",""
"2014","Finland","All aquatic organisms","Total fishing areas","Tonnes live weight","153 487.755",""
"2014","Finland","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Finland","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","153 487.755",""
"2014","Finland","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Finland","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Sweden","All aquatic organisms","Total fishing areas","Tonnes live weight","171 889.2",""
"2014","Sweden","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Sweden","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","171 889.2",""
"2014","Sweden","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Sweden","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","United Kingdom","All aquatic organisms","Total fishing areas","Tonnes live weight","751 979.0453",""
"2014","United Kingdom","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","United Kingdom","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","747 779.3248",""
"2014","United Kingdom","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","5.5876",""
"2014","United Kingdom","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Iceland","All aquatic organisms","Total fishing areas","Tonnes live weight","1 076 883","e"
"2014","Iceland","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Iceland","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","1 076 883","e"
"2014","Iceland","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Iceland","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Norway","All aquatic organisms","Total fishing areas","Tonnes live weight","2 134 963.889",""
"2014","Norway","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","2 842.365",""
"2014","Norway","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","2 132 121.524",""
"2014","Norway","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Norway","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2014","Turkey","All aquatic organisms","Total fishing areas","Tonnes live weight","266 077.6",""
"2014","Turkey","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2014","Turkey","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2014","Turkey","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2014","Turkey","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","266 077.6",""
"2015","European Union - 27 countries (from 2020)","All aquatic organisms","Total fishing areas","Tonnes live weight","4 443 772.7444",""
"2015","European Union - 27 countries (from 2020)","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","48 027.865",""
"2015","European Union - 27 countries (from 2020)","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","3 261 932.5473",""
"2015","European Union - 27 countries (from 2020)","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","259 278.988",""
"2015","European Union - 27 countries (from 2020)","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","433 102.5781",""
"2015","European Union - 28 countries (2013-2020)","All aquatic organisms","Total fishing areas","Tonnes live weight","5 145 541.863",""
"2015","European Union - 28 countries (2013-2020)","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","48 027.865",""
"2015","European Union - 28 countries (2013-2020)","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","3 959 231.6138",""
"2015","European Union - 28 countries (2013-2020)","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","259 284.1892",""
"2015","European Union - 28 countries (2013-2020)","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","433 102.5781",""
"2015","Belgium","All aquatic organisms","Total fishing areas","Tonnes live weight","24 462.5",""
"2015","Belgium","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2015","Belgium","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","24 462.5",""
"2015","Belgium","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2015","Belgium","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2015","Bulgaria","All aquatic organisms","Total fishing areas","Tonnes live weight","8 746.6",""
"2015","Bulgaria","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2015","Bulgaria","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2015","Bulgaria","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2015","Bulgaria","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","8 746.6",""
"2015","Denmark","All aquatic organisms","Total fishing areas","Tonnes live weight","868 890.1",""
"2015","Denmark","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","1 686",""
"2015","Denmark","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","867 204.1",""
"2015","Denmark","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2015","Denmark","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2015","Germany (until 1990 former territory of the FRG)","All aquatic organisms","Total fishing areas","Tonnes live weight","251 268.441",""
"2015","Germany (until 1990 former territory of the FRG)","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","1 886.072",""
"2015","Germany (until 1990 former territory of the FRG)","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","231 098.694",""
"2015","Germany (until 1990 former territory of the FRG)","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","18 283.675",""
"2015","Germany (until 1990 former territory of the FRG)","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2015","Estonia","All aquatic organisms","Total fishing areas","Tonnes live weight","70 753.2954",""
"2015","Estonia","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","3 585.73",""
"2015","Estonia","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","67 167.5654",""
"2015","Estonia","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2015","Estonia","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2015","Ireland","All aquatic organisms","Total fishing areas","Tonnes live weight","234 772.0764",""
"2015","Ireland","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2015","Ireland","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","234 772.0764",""
"2015","Ireland","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2015","Ireland","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight",":",""
"2015","Greece","All aquatic organisms","Total fishing areas","Tonnes live weight","64 431.321",""
"2015","Greece","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2015","Greece","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2015","Greece","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","686.89",""
"2015","Greece","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","63 706.351",""
"2015","Spain","All aquatic organisms","Total fishing areas","Tonnes live weight","901 511.86",""
"2015","Spain","All aquatic organisms","Atlantic, Northwest","Tonnes live weight","23 967.4",""
"2015","Spain","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","362 345.5",""
"2015","Spain","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","125 678.99",""
"2015","Spain","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","76 415.77",""
"2015","France","All aquatic organisms","Total fishing areas","Tonnes live weight","497 435.05",""
"2015","France","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2015","France","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","382 856.4",""
"2015","France","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","42 283.9",""
"2015","France","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","12 647.09",""
"2015","Croatia","All aquatic organisms","Total fishing areas","Tonnes live weight","73 487.6321",""
"2015","Croatia","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2015","Croatia","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2015","Croatia","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2015","Croatia","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","73 487.6321",""
"2015","Italy","All aquatic organisms","Total fishing areas","Tonnes live weight","191 633.7",""
"2015","Italy","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2015","Italy","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2015","Italy","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","569.2",""
"2015","Italy","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","188 956.8",""
"2015","Cyprus","All aquatic organisms","Total fishing areas","Tonnes live weight","1 475.25",""
"2015","Cyprus","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2015","Cyprus","All aquatic organisms","Atlantic, Northeast","Tonnes live weight",":",""
"2015","Cyprus","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight",":",""
"2015","Cyprus","All aquatic organisms","Mediterranean and Black Sea","Tonnes live weight","1 475.25",""
"2015","Latvia","All aquatic organisms","Total fishing areas","Tonnes live weight","81 304.53",""
"2015","Latvia","All aquatic organisms","Atlantic, Northwest","Tonnes live weight",":",""
"2015","Latvia","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","67 001.5",""
"2015","Latvia","All aquatic organisms","Atlantic, Eastern Central","Tonnes live weight","14 303.03",""
