Name,Type,Code,Mode,Distance travelled
Laakkwartier-West,Buurt,BU05183824,Passenger car (driver).1,131148.95896103897
Laakkwartier-West,Buurt,BU05183824,Train.1,27987.935584415587
Laakkwartier-West,Buurt,BU05183824,Bus / tram / metro.1,11270.98508348794
Laakkwartier-West,Buurt,BU05183824,Bike.1,21213.467891156462
Laakkwartier-West,Buurt,BU05183824,walk.1,7582.757959183673
Laakkwartier-West,Buurt,BU05183824,Other mode of transport.1,10896.471428571427
Laakkwartier-Oost,Buurt,BU05183825,Passenger car (driver).1,182604.38274354982
Laakkwartier-Oost,Buurt,BU05183825,Train.1,39882.93310498221
Laakkwartier-Oost,Buurt,BU05183825,Bus / tram / metro.1,15871.6303158363
Laakkwartier-Oost,Buurt,BU05183825,Bike.1,29446.519493994663
Laakkwartier-Oost,Buurt,BU05183825,walk.1,10565.58034530694
Laakkwartier-Oost,Buurt,BU05183825,Other mode of transport.1,15063.979804270464
Noordpolderbuurt,Buurt,BU05183826,Passenger car (driver).1,130243.6238825644
Noordpolderbuurt,Buurt,BU05183826,Train.1,29346.09019472738
Noordpolderbuurt,Buurt,BU05183826,Bus / tram / metro.1,12165.540617136008
Noordpolderbuurt,Buurt,BU05183826,Bike.1,22264.907219892153
Noordpolderbuurt,Buurt,BU05183826,walk.1,7835.315710005992
Noordpolderbuurt,Buurt,BU05183826,Other mode of transport.1,10408.480452366686
Wijk 39 Binckhorst,Wijk,WK051839,Passenger car (driver).1,42148.85818784916
Wijk 39 Binckhorst,Wijk,WK051839,Train.1,8655.939839385475
Wijk 39 Binckhorst,Wijk,WK051839,Bus / tram / metro.1,3106.4189245810053
Wijk 39 Binckhorst,Wijk,WK051839,Bike.1,4903.448582402234
Wijk 39 Binckhorst,Wijk,WK051839,walk.1,1755.634406424581
Wijk 39 Binckhorst,Wijk,WK051839,Other mode of transport.1,4724.1663058659215
Binckhorst,Buurt,BU05183960,Passenger car (driver).1,42148.85818784916
Binckhorst,Buurt,BU05183960,Train.1,8655.939839385475
Binckhorst,Buurt,BU05183960,Bus / tram / metro.1,3106.4189245810053
Binckhorst,Buurt,BU05183960,Bike.1,4903.448582402234
Binckhorst,Buurt,BU05183960,walk.1,1755.634406424581
Binckhorst,Buurt,BU05183960,Other mode of transport.1,4724.1663058659215
Wijk 40 Wateringse Veld,Wijk,WK051840,Passenger car (driver).1,324134.3880888359
Wijk 40 Wateringse Veld,Wijk,WK051840,Train.1,63032.76149761742
Wijk 40 Wateringse Veld,Wijk,WK051840,Bus / tram / metro.1,27919.44786419333
Wijk 40 Wateringse Veld,Wijk,WK051840,Bike.1,58204.47971579306
Wijk 40 Wateringse Veld,Wijk,WK051840,walk.1,20340.774686861812
Wijk 40 Wateringse Veld,Wijk,WK051840,Other mode of transport.1,24361.99270762423
Erasmus Veld,Buurt,BU05184001,Passenger car (driver).1,31961.34873839907
Erasmus Veld,Buurt,BU05184001,Train.1,5488.073868909512
Erasmus Veld,Buurt,BU05184001,Bus / tram / metro.1,2496.415023201856
Erasmus Veld,Buurt,BU05184001,Bike.1,5814.463950116009
Erasmus Veld,Buurt,BU05184001,walk.1,2017.2235208816705
Erasmus Veld,Buurt,BU05184001,Other mode of transport.1,2076.99840487239
Hoge Veld,Buurt,BU05184002,Passenger car (driver).1,121010.64546056419
Hoge Veld,Buurt,BU05184002,Train.1,25210.95209556707
Hoge Veld,Buurt,BU05184002,Bus / tram / metro.1,10608.62672423719
Hoge Veld,Buurt,BU05184002,Bike.1,22088.88305699482
Hoge Veld,Buurt,BU05184002,walk.1,7850.650736902706
Hoge Veld,Buurt,BU05184002,Other mode of transport.1,9508.463471502591
Parkbuurt oosteinde,Buurt,BU05184003,Passenger car (driver).1,53450.57795815295
Parkbuurt oosteinde,Buurt,BU05184003,Train.1,9771.07840909091
Parkbuurt oosteinde,Buurt,BU05184003,Bus / tram / metro.1,4584.938192640693
Parkbuurt oosteinde,Buurt,BU05184003,Bike.1,9511.349985569985
Parkbuurt oosteinde,Buurt,BU05184003,walk.1,3242.954372294372
Parkbuurt oosteinde,Buurt,BU05184003,Other mode of transport.1,3975.320238095238
Lage Veld,Buurt,BU05184004,Passenger car (driver).1,65314.79779463244
Lage Veld,Buurt,BU05184004,Train.1,11746.645446324386
Lage Veld,Buurt,BU05184004,Bus / tram / metro.1,5396.081636522755
Lage Veld,Buurt,BU05184004,Bike.1,11531.823465577596
Lage Veld,Buurt,BU05184004,walk.1,4006.05448949825
Lage Veld,Buurt,BU05184004,Other mode of transport.1,4706.199241540257
Zonne Veld,Buurt,BU05184005,Passenger car (driver).1,51901.35387536338
Zonne Veld,Buurt,BU05184005,Train.1,10734.359716569768
Zonne Veld,Buurt,BU05184005,Bus / tram / metro.1,4794.202445494186
Zonne Veld,Buurt,BU05184005,Bike.1,9183.47422238372
Zonne Veld,Buurt,BU05184005,walk.1,3197.897338299419
Zonne Veld,Buurt,BU05184005,Other mode of transport.1,4063.710119912791
Wijk 41 Hoornwijk,Wijk,WK051841,Passenger car (driver).1,5171.573995535714
Wijk 41 Hoornwijk,Wijk,WK051841,Train.1,1154.0386160714284
Wijk 41 Hoornwijk,Wijk,WK051841,Bus / tram / metro.1,465.96428571428567
Wijk 41 Hoornwijk,Wijk,WK051841,Bike.1,821.5448660714285
Wijk 41 Hoornwijk,Wijk,WK051841,walk.1,272.1665178571428
Wijk 41 Hoornwijk,Wijk,WK051841,Other mode of transport.1,459.30066964285714
Vlietzoom-West,Buurt,BU05184106,Passenger car (driver).1,2646.862941176471
Vlietzoom-West,Buurt,BU05184106,Train.1,420.9202941176471
Vlietzoom-West,Buurt,BU05184106,Bus / tram / metro.1,189.5514705882353
Vlietzoom-West,Buurt,BU05184106,Bike.1,451.34492647058823
Vlietzoom-West,Buurt,BU05184106,walk.1,154.5009926470588
Vlietzoom-West,Buurt,BU05184106,Other mode of transport.1,190.35
De Reef,Buurt,BU05184110,Passenger car (driver).1,2350.0575
De Reef,Buurt,BU05184110,Train.1,688.2700000000001
De Reef,Buurt,BU05184110,Bus / tram / metro.1,265.5125
De Reef,Buurt,BU05184110,Bike.1,343.3575
De Reef,Buurt,BU05184110,walk.1,112.845
De Reef,Buurt,BU05184110,Other mode of transport.1,267.78749999999997
Wijk 42 Ypenburg,Wijk,WK051842,Passenger car (driver).1,399817.11672093446
Wijk 42 Ypenburg,Wijk,WK051842,Train.1,79961.80287343635
Wijk 42 Ypenburg,Wijk,WK051842,Bus / tram / metro.1,35509.29674392936
Wijk 42 Ypenburg,Wijk,WK051842,Bike.1,71623.80599889625
Wijk 42 Ypenburg,Wijk,WK051842,walk.1,25050.44645603385
Wijk 42 Ypenburg,Wijk,WK051842,Other mode of transport.1,30985.079470198674
Bosweide,Buurt,BU05184208,Passenger car (driver).1,29395.394195121953
Bosweide,Buurt,BU05184208,Train.1,5535.376085365853
Bosweide,Buurt,BU05184208,Bus / tram / metro.1,2684.6204878048775
Bosweide,Buurt,BU05184208,Bike.1,5568.984841463415
Bosweide,Buurt,BU05184208,walk.1,1888.6050853658535
Bosweide,Buurt,BU05184208,Other mode of transport.1,2138.5498170731707
De Venen,Buurt,BU05184211,Passenger car (driver).1,27140.51948717949
De Venen,Buurt,BU05184211,Train.1,5813.334871794872
De Venen,Buurt,BU05184211,Bus / tram / metro.1,2271.3241025641023
De Venen,Buurt,BU05184211,Bike.1,4418.442820512821
De Venen,Buurt,BU05184211,walk.1,1612.7023076923078
De Venen,Buurt,BU05184211,Other mode of transport.1,2345.769230769231
Morgenweide,Buurt,BU05184212,Passenger car (driver).1,105789.3525578136
Morgenweide,Buurt,BU05184212,Train.1,21411.256306937634
Morgenweide,Buurt,BU05184212,Bus / tram / metro.1,9339.26891730904
Morgenweide,Buurt,BU05184212,Bike.1,18745.2905360897
Morgenweide,Buurt,BU05184212,walk.1,6589.514754730203
Morgenweide,Buurt,BU05184212,Other mode of transport.1,8222.524404344778
Singels,Buurt,BU05184213,Passenger car (driver).1,84566.9488214924
Singels,Buurt,BU05184213,Train.1,16268.81226541555
Singels,Buurt,BU05184213,Bus / tram / metro.1,7420.642135835567
Singels,Buurt,BU05184213,Bike.1,15059.217598302057
Singels,Buurt,BU05184213,walk.1,5216.965347408401
Singels,Buurt,BU05184213,Other mode of transport.1,6335.320844504021
Waterbuurt,Buurt,BU05184214,Passenger car (driver).1,71676.67856020943
Waterbuurt,Buurt,BU05184214,Train.1,14600.449633507853
Waterbuurt,Buurt,BU05184214,Bus / tram / metro.1,6282.664515706807
Waterbuurt,Buurt,BU05184214,Bike.1,12496.300170157068
Waterbuurt,Buurt,BU05184214,walk.1,4416.617735602094
Waterbuurt,Buurt,BU05184214,Other mode of transport.1,5655.291557591622
De Bras,Buurt,BU05184215,Passenger car (driver).1,80999.45937233134
De Bras,Buurt,BU05184215,Train.1,16272.698537574723
De Bras,Buurt,BU05184215,Bus / tram / metro.1,7490.344854824936
De Bras,Buurt,BU05184215,Bike.1,15295.458614432111
De Bras,Buurt,BU05184215,walk.1,5312.010898804441
De Bras,Buurt,BU05184215,Other mode of transport.1,6267.948067890692
Wijk 43 Forepark,Wijk,WK051843,Passenger car (driver).1,2041.38945
Wijk 43 Forepark,Wijk,WK051843,Train.1,317.8452
Wijk 43 Forepark,Wijk,WK051843,Bus / tram / metro.1,149.8288
Wijk 43 Forepark,Wijk,WK051843,Bike.1,355.6578
Wijk 43 Forepark,Wijk,WK051843,walk.1,119.24969999999999
Wijk 43 Forepark,Wijk,WK051843,Other mode of transport.1,132.249
Vlietzoom-Oost,Buurt,BU05184316,Passenger car (driver).1,1744.4249375
Vlietzoom-Oost,Buurt,BU05184316,Train.1,248.01025
Vlietzoom-Oost,Buurt,BU05184316,Bus / tram / metro.1,117.47399999999999
Vlietzoom-Oost,Buurt,BU05184316,Bike.1,302.01925
Vlietzoom-Oost,Buurt,BU05184316,walk.1,100.69437500000001
Vlietzoom-Oost,Buurt,BU05184316,Other mode of transport.1,106.92
De Rivieren,Buurt,BU05184317,Passenger car (driver).1,380.69624999999996
De Rivieren,Buurt,BU05184317,Train.1,66.65875
De Rivieren,Buurt,BU05184317,Bus / tram / metro.1,35.61750000000001
De Rivieren,Buurt,BU05184317,Bike.1,61.25375
De Rivieren,Buurt,BU05184317,walk.1,20.36875
De Rivieren,Buurt,BU05184317,Other mode of transport.1,27.956249999999997
Wijk 44 Leidschenveen,Wijk,WK051844,Passenger car (driver).1,303873.21238277486
Wijk 44 Leidschenveen,Wijk,WK051844,Train.1,59154.17451362102
Wijk 44 Leidschenveen,Wijk,WK051844,Bus / tram / metro.1,26071.526470588236
Wijk 44 Leidschenveen,Wijk,WK051844,Bike.1,54364.70516453713
Wijk 44 Leidschenveen,Wijk,WK051844,walk.1,19041.868197926713
Wijk 44 Leidschenveen,Wijk,WK051844,Other mode of transport.1,23482.730379098357
De Lanen,Buurt,BU05184418,Passenger car (driver).1,74854.03603710751
De Lanen,Buurt,BU05184418,Train.1,15596.587024262606
De Lanen,Buurt,BU05184418,Bus / tram / metro.1,6599.1242935299715
De Lanen,Buurt,BU05184418,Bike.1,13393.46003805899
De Lanen,Buurt,BU05184418,walk.1,4753.117350142722
De Lanen,Buurt,BU05184418,Other mode of transport.1,6192.755066603235
De Velden,Buurt,BU05184419,Passenger car (driver).1,64297.383619668246
De Velden,Buurt,BU05184419,Train.1,12137.299215047395
De Velden,Buurt,BU05184419,Bus / tram / metro.1,5456.448089454976
De Velden,Buurt,BU05184419,Bike.1,11278.372067535545
De Velden,Buurt,BU05184419,walk.1,3920.8349526066354
De Velden,Buurt,BU05184419,Other mode of transport.1,4894.850651658768
De Vissen,Buurt,BU05184420,Passenger car (driver).1,126622.71184303351
De Vissen,Buurt,BU05184420,Train.1,23394.716818048208
De Vissen,Buurt,BU05184420,Bus / tram / metro.1,10737.194263668429
De Vissen,Buurt,BU05184420,Bike.1,22863.231087595534
De Vissen,Buurt,BU05184420,walk.1,7912.784293062905
De Vissen,Buurt,BU05184420,Other mode of transport.1,9168.83425925926
Rietbuurt,Buurt,BU05184421,Passenger car (driver).1,38051.973430127044
Rietbuurt,Buurt,BU05184421,Train.1,8002.052014519057
Rietbuurt,Buurt,BU05184421,Bus / tram / metro.1,3267.801787658802
Rietbuurt,Buurt,BU05184421,Bike.1,6813.433593466424
Rietbuurt,Buurt,BU05184421,walk.1,2451.7051769509985
Rietbuurt,Buurt,BU05184421,Other mode of transport.1,3228.4957350272234
