Name,Type,Code,Mode,Distance travelled
Den Haag,Gemeente,GM0518,Passenger car (driver).1,8238334.511043039
Den Haag,Gemeente,GM0518,Train.1,1604728.2193429524
Den Haag,Gemeente,GM0518,Bus / tram / metro.1,674172.4571071136
Den Haag,Gemeente,GM0518,Bike.1,1405719.6120320498
Den Haag,Gemeente,GM0518,walk.1,497910.02735681453
Den Haag,Gemeente,GM0518,Other mode of transport.1,615096.6588636091
Wijk 02 Belgisch Park,Wijk,WK051802,Passenger car (driver).1,122216.94066727604
Wijk 02 Belgisch Park,Wijk,WK051802,Train.1,22840.609162096283
Wijk 02 Belgisch Park,Wijk,WK051802,Bus / tram / metro.1,10196.872410115782
Wijk 02 Belgisch Park,Wijk,WK051802,Bike.1,22281.57557129799
Wijk 02 Belgisch Park,Wijk,WK051802,walk.1,7694.376245429616
Wijk 02 Belgisch Park,Wijk,WK051802,Other mode of transport.1,8196.813711151737
Belgisch Park,Buurt,BU05180271,Passenger car (driver).1,122216.94066727604
Belgisch Park,Buurt,BU05180271,Train.1,22840.609162096283
Belgisch Park,Buurt,BU05180271,Bus / tram / metro.1,10196.872410115782
Belgisch Park,Buurt,BU05180271,Bike.1,22281.57557129799
Belgisch Park,Buurt,BU05180271,walk.1,7694.376245429616
Belgisch Park,Buurt,BU05180271,Other mode of transport.1,8196.813711151737
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,Passenger car (driver).1,26887.224808184143
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,Train.1,3539.8252557544756
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,Bus / tram / metro.1,1698.060281329923
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,Bike.1,5269.2025831202045
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,walk.1,1813.3589066496165
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,Other mode of transport.1,1377.3375959079283
Westbroekpark,Buurt,BU05180373,Passenger car (driver).1,11701.796626420453
Westbroekpark,Buurt,BU05180373,Train.1,1507.9124289772726
Westbroekpark,Buurt,BU05180373,Bus / tram / metro.1,726.3999431818181
Westbroekpark,Buurt,BU05180373,Bike.1,2377.9994176136365
Westbroekpark,Buurt,BU05180373,walk.1,813.6608238636363
Westbroekpark,Buurt,BU05180373,Other mode of transport.1,536.162002840909
Duttendel,Buurt,BU05180374,Passenger car (driver).1,15186.55425
Duttendel,Buurt,BU05180374,Train.1,2032.9047441860462
Duttendel,Buurt,BU05180374,Bus / tram / metro.1,971.5631744186046
Duttendel,Buurt,BU05180374,Bike.1,2890.6622790697675
Duttendel,Buurt,BU05180374,walk.1,999.6319476744186
Duttendel,Buurt,BU05180374,Other mode of transport.1,843.1173837209302
Wijk 04 Benoordenhout,Wijk,WK051804,Passenger car (driver).1,194079.93756202116
Wijk 04 Benoordenhout,Wijk,WK051804,Train.1,30274.37727836556
Wijk 04 Benoordenhout,Wijk,WK051804,Bus / tram / metro.1,13372.702213608172
Wijk 04 Benoordenhout,Wijk,WK051804,Bike.1,35776.670832725285
Wijk 04 Benoordenhout,Wijk,WK051804,walk.1,12593.383876322512
Wijk 04 Benoordenhout,Wijk,WK051804,Other mode of transport.1,12287.254309558555
Nassaubuurt,Buurt,BU05180448,Passenger car (driver).1,23908.380923076922
Nassaubuurt,Buurt,BU05180448,Train.1,4089.2630769230773
Nassaubuurt,Buurt,BU05180448,Bus / tram / metro.1,1761.8299384615384
Nassaubuurt,Buurt,BU05180448,Bike.1,4239.676153846153
Nassaubuurt,Buurt,BU05180448,walk.1,1498.6848923076923
Nassaubuurt,Buurt,BU05180448,Other mode of transport.1,1662.786
Uilennest,Buurt,BU05180475,Passenger car (driver).1,31673.278032738093
Uilennest,Buurt,BU05180475,Train.1,4775.034595238096
Uilennest,Buurt,BU05180475,Bus / tram / metro.1,2017.9949523809526
Uilennest,Buurt,BU05180475,Bike.1,5455.948595238096
Uilennest,Buurt,BU05180475,walk.1,1957.0184226190477
Uilennest,Buurt,BU05180475,Other mode of transport.1,2038.1064285714285
Duinzigt,Buurt,BU05180476,Passenger car (driver).1,32553.04155811623
Duinzigt,Buurt,BU05180476,Train.1,3653.4230711422842
Duinzigt,Buurt,BU05180476,Bus / tram / metro.1,1714.5789078156313
Duinzigt,Buurt,BU05180476,Bike.1,6601.025516032064
Duinzigt,Buurt,BU05180476,walk.1,2302.077970941884
Duinzigt,Buurt,BU05180476,Other mode of transport.1,1354.0195641282564
Waalsdorp,Buurt,BU05180477,Passenger car (driver).1,52820.450103346455
Waalsdorp,Buurt,BU05180477,Train.1,8711.846338582676
Waalsdorp,Buurt,BU05180477,Bus / tram / metro.1,3951.671745406824
Waalsdorp,Buurt,BU05180477,Bike.1,9911.838963254593
Waalsdorp,Buurt,BU05180477,walk.1,3464.1544947506563
Waalsdorp,Buurt,BU05180477,Other mode of transport.1,3585.119094488189
Arendsdorp,Buurt,BU05180478,Passenger car (driver).1,17956.2469348659
Arendsdorp,Buurt,BU05180478,Train.1,2819.5052203065134
Arendsdorp,Buurt,BU05180478,Bus / tram / metro.1,1265.6455842911878
Arendsdorp,Buurt,BU05180478,Bike.1,3407.7029693486593
Arendsdorp,Buurt,BU05180478,walk.1,1188.9840708812262
Arendsdorp,Buurt,BU05180478,Other mode of transport.1,1135.1166666666668
Van Hoytemastraat en omgeving,Buurt,BU05180479,Passenger car (driver).1,34743.993787076266
Van Hoytemastraat en omgeving,Buurt,BU05180479,Train.1,6187.660550847459
Van Hoytemastraat en omgeving,Buurt,BU05180479,Bus / tram / metro.1,2622.581927966102
Van Hoytemastraat en omgeving,Buurt,BU05180479,Bike.1,6077.163283898304
Van Hoytemastraat en omgeving,Buurt,BU05180479,walk.1,2167.9737923728812
Van Hoytemastraat en omgeving,Buurt,BU05180479,Other mode of transport.1,2586.693273305085
Wijk 05 Archipelbuurt,Wijk,WK051805,Passenger car (driver).1,95225.64485245902
Wijk 05 Archipelbuurt,Wijk,WK051805,Train.1,15956.057045081967
Wijk 05 Archipelbuurt,Wijk,WK051805,Bus / tram / metro.1,6931.1216270491805
Wijk 05 Archipelbuurt,Wijk,WK051805,Bike.1,16228.755786885245
Wijk 05 Archipelbuurt,Wijk,WK051805,walk.1,5742.386651639345
Wijk 05 Archipelbuurt,Wijk,WK051805,Other mode of transport.1,6516.4069672131145
Archipelbuurt,Buurt,BU05180546,Passenger car (driver).1,95225.64485245902
Archipelbuurt,Buurt,BU05180546,Train.1,15956.057045081967
Archipelbuurt,Buurt,BU05180546,Bus / tram / metro.1,6931.1216270491805
Archipelbuurt,Buurt,BU05180546,Bike.1,16228.755786885245
Archipelbuurt,Buurt,BU05180546,walk.1,5742.386651639345
Archipelbuurt,Buurt,BU05180546,Other mode of transport.1,6516.4069672131145
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,Passenger car (driver).1,10721.777796052633
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,Train.1,1593.857154605263
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,Bus / tram / metro.1,734.7097203947369
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,Bike.1,2025.464539473684
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,walk.1,701.5115460526315
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,Other mode of transport.1,612.6784539473684
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,Passenger car (driver).1,10721.777796052633
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,Train.1,1593.857154605263
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,Bus / tram / metro.1,734.7097203947369
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,Bike.1,2025.464539473684
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,walk.1,701.5115460526315
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,Other mode of transport.1,612.6784539473684
Wijk 07 Scheveningen,Wijk,WK051807,Passenger car (driver).1,275035.1185936599
Wijk 07 Scheveningen,Wijk,WK051807,Train.1,47973.93183573487
Wijk 07 Scheveningen,Wijk,WK051807,Bus / tram / metro.1,20085.32241930836
Wijk 07 Scheveningen,Wijk,WK051807,Bike.1,45794.6806037464
Wijk 07 Scheveningen,Wijk,WK051807,walk.1,16310.906096541787
Wijk 07 Scheveningen,Wijk,WK051807,Other mode of transport.1,19697.188984149856
Oud Scheveningen,Buurt,BU05180701,Passenger car (driver).1,49024.83252568493
Oud Scheveningen,Buurt,BU05180701,Train.1,8366.688433219178
Oud Scheveningen,Buurt,BU05180701,Bus / tram / metro.1,3391.8993150684937
Oud Scheveningen,Buurt,BU05180701,Bike.1,7653.882200342466
Oud Scheveningen,Buurt,BU05180701,walk.1,2759.5566010273974
Oud Scheveningen,Buurt,BU05180701,Other mode of transport.1,3733.3783818493152
Vissershaven,Buurt,BU05180702,Passenger car (driver).1,54744.244487359545
Vissershaven,Buurt,BU05180702,Train.1,9099.104055477528
Vissershaven,Buurt,BU05180702,Bus / tram / metro.1,3866.943599016854
Vissershaven,Buurt,BU05180702,Bike.1,9330.317408707864
Vissershaven,Buurt,BU05180702,walk.1,3314.3271558988763
Vissershaven,Buurt,BU05180702,Other mode of transport.1,3824.1796348314606
Scheveningen Badplaats,Buurt,BU05180703,Passenger car (driver).1,87957.32852504637
Scheveningen Badplaats,Buurt,BU05180703,Train.1,16030.73710575139
Scheveningen Badplaats,Buurt,BU05180703,Bus / tram / metro.1,6606.476055194806
Scheveningen Badplaats,Buurt,BU05180703,Bike.1,14234.180531076066
Scheveningen Badplaats,Buurt,BU05180703,walk.1,5087.597831632653
Scheveningen Badplaats,Buurt,BU05180703,Other mode of transport.1,6586.326171150278
Visserijbuurt,Buurt,BU05180704,Passenger car (driver).1,58748.50032383419
Visserijbuurt,Buurt,BU05180704,Train.1,10179.560880829016
Visserijbuurt,Buurt,BU05180704,Bus / tram / metro.1,4345.580012953367
Visserijbuurt,Buurt,BU05180704,Bike.1,10188.117836787565
Visserijbuurt,Buurt,BU05180704,walk.1,3613.381191709844
Visserijbuurt,Buurt,BU05180704,Other mode of transport.1,3983.8727331606215
Rijslag,Buurt,BU05180772,Passenger car (driver).1,24301.901203416146
Rijslag,Buurt,BU05180772,Train.1,4218.654930124223
Rijslag,Buurt,BU05180772,Bus / tram / metro.1,1834.336288819876
Rijslag,Buurt,BU05180772,Bike.1,4313.500054347826
Rijslag,Buurt,BU05180772,walk.1,1512.0685481366459
Rijslag,Buurt,BU05180772,Other mode of transport.1,1581.4296195652173
Wijk 08 Duindorp,Wijk,WK051808,Passenger car (driver).1,93313.73248950462
Wijk 08 Duindorp,Wijk,WK051808,Train.1,16558.63942695214
Wijk 08 Duindorp,Wijk,WK051808,Bus / tram / metro.1,7041.9173026868175
Wijk 08 Duindorp,Wijk,WK051808,Bike.1,15612.948473971452
Wijk 08 Duindorp,Wijk,WK051808,walk.1,5543.612226070529
Wijk 08 Duindorp,Wijk,WK051808,Other mode of transport.1,7090.385831234256
Duindorp,Buurt,BU05180800,Passenger car (driver).1,93313.73248950462
Duindorp,Buurt,BU05180800,Train.1,16558.63942695214
Duindorp,Buurt,BU05180800,Bus / tram / metro.1,7041.9173026868175
Duindorp,Buurt,BU05180800,Bike.1,15612.948473971452
Duindorp,Buurt,BU05180800,walk.1,5543.612226070529
Duindorp,Buurt,BU05180800,Other mode of transport.1,7090.385831234256
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,Passenger car (driver).1,211077.75978173898
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,Train.1,37520.54434566145
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,Bus / tram / metro.1,16421.174178520625
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,Bike.1,37195.4108579303
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,walk.1,13093.107093261024
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,Other mode of transport.1,14751.185472972973
Statenkwartier,Buurt,BU05180907,Passenger car (driver).1,143460.9546081221
Statenkwartier,Buurt,BU05180907,Train.1,25685.190640196586
Statenkwartier,Buurt,BU05180907,Bus / tram / metro.1,11348.973687273668
Statenkwartier,Buurt,BU05180907,Bike.1,25560.288136316605
Statenkwartier,Buurt,BU05180907,walk.1,8973.53561109674
Statenkwartier,Buurt,BU05180907,Other mode of transport.1,10043.30160372478
Geuzenkwartier,Buurt,BU05180908,Passenger car (driver).1,67518.75525768792
Geuzenkwartier,Buurt,BU05180908,Train.1,11822.126164578589
Geuzenkwartier,Buurt,BU05180908,Bus / tram / metro.1,5068.721679954442
Geuzenkwartier,Buurt,BU05180908,Bike.1,11612.904524487472
Geuzenkwartier,Buurt,BU05180908,walk.1,4111.414040432803
Geuzenkwartier,Buurt,BU05180908,Other mode of transport.1,4702.139649772209
Wijk 10 Zorgvliet,Wijk,WK051810,Passenger car (driver).1,7718.008225
Wijk 10 Zorgvliet,Wijk,WK051810,Train.1,1078.43185
Wijk 10 Zorgvliet,Wijk,WK051810,Bus / tram / metro.1,449.0647
Wijk 10 Zorgvliet,Wijk,WK051810,Bike.1,1323.64095
Wijk 10 Zorgvliet,Wijk,WK051810,walk.1,464.42805
Wijk 10 Zorgvliet,Wijk,WK051810,Other mode of transport.1,493.8075
Zorgvliet,Buurt,BU05181041,Passenger car (driver).1,7718.008225
Zorgvliet,Buurt,BU05181041,Train.1,1078.43185
Zorgvliet,Buurt,BU05181041,Bus / tram / metro.1,449.0647
Zorgvliet,Buurt,BU05181041,Bike.1,1323.64095
Zorgvliet,Buurt,BU05181041,walk.1,464.42805
Zorgvliet,Buurt,BU05181041,Other mode of transport.1,493.8075
Wijk 11 Duinoord,Wijk,WK051811,Passenger car (driver).1,124253.94892041801
Wijk 11 Duinoord,Wijk,WK051811,Train.1,23504.849237942122
Wijk 11 Duinoord,Wijk,WK051811,Bus / tram / metro.1,9627.337041800643
Wijk 11 Duinoord,Wijk,WK051811,Bike.1,20269.473453376206
Wijk 11 Duinoord,Wijk,WK051811,walk.1,7295.18670096463
Wijk 11 Duinoord,Wijk,WK051811,Other mode of transport.1,9468.293151125403
Stadhoudersplantsoen,Buurt,BU05181142,Passenger car (driver).1,30766.950178571427
Stadhoudersplantsoen,Buurt,BU05181142,Train.1,5372.28825255102
Stadhoudersplantsoen,Buurt,BU05181142,Bus / tram / metro.1,2176.467806122449
Stadhoudersplantsoen,Buurt,BU05181142,Bike.1,5089.8763392857145
Stadhoudersplantsoen,Buurt,BU05181142,walk.1,1838.1029719387757
Stadhoudersplantsoen,Buurt,BU05181142,Other mode of transport.1,2198.0680484693876
Sweelinckplein en omgeving,Buurt,BU05181143,Passenger car (driver).1,93668.7056422117
Sweelinckplein en omgeving,Buurt,BU05181143,Train.1,18159.860671256454
Sweelinckplein en omgeving,Buurt,BU05181143,Bus / tram / metro.1,7463.812504302926
Sweelinckplein en omgeving,Buurt,BU05181143,Bike.1,15214.519173838211
Sweelinckplein en omgeving,Buurt,BU05181143,walk.1,5469.888162650603
Sweelinckplein en omgeving,Buurt,BU05181143,Other mode of transport.1,7290.364802065404
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,Passenger car (driver).1,222887.6910327198
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,Train.1,38143.56597307431
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,Bus / tram / metro.1,16418.63376448534
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,Bike.1,38473.66301635992
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,walk.1,13727.822540899795
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,Other mode of transport.1,15202.748824130878
Bloemenbuurt-West,Buurt,BU05181250,Passenger car (driver).1,34383.403076923074
Bloemenbuurt-West,Buurt,BU05181250,Train.1,5117.348269230769
Bloemenbuurt-West,Buurt,BU05181250,Bus / tram / metro.1,2400.5678846153846
Bloemenbuurt-West,Buurt,BU05181250,Bike.1,6231.485192307692
Bloemenbuurt-West,Buurt,BU05181250,walk.1,2178.0883653846154
Bloemenbuurt-West,Buurt,BU05181250,Other mode of transport.1,2169.605769230769
Bloemenbuurt-Oost,Buurt,BU05181251,Passenger car (driver).1,98223.43711300308
Bloemenbuurt-Oost,Buurt,BU05181251,Train.1,17221.628482972137
Bloemenbuurt-Oost,Buurt,BU05181251,Bus / tram / metro.1,7368.475154798762
Bloemenbuurt-Oost,Buurt,BU05181251,Bike.1,16909.43736842105
Bloemenbuurt-Oost,Buurt,BU05181251,walk.1,6050.672314241487
Bloemenbuurt-Oost,Buurt,BU05181251,Other mode of transport.1,6734.227012383901
Bomenbuurt,Buurt,BU05181252,Passenger car (driver).1,90263.35100383632
Bomenbuurt,Buurt,BU05181252,Train.1,15777.228529411765
Bomenbuurt,Buurt,BU05181252,Bus / tram / metro.1,6638.903612531969
Bomenbuurt,Buurt,BU05181252,Bike.1,15314.826886189257
Bomenbuurt,Buurt,BU05181252,walk.1,5494.782480818414
Bomenbuurt,Buurt,BU05181252,Other mode of transport.1,6300.518574168797
Wijk 13 Vogelwijk,Wijk,WK051813,Passenger car (driver).1,73697.61978971963
Wijk 13 Vogelwijk,Wijk,WK051813,Train.1,11978.427091121495
Wijk 13 Vogelwijk,Wijk,WK051813,Bus / tram / metro.1,5803.41660046729
Wijk 13 Vogelwijk,Wijk,WK051813,Bike.1,14271.304651869159
Wijk 13 Vogelwijk,Wijk,WK051813,walk.1,4892.167578271028
Wijk 13 Vogelwijk,Wijk,WK051813,Other mode of transport.1,4774.561612149532
Vogelwijk,Buurt,BU05181309,Passenger car (driver).1,73697.61978971963
Vogelwijk,Buurt,BU05181309,Train.1,11978.427091121495
Vogelwijk,Buurt,BU05181309,Bus / tram / metro.1,5803.41660046729
Vogelwijk,Buurt,BU05181309,Bike.1,14271.304651869159
Vogelwijk,Buurt,BU05181309,walk.1,4892.167578271028
Vogelwijk,Buurt,BU05181309,Other mode of transport.1,4774.561612149532
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,Passenger car (driver).1,72987.3188394683
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,Train.1,9568.143341002044
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,Bus / tram / metro.1,4370.859616564418
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,Bike.1,13095.815074130878
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,walk.1,4605.115907464213
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,Other mode of transport.1,4080.23615797546
Bosjes van Pex,Buurt,BU05181481,Passenger car (driver).1,6181.785062499999
Bosjes van Pex,Buurt,BU05181481,Train.1,1055.0063125000001
Bosjes van Pex,Buurt,BU05181481,Bus / tram / metro.1,493.11275000000006
Bosjes van Pex,Buurt,BU05181481,Bike.1,1097.2966875000002
Bosjes van Pex,Buurt,BU05181481,walk.1,379.5218125
Bosjes van Pex,Buurt,BU05181481,Other mode of transport.1,407.3540625
Bohemen en Meer en Bos,Buurt,BU05181492,Passenger car (driver).1,66603.17550167223
Bohemen en Meer en Bos,Buurt,BU05181492,Train.1,8480.49381270903
Bohemen en Meer en Bos,Buurt,BU05181492,Bus / tram / metro.1,3862.8690050167224
Bohemen en Meer en Bos,Buurt,BU05181492,Bike.1,11971.801362876255
Bohemen en Meer en Bos,Buurt,BU05181492,walk.1,4215.098971571906
Bohemen en Meer en Bos,Buurt,BU05181492,Other mode of transport.1,3662.009322742475
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,Passenger car (driver).1,35475.12651119403
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,Train.1,5247.580095948827
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,Bus / tram / metro.1,2447.0402505330494
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,Bike.1,6470.218176972281
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,walk.1,2205.203734008529
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,Other mode of transport.1,2110.471615138593
Ockenburgh,Buurt,BU05181590,Passenger car (driver).1,12386.874402515725
Ockenburgh,Buurt,BU05181590,Train.1,2352.764182389937
Ockenburgh,Buurt,BU05181590,Bus / tram / metro.1,1076.2666352201259
Ockenburgh,Buurt,BU05181590,Bike.1,2209.9811320754716
Ockenburgh,Buurt,BU05181590,walk.1,748.0346540880503
Ockenburgh,Buurt,BU05181590,Other mode of transport.1,876.5915094339623
Kijkduin,Buurt,BU05181591,Passenger car (driver).1,22906.179532258066
Kijkduin,Buurt,BU05181591,Train.1,2872.9000161290323
Kijkduin,Buurt,BU05181591,Bus / tram / metro.1,1359.1092096774191
Kijkduin,Buurt,BU05181591,Bike.1,4236.5512499999995
Kijkduin,Buurt,BU05181591,walk.1,1450.453052419355
Kijkduin,Buurt,BU05181591,Other mode of transport.1,1235.1774193548388
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,Passenger car (driver).1,92622.68028297872
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,Train.1,15429.52065531915
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,Bus / tram / metro.1,6664.869595744682
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,Bike.1,15552.821165957446
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,walk.1,5480.234729787234
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,Other mode of transport.1,6771.0123191489365
Kraayenstein,Buurt,BU05181697,Passenger car (driver).1,92622.68028297872
Kraayenstein,Buurt,BU05181697,Train.1,15429.52065531915
Kraayenstein,Buurt,BU05181697,Bus / tram / metro.1,6664.869595744682
Kraayenstein,Buurt,BU05181697,Bike.1,15552.821165957446
Kraayenstein,Buurt,BU05181697,walk.1,5480.234729787234
Kraayenstein,Buurt,BU05181697,Other mode of transport.1,6771.0123191489365
Wijk 17 Loosduinen,Wijk,WK051817,Passenger car (driver).1,271301.09627976187
Wijk 17 Loosduinen,Wijk,WK051817,Train.1,44936.967415966385
Wijk 17 Loosduinen,Wijk,WK051817,Bus / tram / metro.1,19767.834954481794
Wijk 17 Loosduinen,Wijk,WK051817,Bike.1,47585.40625910364
Wijk 17 Loosduinen,Wijk,WK051817,walk.1,16691.347720938375
Wijk 17 Loosduinen,Wijk,WK051817,Other mode of transport.1,18161.412909663864
Kerketuinen en Zichtenburg,Buurt,BU05181785,Passenger car (driver).1,1435.9368749999999
Kerketuinen en Zichtenburg,Buurt,BU05181785,Train.1,198.3125
Kerketuinen en Zichtenburg,Buurt,BU05181785,Bus / tram / metro.1,61.144999999999996
Kerketuinen en Zichtenburg,Buurt,BU05181785,Bike.1,132.6775
Kerketuinen en Zichtenburg,Buurt,BU05181785,walk.1,48.6525
Kerketuinen en Zichtenburg,Buurt,BU05181785,Other mode of transport.1,169.02
Houtwijk,Buurt,BU05181786,Passenger car (driver).1,194800.73960510918
Houtwijk,Buurt,BU05181786,Train.1,33456.357950468024
Houtwijk,Buurt,BU05181786,Bus / tram / metro.1,14791.973077223089
Houtwijk,Buurt,BU05181786,Bike.1,34257.44633970359
Houtwijk,Buurt,BU05181786,walk.1,11975.066146645866
Houtwijk,Buurt,BU05181786,Other mode of transport.1,13439.371889625585
Kom Loosduinen,Buurt,BU05181795,Passenger car (driver).1,74979.98252763819
Kom Loosduinen,Buurt,BU05181795,Train.1,11274.515756281406
Kom Loosduinen,Buurt,BU05181795,Bus / tram / metro.1,4903.430386934673
Kom Loosduinen,Buurt,BU05181795,Bike.1,13167.784263819096
Kom Loosduinen,Buurt,BU05181795,walk.1,4660.770374371859
Kom Loosduinen,Buurt,BU05181795,Other mode of transport.1,4595.64290201005
Wijk 18 Waldeck,Wijk,WK051818,Passenger car (driver).1,254060.91520456536
Wijk 18 Waldeck,Wijk,WK051818,Train.1,37328.31841161027
Wijk 18 Waldeck,Wijk,WK051818,Bus / tram / metro.1,16416.734331971995
Wijk 18 Waldeck,Wijk,WK051818,Bike.1,45486.679737456245
Wijk 18 Waldeck,Wijk,WK051818,walk.1,16031.790700845975
Wijk 18 Waldeck,Wijk,WK051818,Other mode of transport.1,15165.314133605601
Waldeck-Zuid,Buurt,BU05181806,Passenger car (driver).1,29601.88399262899
Waldeck-Zuid,Buurt,BU05181806,Train.1,4181.341824324325
Waldeck-Zuid,Buurt,BU05181806,Bus / tram / metro.1,1881.242106879607
Waldeck-Zuid,Buurt,BU05181806,Bike.1,5386.438237100738
Waldeck-Zuid,Buurt,BU05181806,walk.1,1898.1746468058968
Waldeck-Zuid,Buurt,BU05181806,Other mode of transport.1,1715.1208230958232
Nieuw Waldeck,Buurt,BU05181840,Passenger car (driver).1,108459.84467059639
Nieuw Waldeck,Buurt,BU05181840,Train.1,18735.947106449377
Nieuw Waldeck,Buurt,BU05181840,Bus / tram / metro.1,8146.774566574202
Nieuw Waldeck,Buurt,BU05181840,Bike.1,19071.041340152566
Nieuw Waldeck,Buurt,BU05181840,walk.1,6725.883607836338
Nieuw Waldeck,Buurt,BU05181840,Other mode of transport.1,7406.004117545076
Rosenburg,Buurt,BU05181882,Passenger car (driver).1,44546.0204209622
Rosenburg,Buurt,BU05181882,Train.1,6053.366211340206
Rosenburg,Buurt,BU05181882,Bus / tram / metro.1,2624.737766323024
Rosenburg,Buurt,BU05181882,Bike.1,7749.6421477663225
Rosenburg,Buurt,BU05181882,walk.1,2732.2664647766323
Rosenburg,Buurt,BU05181882,Other mode of transport.1,2629.076288659794
Componistenbuurt,Buurt,BU05181893,Passenger car (driver).1,27297.38859589041
Componistenbuurt,Buurt,BU05181893,Train.1,3801.959315068493
Componistenbuurt,Buurt,BU05181893,Bus / tram / metro.1,1719.5474315068493
Componistenbuurt,Buurt,BU05181893,Bike.1,4906.7125
Componistenbuurt,Buurt,BU05181893,walk.1,1723.4328767123288
Componistenbuurt,Buurt,BU05181893,Other mode of transport.1,1570.6587328767123
Waldeck-Noord,Buurt,BU05181894,Passenger car (driver).1,43801.91945238095
Waldeck-Noord,Buurt,BU05181894,Train.1,4569.872289682539
Waldeck-Noord,Buurt,BU05181894,Bus / tram / metro.1,2031.6864007936506
Waldeck-Noord,Buurt,BU05181894,Bike.1,8308.297222222223
Waldeck-Noord,Buurt,BU05181894,walk.1,2938.6994603174603
Waldeck-Noord,Buurt,BU05181894,Other mode of transport.1,1925.715595238095
Wijk 19 Vruchtenbuurt,Wijk,WK051819,Passenger car (driver).1,149632.43876593575
Wijk 19 Vruchtenbuurt,Wijk,WK051819,Train.1,26728.26270142784
Wijk 19 Vruchtenbuurt,Wijk,WK051819,Bus / tram / metro.1,11496.900391381947
Wijk 19 Vruchtenbuurt,Wijk,WK051819,Bike.1,25660.451211116775
Wijk 19 Vruchtenbuurt,Wijk,WK051819,walk.1,9138.348292962775
Wijk 19 Vruchtenbuurt,Wijk,WK051819,Other mode of transport.1,10764.309026007139
Vruchtenbuurt,Buurt,BU05181953,Passenger car (driver).1,107769.08153175155
Vruchtenbuurt,Buurt,BU05181953,Train.1,19439.50765701326
Vruchtenbuurt,Buurt,BU05181953,Bus / tram / metro.1,8383.140239009072
Vruchtenbuurt,Buurt,BU05181953,Bike.1,18733.436259595255
Vruchtenbuurt,Buurt,BU05181953,walk.1,6658.26724354501
Vruchtenbuurt,Buurt,BU05181953,Other mode of transport.1,7726.166032798325
Eykenduinen,Buurt,BU05181983,Passenger car (driver).1,41830.63023244782
Eykenduinen,Buurt,BU05181983,Train.1,7286.603263757116
Eykenduinen,Buurt,BU05181983,Bus / tram / metro.1,3114.2831593927895
Eykenduinen,Buurt,BU05181983,Bike.1,6926.231166982922
