TIME,GEO,male_percent,female_percent,0 to 15 percent,15 to 25 percent,25 to 45 percent,45 to 65 percent,65 or older percent,Primary,Secondary,Tertiary,activity_level,Income,Per capita consumption
2011,Latvia,0.4569250532028989,0.5430749467971011,0.1419754603888451,0.1340356356993259,0.27335565083473723,0.2669163527514876,0.18371690032560412,0.195,0.568,0.236,0.7282500000000001,4195.0,208.92169834739622
2011,Latvia,0.4569250532028989,0.5430749467971011,0.1419754603888451,0.1340356356993259,0.27335565083473723,0.2669163527514876,0.18371690032560412,0.195,0.568,0.236,0.7282500000000001,4195.0,7255.120854331307
2012,Spain,0.4933765635125933,0.5066234364874067,0.15115782170184647,0.10045711051076077,0.3176686195602614,0.25710794338417703,0.1736085048429544,0.464,0.236,0.3,0.7427499999999999,13864.0,119.04831322182504
2012,Spain,0.4933765635125933,0.5066234364874067,0.15115782170184647,0.10045711051076077,0.3176686195602614,0.25710794338417703,0.1736085048429544,0.464,0.236,0.3,0.7427499999999999,13864.0,15123.487290279027
2012,Spain,0.4933765635125933,0.5066234364874067,0.15115782170184647,0.10045711051076077,0.3176686195602614,0.25710794338417703,0.1736085048429544,0.464,0.236,0.3,0.7427499999999999,13864.0,368.82436728317236
2012,Spain,0.4933765635125933,0.5066234364874067,0.15115782170184647,0.10045711051076077,0.3176686195602614,0.25710794338417703,0.1736085048429544,0.464,0.236,0.3,0.7427499999999999,13864.0,15373.263344340374
2012,Spain,0.4933765635125933,0.5066234364874067,0.15115782170184647,0.10045711051076077,0.3176686195602614,0.25710794338417703,0.1736085048429544,0.464,0.236,0.3,0.7427499999999999,13864.0,933.4372586876915
2012,Spain,0.4933765635125933,0.5066234364874067,0.15115782170184647,0.10045711051076077,0.3176686195602614,0.25710794338417703,0.1736085048429544,0.464,0.236,0.3,0.7427499999999999,13864.0,15937.876235744892
2012,Spain,0.4933765635125933,0.5066234364874067,0.15115782170184647,0.10045711051076077,0.3176686195602614,0.25710794338417703,0.1736085048429544,0.464,0.236,0.3,0.7427499999999999,13864.0,1183.2133127490388
2012,Spain,0.4933765635125933,0.5066234364874067,0.15115782170184647,0.10045711051076077,0.3176686195602614,0.25710794338417703,0.1736085048429544,0.464,0.236,0.3,0.7427499999999999,13864.0,16187.652289806238
2012,Spain,0.4933765635125933,0.5066234364874067,0.15115782170184647,0.10045711051076077,0.3176686195602614,0.25710794338417703,0.1736085048429544,0.464,0.236,0.3,0.7427499999999999,13864.0,155.2423427298676
2012,Spain,0.4933765635125933,0.5066234364874067,0.15115782170184647,0.10045711051076077,0.3176686195602614,0.25710794338417703,0.1736085048429544,0.464,0.236,0.3,0.7427499999999999,13864.0,15159.681319787069
