TIME,GEO,"Double bed frame, pressboard (1 piece)",Sofa set (1 set),Kitchen table (1 piece) ,Pocket spring mattress (1 piece) ,Wardrobe (1 piece) ,Armchair (1 piece) ,Table lamp (1 piece) 
2011,European Union - 27 countries (from 2020),480.2675523560209,1038.248717277487,146.11188481675393,267.91896596858635,203.66370418848166,184.93279383429675,18.59208115183246
2011,European Union - 28 countries (2013-2020),488.5732984293193,1056.2041884816754,148.63874345549738,272.5523560209424,207.18586387434553,188.131021194605,18.913612565445025
2011,European Union - 15 countries (1995-2004),505.1847905759162,1092.1151308900523,153.6924607329843,281.81913612565444,214.23018324607327,194.5274759152216,19.556675392670158
2011,Euro area - 19 countries  (from 2015),495.4133246073298,1070.991047120419,150.71968586387433,276.3680890052356,210.08646596858637,190.76485549132948,19.178403141361255
2011,Euro area - 12 countries (2001-2006),497.36761780104706,1075.2158638743454,151.3142408376963,277.4582984293193,210.91520942408374,191.5173795761079,19.254057591623035
2011,Belgium,485.153285340314,1048.8107591623036,147.59827225130888,270.64448952879576,205.7355628272251,186.8141040462428,18.78121727748691
2011,Bulgaria,261.3867146596858,565.0692408376963,79.52172774869109,145.8155104712042,110.84443717277486,100.65009633911367,10.118782722513087
2011,Czechia,373.27,806.94,113.56,208.23,158.29,143.73210019267825,14.45
2011,Denmark,495.9018979057591,1072.0472513089005,150.86832460732984,276.6406413612565,210.2936518324607,190.95298651252412,19.1973167539267
2011,Germany (until 1990 former territory of the FRG),462.19034031413605,999.169162303665,140.6122513089005,257.8345287958115,195.99782722513086,177.9719460500963,17.89227748691099
2011,Estonia,426.52448952879575,922.0662565445026,129.7616230366492,237.9382068062827,180.87325916230364,164.23838150289018,16.511583769633507
2011,Ireland,484.1761387434554,1046.6983507853402,147.3009947643979,270.09938481675385,205.3211910994764,186.43784200385358,18.74339005235602
2011,Greece,499.3219109947643,1079.4406806282723,151.90879581151833,278.5485078534031,211.74395287958112,192.26990366088634,19.329712041884815
2011,Spain,466.5874999999999,1008.675,141.95,260.28749999999997,197.86249999999998,179.6651252408478,18.062499999999996
2011,France,535.4763350785339,1157.5997905759161,162.9080628272251,298.7173821989528,227.07570680628268,206.19159922928708,20.729319371727744
2011,Croatia,267.12,788.9845287958116,188.36,116.01,270.00,140.53387283236995,17.33
2011,Italy,548.1792408376963,1185.0610994764397,166.77267015706806,305.80374345549734,232.46253926701567,211.08300578034684,61.98
2011,Cyprus,199.75,575.65,143.90,329.65,156.67,195.28,23.34
2011,Latvia,397.2100916230366,858.6940052356022,120.84329842931936,221.58506544502615,168.4421073298429,152.95052023121386,15.376767015706804
2011,Lithuania,228.77,827.28,89.66,184.91,151.20,150.06,18.45
2011,Luxembourg,526.6820157068062,1138.588115183246,160.23256544502615,293.8114397905759,223.3463612565445,202.8052408477842,20.388874345549734
2011,Hungary,309.2668979057591,668.5772513089005,94.08832460732984,172.5256413612565,131.14865183246073,119.08693641618497,11.9723167539267
2011,Malta,365.58,1 058.89,269.79,160.33,302.89,185.97,26.45
2011,Netherlands,390.04,1 508.44,148.49010471204187,272.2798036649214,430.08,370.38,18.89469895287958
2011,Austria,504.20764397905754,1090.002722513089,153.3951832460733,281.27403141361253,213.8158115183246,194.1512138728324,19.518848167539264
2011,Poland,289.7239659685863,524.38,76.29,161.62354712041883,122.8612172774869,127.31,11.215772251308898
2011,Portugal,479.7789790575916,1037.1925130890052,145.96324607329842,267.6464136125654,203.45651832460732,184.7446628131021,18.573167539267015
2011,Romania,320.01551047120415,607.85,62.29,178.52179319371726,152.78,126.46,12.38841623036649
2011,Slovenia,410.98,921.010052356021,233.70,231.22,180.6660732984293,164.05025048169557,20.16
2011,Slovakia,287.46,783.49,114.94,213.33,145.77,167.95,22.25
2011,Finland,516.9105497382199,1117.4640314136125,157.2597905759162,288.360392670157,219.20264397905757,199.04262042389212,20.010602094240834
2011,Sweden,536.4534816753926,1159.7121989528796,163.20534031413612,299.2624869109947,227.49007853403137,206.5678612716763,20.767146596858638
2011,United Kingdom,545.7363743455496,1179.7800785340314,166.02947643979056,304.44098167539266,231.42660994764395,210.14235067437383,21.126505235602092
2011,Iceland,540.8506413612565,1169.2180366492146,164.5430890052356,301.7154581151832,229.35475130890052,208.26104046242773,20.937369109947642
2011,Norway,545.7363743455496,1179.7800785340314,166.02947643979056,304.44098167539266,231.42660994764395,210.14235067437383,21.126505235602092
2011,Switzerland,513.9791099476439,1111.1268062827226,156.36795811518326,286.72507853403135,217.9595287958115,197.9138342967245,19.897120418848164
2011,Montenegro,302.4268717277486,653.7903926701571,92.00738219895287,168.70990837696334,128.2480497382199,116.45310211946051,11.70752617801047
2011,North Macedonia,287.28109947643975,621.0480628272251,87.39958115183245,160.2607853403141,121.82528795811517,110.62104046242774,11.121204188481673
2011,Albania,339.55844240837695,734.0619109947644,103.30392670157067,189.42388743455496,143.99417539267014,130.7510597302505,13.144960732984291
2011,Serbia,339.55844240837695,734.0619109947644,103.30392670157067,189.42388743455496,143.99417539267014,130.7510597302505,13.144960732984291
2011,Turkey,204.48,1 360.55,89.92643979057591,126.20,125.34744764397905,113.81926782273604,11.442735602094238
2011,Bosnia and Herzegovina,275.5553403141361,595.6991623036649,83.83225130890051,153.7195287958115,116.85282722513087,106.10589595375723,10.667277486910992
2011,Kosovo (under United Nations Security Council Resolution 1244/99),488.5732984293193,1056.2041884816754,148.63874345549738,272.5523560209424,207.18586387434553,188.131021194605,18.913612565445025
2012,European Union - 27 countries (from 2020),493.9589358799454,1067.8469304229197,150.27721691678036,275.55675306957704,209.46971350613916,187.17549407114623,19.122100954979533
2012,European Union - 28 countries (2013-2020),509.23601637107777,1100.8731241473397,154.924965893588,284.0791268758527,215.9481582537517,192.96442687747034,19.713506139154163
2012,European Union - 15 countries (1995-2004),529.0962210095498,1143.807175989086,160.96703956343794,295.15821282401095,224.370136425648,200.4900395256917,20.482332878581175
2012,Euro area - 19 countries  (from 2015),510.763724420191,1104.175743519782,155.38974079126876,284.9313642564802,216.59600272851296,193.54332015810274,19.77264665757162
2012,Euro area - 12 countries (2001-2006),513.3099045020464,1109.6801091405184,156.1643656207367,286.35175989085946,217.67574351978172,194.5081422924901,19.871214188267395
2012,Belgium,505.16212824010915,1092.0661391541612,153.6855661664393,281.8064938608459,214.2205729877217,191.4207114624506,19.55579809004093
2012,Bulgaria,267.8581446111869,579.0592633015008,81.49053206002729,149.4256207366985,113.5887312414734,101.49928853754942,10.369304229195087
2012,Czechia,373.27,806.94,113.56,208.23,158.29,141.44292490118576,14.45
2012,Denmark,510.763724420191,1104.175743519782,155.38974079126876,284.9313642564802,216.59600272851296,193.54332015810274,19.77264665757162
2012,Germany (until 1990 former territory of the FRG),477.1541473396999,1031.5181173260573,145.16469304229196,266.18214188267393,202.34342428376536,180.80766798418972,18.47155525238745
2012,Estonia,450.1646384720328,973.1718417462486,136.95366984993183,251.12594815825375,190.8981718963165,170.5805533596838,17.42673942701228
2012,Ireland,485.30192360163704,1049.1320873124148,147.64349249658937,270.72740791268757,205.79859481582537,183.89509881422924,18.786971350613914
2012,Greece,496.5051159618008,1073.3512960436565,151.0518417462483,276.97714870395635,210.54945429740792,188.1403162055336,19.220668485675308
2012,Spain,480.2095634379263,1038.1233560709416,146.0942428376535,267.8866166439291,203.63911323328784,181.96545454545452,18.589836289222376
2012,France,556.594965893588,1203.2543246930425,169.3329877216917,310.49848567530694,236.03133697135058,210.91011857707508,21.546862210095497
2012,Croatia,267.12,803.6373806275581,188.36,116.01,270.00,140.86403162055336,17.33
2012,Italy,570.3443383356071,1232.9778990450204,173.5159618008186,318.16862210095496,241.86193724420193,216.1201581027668,61.98
2012,Cyprus,199.75,575.65,143.90,329.65,156.67,195.28,23.34
2012,Latvia,398.7318008185539,861.9836562073671,121.30624829467939,222.4339563437926,169.08740791268755,151.09114624505926,15.435675306957707
2012,Lithuania,228.77,827.28,89.66,184.91,151.20,150.06,18.45
2012,Luxembourg,551.5026057298771,1192.245593451569,167.78373806275582,307.6576944065484,233.87185538881306,208.9804743083004,21.349727148703955
2012,Hungary,314.198622100955,679.2387175989087,95.58870395634379,175.2768212824011,133.2400136425648,119.05905138339921,12.163233287858118
2012,Malta,365.58,1 058.89,269.79,160.33,302.89,185.97,26.45
2012,Netherlands,390.04,1 508.44,152.91094133697138,280.3860982264666,430.08,370.38,19.457230559345156
2012,Austria,529.0962210095498,1143.807175989086,160.96703956343794,295.15821282401095,224.370136425648,200.4900395256917,20.482332878581175
2012,Poland,296.88459754433836,524.38,76.29,165.6181309686221,125.89777626193724,127.31,11.492974079126876
2012,Portugal,482.24650750341067,1042.5268485675308,146.71394270122786,269.0229331514325,204.50290586630288,182.73731225296441,18.668690313778992
2012,Romania,313.68938608458393,607.85,62.29,174.99274215552524,152.78,126.46,12.143519781718963
2012,Slovenia,410.98,937.9439017735334,233.70,231.22,183.98783083219644,164.40569169960474,20.16
2012,Slovakia,287.46,783.49,114.94,213.33,145.77,167.95,22.25
2012,Finland,534.6978171896317,1155.9167803547068,162.6712141882674,298.2830832196453,226.74556616643932,202.61264822134387,20.69918144611187
2012,Sweden,567.2889222373806,1226.3726603001367,172.58641200545705,316.4641473396999,240.56624829467944,214.962371541502,21.960845839017736
2012,United Kingdom,618.2125238744885,1336.4599727148707,188.07890859481586,344.87206002728516,262.16106412005456,234.25881422924903,23.93219645293315
2012,Iceland,598.3523192360163,1293.5259208731243,182.03683492496592,333.79297407912685,253.73908594815828,226.73320158102769,23.16336971350614
2012,Norway,573.3997544338336,1239.5831377899046,174.4455115961801,319.87309686221005,243.1576261937244,217.2779446640316,22.197407912687584
2012,Switzerland,528.0777489768077,1141.6054297407916,160.65718963165077,294.5900545702592,223.9382401091405,200.10411067193675,20.442905866302866
2012,Montenegro,302.9954297407913,655.0195088676671,92.18035470668485,169.02708049113232,128.48915416098225,114.81383399209486,11.729536152796726
2012,North Macedonia,293.8291814461119,635.203792633015,89.39170532060028,163.91365620736698,124.60208731241475,111.3404743083004,11.374693042291952
2012,Albania,352.90055934515686,762.9050750341065,107.36300136425648,196.86683492496587,149.65207366984993,133.72434782608693,13.661459754433832
2012,Serbia,324.8925784447476,702.3570532060028,98.84212824010913,181.24248294679398,137.77492496589358,123.11130434782608,12.577216916780355
2012,Turkey,204.48,1 360.55,101.63077762619372,126.20,141.66199181446112,126.58466403162053,12.932060027285129
2012,Bosnia and Herzegovina,285.68140518417465,617.5898226466576,86.91290586630288,159.36839017735335,121.1469167803547,108.25304347826088,11.059276944065484
2012,Kosovo (under United Nations Security Council Resolution 1244/99),509.23601637107777,1100.8731241473397,154.924965893588,284.0791268758527,215.9481582537517,192.96442687747034,19.713506139154163
2013,European Union - 27 countries (from 2020),496.17597560975605,1072.639756097561,150.95170731707316,276.7935365853658,210.40987804878046,181.9275213675214,19.207926829268292
2013,European Union - 28 countries (2013-2020),505.78590785907863,1093.4146341463415,153.87533875338755,282.1544715447155,214.4850948509485,185.45109211775878,19.579945799457995
2013,European Union - 15 countries (1995-2004),520.959485094851,1126.2170731707317,158.49159891598916,290.6191056910569,220.91964769647697,191.01462488129155,20.167344173441734
2013,Euro area - 19 countries  (from 2015),506.7974796747968,1095.6014634146343,154.18308943089434,282.7187804878049,214.9140650406504,185.82199430199432,19.61910569105691
2013,Euro area - 12 countries (2001-2006),509.3264092140921,1101.068536585366,154.95246612466124,284.12955284552845,215.98649051490514,186.7492497625831,19.7170054200542
2013,Belgium,560.9165718157183,1212.5968292682928,170.6477506775068,312.9093089430894,237.86397018970192,205.6652611585945,21.714159891598918
2013,Bulgaria,268.06653116531163,579.509756097561,81.5539295392954,149.54186991869918,113.6771002710027,98.28907882241216,10.377371273712736
2013,Czechia,373.27,806.94,113.56,208.23,158.29,136.86290598290597,14.45
2013,Denmark,542.2024932249323,1172.1404878048781,164.95436314363147,302.469593495935,229.9280216802168,198.8035707502374,20.98970189701897
2013,Germany (until 1990 former territory of the FRG),476.450325203252,1029.996585365854,144.95056910569107,265.789512195122,202.0449593495935,174.69492877492877,18.444308943089432
2013,Estonia,450.655243902439,974.2324390243904,137.10292682926828,251.39963414634144,191.1062195121951,165.2369230769231,17.445731707317073
2013,Ireland,539.6735636856369,1166.6734146341464,164.1849864498645,301.0588211382114,228.85559620596203,197.87631528964863,20.89180216802168
2013,Greece,526.5231300813008,1138.2446341463415,160.18422764227643,293.72280487804875,223.27898373983737,193.05458689458686,20.382723577235772
2013,Spain,530.0636314363144,1145.898536585366,161.26135501355014,295.6978861788618,224.780379403794,194.35274453941122,20.519783197831977
2013,France,479.99082655826567,1037.6504878048784,146.0276964769648,267.764593495935,203.54635501355014,175.9930864197531,18.58136856368564
2013,Croatia,267.12,858.3304878048781,188.36,116.01,270.00,145.57910731244064,17.33
2013,Italy,571.0322899728997,1234.4651219512198,173.72525745257454,318.55239837398375,242.15367208672086,209.37428300094967,61.98
2013,Cyprus,199.75,575.65,143.90,329.65,156.67,195.28,23.34
2013,Latvia,423.3428048780488,915.188048780488,128.79365853658535,236.16329268292682,179.5240243902439,155.22256410256412,16.38841463414634
2013,Lithuania,228.77,827.28,89.66,184.91,151.20,150.06,18.45
2013,Luxembourg,590.7579403794037,1277.108292682927,179.72639566395662,329.55642276422765,250.51859078590783,216.60687559354224,22.869376693766934
2013,Hungary,325.7261246612466,704.1590243902441,99.0957181571816,181.70747967479676,138.12840108401085,119.43050332383667,12.60948509485095
2013,Malta,365.58,1 058.89,269.79,160.33,302.89,185.97,26.45
2013,Netherlands,390.04,1 508.44,173.87913279132792,318.83455284552844,430.08,370.38,22.125338753387535
2013,Austria,514.890054200542,1113.0960975609755,156.6450948509485,287.23325203252034,218.34582655826557,188.78921177587844,19.93238482384824
2013,Poland,335.84184281842823,524.38,76.29,187.35056910569105,142.41810298102982,127.31,13.00108401084011
2013,Portugal,489.09497289972904,1057.3319512195123,148.79745257452575,272.84337398373987,207.40708672086723,179.33120607787276,18.933807588075883
2013,Romania,349.49806233062327,607.85,62.29,194.96873983739835,152.78,126.46,13.529742547425473
2013,Slovenia,410.98,884.5724390243904,233.70,231.22,173.51844173441737,150.0299335232669,20.16
2013,Slovakia,287.46,783.49,114.94,213.33,145.77,167.95,22.25
2013,Finland,526.5231300813008,1138.2446341463415,160.18422764227643,293.72280487804875,223.27898373983737,193.05458689458686,20.382723577235772
2013,Sweden,606.9430894308942,1312.09756097561,184.65040650406505,338.5853658536585,257.3821138211382,222.54131054131054,23.495934959349594
2013,United Kingdom,566.986002710027,1225.7178048780488,172.4942547425474,316.29516260162603,240.43779132791326,207.8906742640076,21.94911924119241
2013,Iceland,584.6885094850948,1263.9873170731707,177.879891598916,326.1705691056911,247.94476964769643,214.38146248812916,22.63441734417344
2013,Norway,567.4917886178862,1226.8112195121953,172.64813008130082,316.5773170731707,240.65227642276423,208.07612535612537,21.96869918699187
2013,Switzerland,475.43875338753384,1027.809756097561,144.64281842818428,265.22520325203254,201.6159891598916,174.32402659069325,18.405149051490515
2013,Montenegro,338.37077235772364,731.4943902439026,102.94260162601627,188.76134146341465,143.49052845528456,124.06678062678064,13.098983739837399
2013,North Macedonia,313.0814769647696,676.8236585365854,95.24883468834688,174.65361788617886,132.76627371273713,114.7942260208927,12.119986449864498
2013,Albania,279.69960704607047,604.6582926829268,85.0930623306233,156.03142276422764,118.61025745257453,102.55445394112061,10.82771002710027
2013,Serbia,359.1079945799458,776.3243902439025,109.25149051490516,200.32967479674798,152.28441734417345,131.67027540360874,13.901761517615178
2013,Turkey,204.48,1 360.55,107.5588617886179,126.20,149.92508130081302,129.6303133903134,13.68638211382114
2013,Bosnia and Herzegovina,295.3789701897019,638.5541463414635,89.86319783197831,164.77821138211382,125.25929539295392,108.30343779677112,11.434688346883467
2013,Kosovo (under United Nations Security Council Resolution 1244/99),317.6335501355013,686.6643902439025,96.63371273712738,177.1930081300813,134.69663956639565,116.46328584995251,12.29620596205962
2014,European Union - 27 countries (from 2020),526.0452394775035,1137.2115239477503,160.0388388969521,293.4562119013062,223.076328011611,190.18744232698091,20.364223512336714
2014,European Union - 28 countries (2013-2020),541.7561683599419,1171.175616835994,164.8185776487663,302.22060957910014,229.7387518142235,195.86760280842526,20.97242380261248
2014,European Union - 15 countries (1995-2004),559.09236574746,1208.6532365747462,170.09277213352684,311.8916690856313,237.09039187227864,202.1353660982949,21.64354136429608
2014,Euro area - 19 countries  (from 2015),539.5891436865021,1166.4909143686502,164.15930333817124,301.0117271407837,228.81979680696656,195.08413239719155,20.888534107402027
2014,Euro area - 12 countries (2001-2006),542.2979245283018,1172.3467924528302,164.98339622641507,302.52283018867917,229.96849056603767,196.06347041123368,20.99339622641509
2014,Belgium,601.3493468795356,1300.0049346879537,182.9486211901306,335.4648766328011,255.01001451378806,217.41303911735207,23.27939042089985
2014,Bulgaria,279.00442670537007,603.155442670537,84.88156748911466,155.64361393323657,118.3154571843251,100.87181544633901,10.800798258345427
2014,Czechia,373.27,806.94,113.56,208.23,158.29,134.95277833500504,14.45
2014,Denmark,566.1351959361392,1223.8785195936139,172.2354136429608,315.8205370101596,240.07699564586355,204.68164493480438,21.91618287373004
2014,Germany (until 1990 former territory of the FRG),505.4585050798258,1092.7068505079826,153.77573294629897,281.97182873730037,214.3462554426705,182.7444734202608,19.567271407837442
2014,Estonia,481.62123367198836,1041.175123367199,146.52371552975325,268.67412191582,204.23775036284468,174.12629889669006,18.644484760522495
2014,Ireland,547.7154862119012,1184.05854862119,166.63158200290275,305.54503628447014,232.26587808417995,198.0221464393179,21.203120464441213
2014,Greece,541.214412191582,1170.0044412191583,164.65375907111755,301.918388969521,229.50901306240928,195.67173520561687,20.951451378809868
2014,Spain,556.9253410740203,1203.9685341074019,169.43349782293177,310.6827866473149,236.17143686502175,201.3518956870612,21.55965166908563
2014,France,511.41782293178517,1105.5897822931786,155.5887373004354,285.29625544267054,216.87338171262698,184.89901705115346,19.79796806966618
2014,Croatia,267.12,886.5799419448476,188.36,116.01,270.00,148.27177532597793,17.33
2014,Italy,608.9339332365747,1316.4013933236574,185.25608127721335,339.69596516690854,258.2263570391872,220.15518555667,61.98
2014,Cyprus,199.75,575.65,143.90,329.65,156.67,195.28,23.34
2014,Latvia,450.1993759071117,973.2469375907112,136.9642380261248,251.14532656023215,190.9129027576197,162.7659779338014,17.42808417997097
2014,Lithuania,228.77,827.28,89.66,184.91,151.20,150.06,18.45
2014,Luxembourg,637.6470101596516,1378.4737010159652,193.99146589259797,355.71365747460084,270.40251088534103,230.53616850551657,24.684542815674888
2014,Hungary,332.6382873730043,719.1018287373004,101.19860667634252,185.56345428156746,141.0595936139332,120.2627081243731,12.877068214804062
2014,Malta,365.58,1 058.89,269.79,160.33,302.89,185.97,26.45
2014,Netherlands,390.04,1 508.44,186.90426705370103,342.7181712626995,430.08,370.38,23.782728592162552
2014,Austria,566.6769521044992,1225.0496952104497,172.40023222060958,316.12275761973865,240.30673439767776,204.87751253761283,21.93715529753265
2014,Poland,355.39204644412183,524.38,76.29,198.25671988388967,150.7086211901306,127.31,13.757910014513785
2014,Portugal,511.9595791001451,1106.7609579100144,155.75355587808417,285.5984760522496,217.1031204644412,185.09488465396188,19.81894049346879
2014,Romania,374.8952685050798,607.85,62.29,209.1366618287373,152.78,126.46,14.512917271407835
2014,Slovenia,410.98,921.7152104499274,233.70,231.22,180.8043976777939,154.1478034102307,20.16
2014,Slovakia,287.46,783.49,114.94,213.33,145.77,167.95,22.25
2014,Finland,558.5506095791001,1207.4820609579099,169.92795355587808,311.5894484760522,236.8606531204644,201.93949849548645,21.622568940493466
2014,Sweden,600.2658345428156,1297.6625834542815,182.6189840348331,334.8604354136429,254.55053701015962,217.0213039117352,23.23744557329463
2014,United Kingdom,634.3964731494918,1371.4466473149491,193.00255442670536,353.9003338171262,269.0240783744557,229.360962888666,24.55870827285921
2014,Iceland,637.6470101596516,1378.4737010159652,193.99146589259797,355.71365747460084,270.40251088534103,230.53616850551657,24.684542815674888
2014,Norway,574.8032946298982,1242.6173294629898,174.87251088534106,320.6560667634252,243.7528156748911,207.81552657973918,22.251741654571838
2014,Switzerland,506.0002612481857,1093.8780261248187,153.94055152394776,282.2740493468795,214.57599419448474,182.9403410230692,19.588243831640057
2014,Montenegro,353.7667779390421,764.7776777939041,107.62653120464441,197.35005805515235,150.01940493468794,127.9015446339017,13.69499274310595
2014,North Macedonia,329.9295065312046,713.2459506531204,100.37451378809868,184.05235123367194,139.9108998548621,119.28337011033099,12.772206095790999
2014,Albania,291.4648185776487,630.0924818577648,88.67239477503628,162.59468795355585,123.59944847605222,105.3767703109328,11.283164005805514
2014,Serbia,349.97448476052244,756.5794484760522,106.47280116110304,195.23451378809864,148.41123367198836,126.53047141424273,13.54818577648766
2014,Turkey,204.48,1 360.55,112.0766328011611,126.20,156.22235123367196,133.1899699097292,14.261248185776486
2014,Bosnia and Herzegovina,310.9680406386066,672.2548040638607,94.60586357039186,173.47462989840344,131.87004354136428,112.42800401203611,12.038171262699564
2014,Kosovo (under United Nations Security Council Resolution 1244/99),341.30638606676337,737.8406386066763,103.83570391872277,190.39898403483306,144.7354136429608,123.39658976930791,13.212626995645861
2015,European Union - 27 countries (from 2020),523.8973637702502,1132.5682179675994,159.38539027982327,292.2580117820324,222.16549337260673,191.85756701030928,20.28107511045655
2015,European Union - 28 countries (2013-2020),549.7349042709867,1188.424153166421,167.24594992636227,306.67157584683355,233.1222385861561,201.31958762886597,21.281296023564064
2015,European Union - 15 countries (1995-2004),568.4258910162002,1228.8305743740796,172.93231222385862,317.0984094256259,241.0483946980854,208.16445360824744,22.00486008836524
2015,Euro area - 19 countries  (from 2015),537.640736377025,1162.27882179676,163.56653902798232,299.92480117820315,227.99354933726065,196.8905567010309,20.81310751104565
2015,Euro area - 12 countries (2001-2006),540.3894108983799,1168.220942562592,164.40276877761414,301.45815905743734,229.15916053019143,197.89715463917528,20.919513991163473
2015,Belgium,599.2110456553755,1295.3823269513991,182.2980854197349,334.2720176730486,254.10324005891016,219.43835051546392,23.196612665684828
2015,Bulgaria,274.31771723122233,593.0236524300442,83.45572901325478,153.02911634756992,116.32799705449187,100.45847422680413,10.619366715758467
2015,Czechia,373.27,806.94,113.56,208.23,158.29,136.696,14.45
2015,Denmark,576.671914580265,1246.656936671576,175.44100147275407,321.6984830633284,244.54522827687774,211.18424742268044,22.324079528718702
