Name,BUURTCODE,Food,Green_electricity,nongreen_electricity,Gas,Water,Car,Train,bustram,GWP clothes,GWP household cleaning,GWP footwear,GWP_furniture,GWP_paper,GWP personal care,Household_size,GWP per capita,GWP per household
Laakhaven-Oost,19,1067.652066,10.86703511,271.02209320000003,97.26281482,6.175973953,2437.807899,100.2345641,70.96772193,199.9101333,57.95812512,6.792557734,134.41312549999998,37.61911935,76.7630795,1.7,925.9059645878497,1574.04013984517
Laakhaven-West,22,1071.56258,10.55986855,273.7588947,128.2753829,5.882611205,2483.189548,95.55962865,66.17519256,187.9832606,46.77569641,6.024893561,117.9515506,36.40693405,74.99298552,1.8,822.7453535600439,1480.94163649973
Laakkwartier-Oost,25,1079.552385,9.987506478,262.4088441,170.3152562,5.576037727,2571.460982,93.15820036,63.27532568,192.1784715,47.04768093,6.086431553,142.7262009,34.83661307,74.66463057,1.9,884.1711900210369,1679.9252610170574
Laakkwartier-West,24,1079.074544,9.799779232,259.96374810000003,166.2578504,5.31749404,2569.177856,92.27055603,62.53347572,187.9861165,47.25708731,6.1202363239999995,136.1513992,34.93255208,74.29130163,2.1,868.459957285367,1823.7659103221838
Lage Veld,104,1059.742722,10.04909785,312.6323014,100.7846721,4.7913055280000005,2465.541419,91.48361688,61.71898134,196.7912642,44.49176624,5.830064676,239.812052,55.98512555,58.85461467,2.6,645.0128468978825,1677.0334019344948
Landen,61,1063.746707,9.529769234,307.597618,147.5911154,6.216378409,2495.3274109999998,92.39621109999999,61.79155143,199.25367849999998,59.28207216,5.900712352999999,229.490023,32.6371611,58.15967155,1.7,674.0906695940563,1145.9541383557212
Leyenburg,84,1072.702135,10.60742566,317.46863219999994,124.09148219999999,5.948223691,2525.895454,93.39618375,62.75474914,200.5462194,56.84696827,6.723655735,234.1416992,39.69277976,66.20914782,1.9,728.039264978379,1383.2746034818329
Marlot,68,1044.7910880000002,12.95479443,443.011064,284.3589565,5.679299157999999,2299.112818,92.60889637,63.62727048,177.7478612,47.04505687,4.844403328,248.1696696,52.95886953,78.43025193,2.6,624.1427354040309,1622.7711120963056
Moerwijk-Noord,38,1074.940522,9.440706506,249.83170330000002,154.0073061,5.341940948,2498.047078,91.51787177,61.96933626,167.7967742,54.90394876,4.895111057,124.8217253,37.35392075,74.0498479,2.0,920.0905347297119,1840.1810694594237
Moerwijk-Oost,20,1079.484176,8.9572726,247.45843939999997,120.9621807,5.517710565,2511.5108379999997,91.00795989,61.49296017,166.6538649,55.90445723,4.8861529610000005,118.0798626,37.70788188,73.95960069,1.8,845.4455110175102,1521.8019199231692
Moerwijk-West,37,1070.84042,7.95049834,218.0942599,131.77325,5.321423151,2452.0824199999997,90.32485616,60.73942508,166.6049407,56.31726406,4.767858448999999,119.1714672,37.502357700000005,72.8236122,1.9,750.9656174819058,1426.8346732843593
Moerwijk-Zuid,39,1072.297706,8.352053047,217.77283939999998,125.21872169999999,5.587669997000001,2466.111546,91.10946478,61.82130273,160.16213,54.50324437,4.938831611,116.4157216,35.35926327,73.83857604,1.9,800.0012909357213,1520.0024528466085
Morgenstond-Oost,89,1078.386725,8.891910303,252.14921859999998,144.2421583,6.190560603,2557.000507,91.04259666,60.797847999999995,193.4240851,54.09115481,6.0324065970000005,141.33862019999998,35.84180462,73.8286176,1.7,960.9679401577731,1633.6454982453015
Morgenstond-West,88,1067.261459,9.421489077999999,260.2452341,101.4655179,5.341400982,2450.432532,91.58465499,61.73962009,173.9444671,61.146182200000005,5.15533221,233.0964031,34.03688217,71.49023528,2.1,887.4262153749618,1863.5950523103324
Morgenstond-Zuid,80,1072.464983,8.677800185,234.20258700000002,141.2202226,5.63351128,2538.768875,90.54042449,60.50066898,167.8815429,53.68505729,5.779131982000001,123.34258170000001,37.35839848,73.84089851,1.9,858.6980938191311,1631.526378256349
Morgenweide,112,1040.065441,10.44692928,303.1553263,0.0,4.8360018380000005,2426.210359,90.28985941,61.16541989,172.60873130000002,42.93078274,4.849068793,256.19194530000004,53.31726986,66.345115,2.6,596.6306072654912,1551.2395789819277
Nassaubuurt,48,1020.1329279999999,10.90008371,443.44876150000005,258.8086154,6.582933135,2403.843008,91.27289647,61.25564969,177.2948514,57.73344646,6.374992156,258.1708254,51.93078584,73.43086767,2.2,619.35367517356,1362.5780853360059
Nieuw Waldeck,40,1063.1064470000001,9.376880186000001,300.4782434,143.7378918,5.414402881,2441.346903,92.77346561,62.40043549,201.5092392,60.03599359,5.881833205,185.2459437,40.73750446,52.33256915,2.1,698.7735206801754,1467.4243934283681
Noordpolderbuurt,26,1075.372284,9.384762866,246.1192252,146.5258958,5.288131131,2499.349262,94.57377793,65.24463679,187.03455549999998,47.14634681,6.105598345,114.0740483,36.86013939,74.94881357,2.0,910.4607606999928,1820.9215213999855
Ockenburgh,90,1055.590217,12.36245175,461.814815,231.89202519999998,4.846524144,2469.789864,95.49204865,66.42240975,210.72099619999997,42.53987835,7.934686075,242.954669,61.68155659,75.40694739,2.2,640.2710806287917,1408.5963772916905
Oostbroek-Noord,31,1076.631559,9.32277789,244.4966415,167.30952,5.410596755,2598.793986,91.75261516,61.69453636,191.99231650000002,47.66358452,5.939254302,144.2617959,35.00014861,72.91976928,2.0,921.1278738325522,1842.2557476651043
Oostbroek-Zuid,35,1071.108141,9.585213524,245.7376008,167.8316872,5.252976186000001,2530.026386,92.40663943,62.81461485,162.7176818,49.20162815,5.593160618,128.955838,37.10285191,73.5095277,2.1,867.2374946845346,1821.1987387687846
Oud Scheveningen,1,1073.554531,9.797364727,329.68535760000003,174.0894247,6.451428067999999,2632.189107,90.84564204,59.75995193,200.6630426,52.12959863,6.495189608,233.7659068,49.28840512,65.92938064,1.8,669.6753244321798,1205.4155838862725
Parkbuurt oosteinde,103,1066.352223,11.41655336,361.7999885,119.72050790000002,4.765875178,2475.284102,91.68950047,62.69907447,200.0670935,38.72271752,5.735277975,259.60395609999995,57.81252342,79.01390322,2.8,618.1084693851407,1730.7037142783938
Rietbuurt,121,1032.247542,9.763858603,273.9792902,98.79738657,4.365162016,2319.34236,85.53680912,57.30156568,172.20232990000002,51.70239653,4.990746878,262.4994681,54.51575462,74.18720164,3.0,538.60586809567,1615.81760428701
Rijslag,72,1061.058424,12.14036008,424.0777146000001,219.1315776,6.753947142,2439.879408,95.26146514,64.6707292,207.80941,57.28198753,5.991154546000001,245.13771239999997,56.98681233,74.35737587,1.8,643.5866751284849,1158.4560151854473
Rivierenbuurt-Noord,63,1076.733158,10.50721643,326.95115530000004,104.08495390000002,6.413325648,2627.109532,93.98694957,63.74248364,193.6776178,48.267159899999996,6.522041668,256.8728074,34.04114495,64.23017959,1.8,685.6764113720484,1234.217540378036
Rivierenbuurt-Zuid,62,1088.273565,13.49504363,401.6140709,255.0817412,7.436321887999999,2688.9213010000003,101.95433100000001,71.87727103,200.6853334,50.48991601,6.5415167610000005,136.4987003,49.12466358,72.34270546,1.4,787.9745874830013,1103.1644224303761
Rond de Energiecentrale,10,1063.838764,9.544741448,327.9400742,131.89612759999997,6.21567692,2644.723741,93.41881898,62.69462975,193.820913,47.06635579,8.024899942000001,236.3941608,46.65978367,61.88795428,1.8,654.7377019325667,1178.52786347862
Rosenburg,82,1073.987497,8.71661973,330.959203,155.25567009999997,6.070761618,2454.7861199999998,95.10342443,63.557706200000005,203.50947069999998,58.56652562,6.527625036,230.28031769999996,49.46201058,54.98614124,1.7,707.1696653551809,1202.1884311954582
Rustenburg,30,1078.9349359999999,9.545533752999999,263.5670403,157.8724852,5.611106427,2582.8368579999997,91.48115076,61.31863067,192.5665295,52.80138146,5.961268926,162.08601069999997,35.00680052,73.01932373,2.0,941.3938198573275,1882.787639714655
Scheveningen Badplaats,3,1069.210158,10.73551549,355.22261160000005,201.19562150000002,6.635782947,2579.257168,92.37657212,61.67217132,200.03340759999998,52.76948938,6.453424719,230.48924590000001,49.21243946,62.96546701,1.8,672.4461080041184,1210.4029944532385
Schildersbuurt-Noord,16,1057.370555,8.534620197,217.285617,111.1915193,4.66570861,2398.4028559999997,93.20897629,64.05235493,163.9378376,48.81446606,6.3481100989999995,157.5918561,42.30928073,76.76089432,2.3,872.7229340885289,2007.2627484494417
Schildersbuurt-Oost,17,1055.795427,7.975635355,199.71699019999997,104.5031535,4.223782746,2372.674831,94.07915411,65.18124316,163.91061000000002,49.48559379,6.345010936,155.6381275,42.01965576,76.70420051,2.5,792.5422927550056,1981.3557318875137
Schildersbuurt-West,15,1060.304333,8.621775388,216.1884659,121.440904,4.533680839,2423.8921800000003,93.68326401,64.61163573,156.91476609999998,43.22800776,6.2945008520000005,126.9639737,42.6134644,78.19502916,2.4,847.8631867826434,2034.8716483241697
Singels,113,1046.1674130000001,10.84302998,327.95835939999995,60.71972832,4.75280345,2452.831729,91.32262172,62.04841806,166.7677411,47.05935934,4.783372963,254.041192,56.85116076,65.07182513,2.7,589.2495149275575,1590.9736903731437
Spoorwijk,23,1060.731403,10.74992677,273.0888426,72.33270968,4.627064923,2433.831473,91.46710799,62.32220151,162.959967,45.92545697,4.75444044,157.7431134,38.47564561,74.53014859999999,2.4,827.453207138138,1985.8876971773573
Stadhoudersplantsoen,42,1029.590334,9.59060472,403.483365,199.3337959,7.064189967000001,2519.7674420000003,91.99819669,61.0433326,202.2680235,60.27354192,6.6005547810000005,240.6824767,51.02728433,69.10285081,1.7,675.4520040321286,1148.2684068546187
Statenkwartier,7,1031.014783,10.42648516,395.3780217,225.3414051,6.277384999,2420.655277,91.97091846,62.033470200000004,183.4206244,60.65918570000001,7.093825858,241.59304759999998,52.22397859,71.35879508,2.1,642.3280433898358,1348.8888910728297
Sweelinckplein en omgeving,43,1031.3073,10.85599896,433.1606392,222.545852,6.500931912,2569.5471789999997,91.29212147,60.86019724,206.3103164,61.19129007,6.620493241,220.52789610000002,48.48733155,66.93340262,1.9,616.8849663166997,1172.0814359559035
Transvaalkwartier-Midden,33,1075.9273449999998,8.938378725,228.2273705,112.7122558,4.5103409039999995,2380.50398,91.45507782,62.37522547,158.3081885,55.25145915,6.395236801,115.482075,37.11247410000001,74.48895131,2.3,848.1877382101205,1950.8317978374519
Transvaalkwartier-Noord,32,1080.489777,8.877693697,220.6747983,129.64518130000002,5.005234162,2458.077997,93.79611792,64.24810069,164.74702,54.01416734,6.83060597,110.5296381,40.57963258,77.72156496,2.1,804.0040083194745,1688.4084175167218
Transvaalkwartier-Zuid,34,1082.724723,8.752916125,218.03260530000003,124.7876268,4.375656865,2441.327234,92.54207590000001,63.59890944,154.47083730000003,51.17827632,6.254529614,114.4342,39.70192915,75.18361792,2.4,808.2601431487843,1939.8243436487332
Uilebomen,13,1075.754565,10.74291462,360.50109760000004,59.91533332,6.82120931,2746.641613,90.86420248,59.54812568,198.2102858,49.40987008,6.845307902999999,245.0723042,56.29355179,66.29677246,1.7,710.1878199292224,1207.3192938567656
Uilennest,75,1030.40242,10.99443075,469.2221893,219.4692381,7.031068231,2449.912399,92.12958107,60.93391478,201.2230494,58.20970260000001,7.183060291,250.683709,50.98231061,72.54322895,1.8,639.9644045768894,1151.935928238401
Valkenboskwartier,55,1067.4078220000001,10.44113225,321.940577,198.4069226,6.073243636,2628.961872,92.49528415,61.89683965,191.2146658,56.50328347,6.548864896,238.0764858,31.05167682,55.33783884,1.8,667.3647682557211,1201.2565828144727
Van Hoytemastraat en omgeving,79,1017.7840789999999,10.24542924,399.2515808,221.8447458,5.9089854410000004,2415.920299,89.17181097,59.38393564,176.5868721,58.53355545,6.011906866,258.47879700000004,52.91823181,72.40327195,2.3,616.9823688406718,1419.059448333545
Van Stolkpark en Scheveningse Bosjes,5,1035.348517,9.519222658,443.22599469999994,241.055421,6.186448591,2320.484861,95.05409236,64.66851579,204.0676328,62.70688285,7.115272835,231.9445429,50.56164137,71.18656964,2.0,676.7890860203066,1353.5781720406133
"Venen, Oorden en Raden",87,1065.9574699999998,8.601612901000001,228.9838182,141.3868375,5.0374009619999995,2405.1169809999997,91.74862451,62.37739938,169.08303610000002,61.92067113,4.629324827,117.4970216,37.01573636,73.54221803,2.1,834.0553088699672,1751.5161486727568
Visserijbuurt,4,1059.5904449999998,10.21737815,346.50516949999997,197.55626940000002,6.274742858,2461.276466,93.30010953,62.65597531,200.3821143,58.02422611,6.441366075,249.6845725,48.88987716,59.45870067,1.9,610.7463015972327,1160.4179730118292
Vissershaven,2,1059.992508,9.516404888,326.7882647,143.1667416,5.85507883,2474.92064,91.61194955,61.08731663,205.45962769999997,63.56439129,5.9115156220000005,221.50963470000002,36.36447916,52.75113892,1.9,609.6438708316321,1158.3233545342755
Vlietzoom-Oost,116,1034.118945,15.50359758,646.3935905000001,313.5492,5.960898567999999,2679.42603,103.02681109999999,71.22471114,208.6597411,42.36758043,6.591338678,245.09920899999997,61.79365044,76.48849442,2.2,658.1211971971743,1447.8666337421323
Vlietzoom-West,106,1010.901016,14.56296352,560.9802129999999,280.376,6.316421342999999,2446.169606,89.49999983,60.77314112,207.0801832,50.27358564,6.273286569,241.64317549999998,56.18355242,74.61327448,2.0,715.0974589220739,1430.1949178441478
Vogelwijk,9,1042.59084,10.92439523,431.9256318,232.3823327,5.3305748610000006,2296.304089,91.41481955,62.16135234,179.7389205,59.79860021,6.525057731,240.1810058,56.38369247,71.19540053,2.6,568.8557652946331,1479.0249897660462
Voorhout,12,1090.301387,13.34522114,466.50520489999997,201.5458514,8.778005662,2785.150209,96.28500674,64.74179307,206.3941389,45.28528326,7.073022135,252.486802,57.98211579,72.96005594,1.4,862.3709240852064,1207.3192936276378
Vruchtenbuurt,53,1045.41139,9.330453886,323.7204765,174.40176409999998,5.528577492999999,2449.411071,91.02488525,60.85531226,183.37776259999998,60.57545906,6.553367636,239.84997030000002,52.25832674,68.79546381,2.2,634.0603626682001,1394.93279787004
Waalsdorp,77,1016.3988029999999,10.3439801,416.6187208,228.2804619,5.98776818,2310.84309,89.98451344,60.58638014,178.09001469999998,61.65239353,6.004974086,240.17366009999998,51.87943791,71.68532232,2.4,632.3258997277256,1517.582159300716
Waldeck-Noord,94,1068.005058,11.46591642,499.513575,159.8182857,7.357857645,2309.817172,98.70820721,66.44448851,200.4517821,58.89540188,6.436270701000001,250.7005829,55.80634146,59.84073448,1.5,801.4589542066815,1202.1884314245856
Waldeck-Zuid,6,1061.897201,11.35405649,408.1890443,153.491656,6.472654576,2385.239874,94.48444116,63.26471747,205.8593145,62.23213488,6.505051892000001,225.2155957,49.62721578,55.02652056,1.8,667.8824617243374,1202.1884311954582
Waterbuurt,114,1040.398658,10.66243127,306.7860539,10.55170681,4.711727734,2448.398036,90.03975082,60.79985872,172.5721312,42.49947519,4.8230846739999995,244.1298955,50.24330253,58.76343893,2.6,602.8044251717998,1567.2915054008545
Westbroekpark,73,1040.95074,11.64665089,541.7592957,270.9281363,6.947044411,2226.691071,99.01421032,68.23707142,205.3654665,60.15940503,7.4531800420000005,250.82096710000002,56.71432328,73.40060183,1.9,604.2739661790216,1148.1205358088794
Willemspark,47,1072.36813,11.97338055,480.7259531,161.13841609999997,8.038137973,2682.0483050000003,92.77201718,61.43292755,208.7748321,50.66384782,7.719225926,231.1280949,56.8738687,68.97992689,1.6,749.7867060460682,1199.6587297653598
Zeeheldenkwartier,45,1065.304173,10.57606543,366.75138960000004,171.9081064,6.881901165,2665.2555989999996,93.61414452,62.80089941,197.2120794,36.15020211,8.034875027,250.4418228,57.53901051,67.01940181,1.7,690.8477583278499,1174.4411892260825
"Zijden, Steden en Zichten",96,1068.4623279999998,8.813986037000001,235.7024357,131.9042038,5.232882451,2455.871884,90.5747454,60.90638415,172.61866369999998,62.10529271,4.871317588999999,125.01720300000001,38.23772712,73.50560838,2.1,840.5445884899235,1765.1436359434028
Zonne Veld,105,1052.330587,10.21198794,293.039431,103.3535465,4.3276836460000006,2453.288035,90.86178193,61.89161366,165.1908263,45.54182087,4.736251747,254.16683790000002,56.62078816,65.97188454,2.9,575.2151246273457,1668.1238615338666
Zorgvliet,41,1069.8895730000002,13.42347209,508.6959442,183.32703999999998,7.570597195,2452.2892269999998,93.65127477,62.80134029999999,204.1796845,52.84989579,6.278239406,257.89170319999994,57.87620512,76.99564140000001,1.9,644.8116929582914,1225.1422166665789
Zuidwal,14,1079.225082,10.69063723,353.2373438,123.78903700000001,7.2341229910000004,2740.933838,94.70004036,63.53100901,197.0553051,46.5409492,7.075529909,240.6159057,47.35549958,65.82379518,1.5,784.9674491261264,1177.4511738037536
