Name,Type,Code,Mode,Distance travelled,BUURTCODE
Morgenstond-Zuid,Buurt,BU05183480,walk.1,5527.998804806071,80
Morgenstond-West,Buurt,BU05183488,walk.1,6864.366619682647,88
Morgenstond-Oost,Buurt,BU05183489,walk.1,5194.994730215827,89
Zuiderpark,Buurt,BU05183536,walk.1,145.6293359375,36
Moerwijk-Oost,Buurt,BU05183620,walk.1,3024.4880608728945,20
Moerwijk-West,Buurt,BU05183637,walk.1,5749.717299679488,37
Moerwijk-Noord,Buurt,BU05183638,walk.1,6479.7462114695345,38
Moerwijk-Zuid,Buurt,BU05183639,walk.1,4234.080584239131,39
Groente- en Fruitmarkt,Buurt,BU05183721,walk.1,4939.287267168392,21
Laakhaven-Oost,Buurt,BU05183819,walk.1,3859.326052469136,19
Laakhaven-West,Buurt,BU05183822,walk.1,5185.916269283121,22
Spoorwijk,Buurt,BU05183823,walk.1,4019.508549827189,23
Laakkwartier-West,Buurt,BU05183824,walk.1,7582.757959183673,24
Laakkwartier-Oost,Buurt,BU05183825,walk.1,10565.58034530694,25
Noordpolderbuurt,Buurt,BU05183826,walk.1,7835.315710005992,26
Binckhorst,Buurt,BU05183960,walk.1,1755.634406424581,60
Erasmus Veld,Buurt,BU05184001,walk.1,2017.2235208816705,101
Hoge Veld,Buurt,BU05184002,walk.1,7850.650736902706,102
Parkbuurt oosteinde,Buurt,BU05184003,walk.1,3242.954372294372,103
Lage Veld,Buurt,BU05184004,walk.1,4006.05448949825,104
Zonne Veld,Buurt,BU05184005,walk.1,3197.897338299419,105
Vlietzoom-West,Buurt,BU05184106,walk.1,154.5009926470588,106
De Reef,Buurt,BU05184110,walk.1,112.845,110
Bosweide,Buurt,BU05184208,walk.1,1888.6050853658535,108
De Venen,Buurt,BU05184211,walk.1,1612.7023076923078,111
Morgenweide,Buurt,BU05184212,walk.1,6589.514754730203,112
Singels,Buurt,BU05184213,walk.1,5216.965347408401,113
Waterbuurt,Buurt,BU05184214,walk.1,4416.617735602094,114
De Bras,Buurt,BU05184215,walk.1,5312.010898804441,115
Vlietzoom-Oost,Buurt,BU05184316,walk.1,100.69437500000001,116
De Rivieren,Buurt,BU05184317,walk.1,20.36875,117
De Lanen,Buurt,BU05184418,walk.1,4753.117350142722,118
De Velden,Buurt,BU05184419,walk.1,3920.8349526066354,119
De Vissen,Buurt,BU05184420,walk.1,7912.784293062905,120
Rietbuurt,Buurt,BU05184421,walk.1,2451.7051769509985,121
