Name,Type,code,Population,food,Amount per day,BUURTCODE
Belgisch Park,Buurt,BU05180271,8205,01. Potatoes and other tubers,571320.5,71
Belgisch Park,Buurt,BU05180271,8205,0100. Unclassified and other tubers,5396.0,71
Belgisch Park,Buurt,BU05180271,8205,0101. Potatoes,565651.3,71
Belgisch Park,Buurt,BU05180271,8205,02. Vegetables,1120356.6,71
Belgisch Park,Buurt,BU05180271,8205,0200. Unclass.,96257.6,71
Belgisch Park,Buurt,BU05180271,8205,0201. Leafy vegetables (exc. cabbages),165028.7,71
Belgisch Park,Buurt,BU05180271,8205,0202. Fruiting vegetables,422806.6,71
Belgisch Park,Buurt,BU05180271,8205,0203. Root vegetables,106473.7,71
Belgisch Park,Buurt,BU05180271,8205,0204. Cabbages,156692.8,71
Belgisch Park,Buurt,BU05180271,8205,0205. Mushrooms,25448.8,71
Belgisch Park,Buurt,BU05180271,8205,0206. Grain and pod vegetables,22126.0,71
Belgisch Park,Buurt,BU05180271,8205,0207. Leek,101766.7,71
Belgisch Park,Buurt,BU05180271,8205,0208. Stalk vegetables,23500.6,71
Belgisch Park,Buurt,BU05180271,8205,03. Legumes,38872.5,71
Belgisch Park,Buurt,BU05180271,8205,0301. Legumes,38872.5,71
Belgisch Park,Buurt,BU05180271,8205,04. Fruits,1111054.5,71
Belgisch Park,Buurt,BU05180271,8205,0400. Unclass.,3517.7,71
Belgisch Park,Buurt,BU05180271,8205,0401. Fruits,1018059.3,71
Belgisch Park,Buurt,BU05180271,8205,040101. Fruits,973587.8,71
Belgisch Park,Buurt,BU05180271,8205,040102. Fruit compote,44694.7,71
Belgisch Park,Buurt,BU05180271,8205,0402. Nuts and seeds (+ nut spread),84378.5,71
Belgisch Park,Buurt,BU05180271,8205,040201. Nuts,50830.399999999994,71
Belgisch Park,Buurt,BU05180271,8205,040202. Peanut butter,33767.1,71
Belgisch Park,Buurt,BU05180271,8205,0403. Olives,5390.9,71
Belgisch Park,Buurt,BU05180271,8205,05. Dairy products and substitutes,2858484.6,71
Belgisch Park,Buurt,BU05180271,8205,0500. Unclass. and mixed dairy products,14286.6,71
Belgisch Park,Buurt,BU05180271,8205,0501. Milk,1578428.4,71
Belgisch Park,Buurt,BU05180271,8205,050101. Non-fermented milk and milk bev.,1166102.2,71
Belgisch Park,Buurt,BU05180271,8205,050102. Milk (fermented and bev),412294.6,71
Belgisch Park,Buurt,BU05180271,8205,0502. MilkSubstitutes,81436.6,71
Belgisch Park,Buurt,BU05180271,8205,0503. Yoghurt,466261.3,71
Belgisch Park,Buurt,BU05180271,8205,0504. Fromage blanc,95971.3,71
Belgisch Park,Buurt,BU05180271,8205,0505. Cheeses (incl. spread cheeses),274210.0,71
Belgisch Park,Buurt,BU05180271,8205,0506. Cream desserts,211263.5,71
Belgisch Park,Buurt,BU05180271,8205,0507. Dairy and non-dairy creams,56394.0,71
Belgisch Park,Buurt,BU05180271,8205,050700. Unclassified creams,30962.3,71
Belgisch Park,Buurt,BU05180271,8205,050701. Dairy creams and creamers,19644.5,71
Belgisch Park,Buurt,BU05180271,8205,050702. Non-dairy creams and creamers,5724.3,71
Belgisch Park,Buurt,BU05180271,8205,0508. Ice cream,80250.1,71
Belgisch Park,Buurt,BU05180271,8205,050800. Combined Icecream and sorbet,1681.1000000000001,71
Belgisch Park,Buurt,BU05180271,8205,050801. Milkbased Icecream,64305.0,71
Belgisch Park,Buurt,BU05180271,8205,050802. Ice cream substitutes,158.5,71
Belgisch Park,Buurt,BU05180271,8205,050803. Sorbet/water ice,14013.0,71
Belgisch Park,Buurt,BU05180271,8205,06. Cereals and cereal products,1604898.8,71
Belgisch Park,Buurt,BU05180271,8205,0601. Flour,16478.4,71
Belgisch Park,Buurt,BU05180271,8205,"0602. Pasta,Rice,OtherGrain",398088.9,71
Belgisch Park,Buurt,BU05180271,8205,0603. Bread,1069488.9,71
Belgisch Park,Buurt,BU05180271,8205,060301. Bread,1024733.8,71
Belgisch Park,Buurt,BU05180271,8205,060302. Crispbread,44627.6,71
Belgisch Park,Buurt,BU05180271,8205,0604. Breakfast cereals,66526.2,71
Belgisch Park,Buurt,BU05180271,8205,0605. Dough and pastry,54291.7,71
Belgisch Park,Buurt,BU05180271,8205,"07. Meat,meat products and substitutes",791351.7000000001,71
Belgisch Park,Buurt,BU05180271,8205,0700. Unclass. and combined meat prod.,16599.4,71
Belgisch Park,Buurt,BU05180271,8205,0701. Domestic mammals,243425.8,71
Belgisch Park,Buurt,BU05180271,8205,070100. Unclass.,30637.0,71
Belgisch Park,Buurt,BU05180271,8205,070101. Beef,101193.5,71
Belgisch Park,Buurt,BU05180271,8205,070102. Veal,3592.2,71
Belgisch Park,Buurt,BU05180271,8205,070103. Pork,100883.4,71
Belgisch Park,Buurt,BU05180271,8205,070104. Mutton/Lamb,5596.0,71
Belgisch Park,Buurt,BU05180271,8205,070105. Horse,801.4000000000001,71
Belgisch Park,Buurt,BU05180271,8205,070107. Rabbit,624.0,71
Belgisch Park,Buurt,BU05180271,8205,0702. Poultry,139673.2,71
Belgisch Park,Buurt,BU05180271,8205,070200. Unclassified and other poultry,123.0,71
Belgisch Park,Buurt,BU05180271,8205,070201. Chicken,132073.6,71
Belgisch Park,Buurt,BU05180271,8205,070202. Turkey,4330.3,71
Belgisch Park,Buurt,BU05180271,8205,070203. Duck,2846.2000000000003,71
Belgisch Park,Buurt,BU05180271,8205,0703. Game,428.0,71
Belgisch Park,Buurt,BU05180271,8205,0704. Processed meat,374892.0,71
Belgisch Park,Buurt,BU05180271,8205,070401. Hot processed meat,204112.9,71
Belgisch Park,Buurt,BU05180271,8205,070402. Cold processed meat,170479.3,71
Belgisch Park,Buurt,BU05180271,8205,0705. Offals,2198.3,71
Belgisch Park,Buurt,BU05180271,8205,0706. Meat substitutes,14434.0,71
Belgisch Park,Buurt,BU05180271,8205,070601. Hot meal substitutes,13475.1,71
Belgisch Park,Buurt,BU05180271,8205,070602. Cold meal substitutes,834.6,71
Belgisch Park,Buurt,BU05180271,8205,08. Fish,136867.8,71
Belgisch Park,Buurt,BU05180271,8205,0800. Unclass and combined fish products,278.5,71
Belgisch Park,Buurt,BU05180271,8205,0801. Fish,98472.3,71
Belgisch Park,Buurt,BU05180271,8205,0802. Crustaceans,12270.5,71
Belgisch Park,Buurt,BU05180271,8205,0803. Fish products,25486.1,71
Belgisch Park,Buurt,BU05180271,8205,0804. Amphibians and reptiles,187.6,71
Belgisch Park,Buurt,BU05180271,8205,09. Eggs and egg products,103401.9,71
Belgisch Park,Buurt,BU05180271,8205,0901. Eggs,103401.9,71
Belgisch Park,Buurt,BU05180271,8205,10. Fats and oils,180745.1,71
Belgisch Park,Buurt,BU05180271,8205,1000. Unclassified and combined fat,11989.6,71
Belgisch Park,Buurt,BU05180271,8205,1001. Vegetable oils,30796.4,71
Belgisch Park,Buurt,BU05180271,8205,1002. Butter,19597.1,71
Belgisch Park,Buurt,BU05180271,8205,1003. Margarines and cooking fats,117362.20000000001,71
Belgisch Park,Buurt,BU05180271,8205,1004. Other animal fats (incl fish oil),989.8000000000001,71
Belgisch Park,Buurt,BU05180271,8205,11. Sugar and confectionery,244804.2,71
Belgisch Park,Buurt,BU05180271,8205,1100. Unclass or combined confectionery,3161.2,71
Belgisch Park,Buurt,BU05180271,8205,"1101. Sugar,honey,jam,syrup,sweet sauce",91168.59999999999,71
Belgisch Park,Buurt,BU05180271,8205,110100. Unclassified and other types,244.6,71
Belgisch Park,Buurt,BU05180271,8205,110101. Sugar,34623.899999999994,71
Belgisch Park,Buurt,BU05180271,8205,110102. Jam,33474.3,71
Belgisch Park,Buurt,BU05180271,8205,110103. Honey,8359.7,71
Belgisch Park,Buurt,BU05180271,8205,110104. Other sweet spreads,8909.0,71
Belgisch Park,Buurt,BU05180271,8205,110105. Sweet sauce,1841.6,71
Belgisch Park,Buurt,BU05180271,8205,110106. Syrups (incl. can and beverages),3817.8,71
Belgisch Park,Buurt,BU05180271,8205,"1102. Chocolate,candy,paste,confetti",103278.70000000001,71
Belgisch Park,Buurt,BU05180271,8205,110200. Unclassified and other types,25884.4,71
Belgisch Park,Buurt,BU05180271,8205,110201. Chocolate tablet,28065.5,71
Belgisch Park,Buurt,BU05180271,8205,110202. Chocolate candy bars,13128.0,71
Belgisch Park,Buurt,BU05180271,8205,110203. Chocolate spread and choc.powder,27532.499999999996,71
Belgisch Park,Buurt,BU05180271,8205,110204. Chocolate confectionary,8926.0,71
Belgisch Park,Buurt,BU05180271,8205,1103. Confectionary non-chocolate,47215.4,71
Belgisch Park,Buurt,BU05180271,8205,12. Cakes and sweet biscuits,333018.2,71
Belgisch Park,Buurt,BU05180271,8205,1201. Cakes,194883.3,71
Belgisch Park,Buurt,BU05180271,8205,1202. Dry cakes,138158.3,71
Belgisch Park,Buurt,BU05180271,8205,13. Non-alcoholic beverages,14212735.700000001,71
Belgisch Park,Buurt,BU05180271,8205,1300. Unclass and combined non-alcoholic,46760.2,71
Belgisch Park,Buurt,BU05180271,8205,1301. Fruit and vegetable juices,464668.7,71
Belgisch Park,Buurt,BU05180271,8205,1302. Carbonated/soft/isotonic drinks,2760117.4000000004,71
Belgisch Park,Buurt,BU05180271,8205,"1303. Coffee,Tea and Herbal Teas",5972363.5,71
Belgisch Park,Buurt,BU05180271,8205,130300. Unclass. and combined coffee/tea,11201.6,71
Belgisch Park,Buurt,BU05180271,8205,130301. Coffee,3120080.4000000004,71
Belgisch Park,Buurt,BU05180271,8205,130302. Tea,1990689.8,71
Belgisch Park,Buurt,BU05180271,8205,130303. Herbal tea,849116.4,71
Belgisch Park,Buurt,BU05180271,8205,130304. Chicory,1288.5,71
Belgisch Park,Buurt,BU05180271,8205,1304. Waters,4968315.3,71
Belgisch Park,Buurt,BU05180271,8205,14. Alcoholic beverages,1142756.6,71
Belgisch Park,Buurt,BU05180271,8205,1400. Unclassified,16796.4,71
Belgisch Park,Buurt,BU05180271,8205,1401. Wine,332361.5,71
Belgisch Park,Buurt,BU05180271,8205,1402. Fortified wines,12951.599999999999,71
Belgisch Park,Buurt,BU05180271,8205,1403. Beer,746754.9,71
Belgisch Park,Buurt,BU05180271,8205,1404. Spirits,26474.6,71
Belgisch Park,Buurt,BU05180271,8205,1405. Aniseed drinks,250.5,71
Belgisch Park,Buurt,BU05180271,8205,1406. Liqueurs,7286.7,71
Belgisch Park,Buurt,BU05180271,8205,15. Sauces and seasonings,288780.3,71
Belgisch Park,Buurt,BU05180271,8205,1500. Unclassified or combined sauces,6195.5,71
Belgisch Park,Buurt,BU05180271,8205,1501. Savory Sauces,263587.4,71
Belgisch Park,Buurt,BU05180271,8205,150100. Other and mixed sauces,108103.5,71
Belgisch Park,Buurt,BU05180271,8205,150101. Tomato sauces,55752.9,71
Belgisch Park,Buurt,BU05180271,8205,150102. Dressings,63046.899999999994,71
Belgisch Park,Buurt,BU05180271,8205,150103. Mayonnaise based spreads,36552.8,71
Belgisch Park,Buurt,BU05180271,8205,1503. Spices,145.70000000000002,71
Belgisch Park,Buurt,BU05180271,8205,1504. Condiments,18890.8,71
Belgisch Park,Buurt,BU05180271,8205,150400. Unclass. and combined condiments,16906.4,71
Belgisch Park,Buurt,BU05180271,8205,150401. Vinegar,1984.4,71
Belgisch Park,Buurt,BU05180271,8205,16. Soups and Stocks,352278.8,71
Belgisch Park,Buurt,BU05180271,8205,1601. Stocks in soup recipes,152255.1,71
Belgisch Park,Buurt,BU05180271,8205,1602. Stocks,200127.8,71
Belgisch Park,Buurt,BU05180271,8205,17. Miscellaneous,41686.9,71
Belgisch Park,Buurt,BU05180271,8205,1701. Vegetarian products/dishes,683.0999999999999,71
Belgisch Park,Buurt,BU05180271,8205,1702. Dietetic products,40967.0,71
Belgisch Park,Buurt,BU05180271,8205,170201. Artificial sweeteners,2025.9,71
Belgisch Park,Buurt,BU05180271,8205,170202. Meal substitutes,39001.8,71
Belgisch Park,Buurt,BU05180271,8205,1703. Insects,0.0,71
Belgisch Park,Buurt,BU05180271,8205,18. Savoury snacks,167836.7,71
Belgisch Park,Buurt,BU05180271,8205,1800. Unclassified or combined snacks,216.5,71
Belgisch Park,Buurt,BU05180271,8205,1801. Savoury snacks,75330.4,71
Belgisch Park,Buurt,BU05180271,8205,1802. Savoury filled buns,92095.5,71
Westbroekpark,Buurt,BU05180373,880,01. Potatoes and other tubers,58318.399999999994,73
Westbroekpark,Buurt,BU05180373,880,0100. Unclassified and other tubers,799.7,73
Westbroekpark,Buurt,BU05180373,880,0101. Potatoes,57487.5,73
Westbroekpark,Buurt,BU05180373,880,02. Vegetables,128288.1,73
Westbroekpark,Buurt,BU05180373,880,0200. Unclass.,10441.9,73
Westbroekpark,Buurt,BU05180373,880,0201. Leafy vegetables (exc. cabbages),19049.7,73
Westbroekpark,Buurt,BU05180373,880,0202. Fruiting vegetables,49485.5,73
Westbroekpark,Buurt,BU05180373,880,0203. Root vegetables,12375.199999999999,73
Westbroekpark,Buurt,BU05180373,880,0204. Cabbages,16655.699999999997,73
Westbroekpark,Buurt,BU05180373,880,0205. Mushrooms,3033.0999999999995,73
Westbroekpark,Buurt,BU05180373,880,0206. Grain and pod vegetables,2510.8999999999996,73
Westbroekpark,Buurt,BU05180373,880,0207. Leek,11795.1,73
Westbroekpark,Buurt,BU05180373,880,0208. Stalk vegetables,2912.0999999999995,73
Westbroekpark,Buurt,BU05180373,880,03. Legumes,4437.8,73
Westbroekpark,Buurt,BU05180373,880,0301. Legumes,4437.8,73
Westbroekpark,Buurt,BU05180373,880,04. Fruits,126599.4,73
Westbroekpark,Buurt,BU05180373,880,0400. Unclass.,423.7,73
Westbroekpark,Buurt,BU05180373,880,0401. Fruits,115812.2,73
Westbroekpark,Buurt,BU05180373,880,040101. Fruits,111658.6,73
Westbroekpark,Buurt,BU05180373,880,040102. Fruit compote,4184.6,73
Westbroekpark,Buurt,BU05180373,880,0402. Nuts and seeds (+ nut spread),9753.7,73
Westbroekpark,Buurt,BU05180373,880,040201. Nuts,6130.6,73
Westbroekpark,Buurt,BU05180373,880,040202. Peanut butter,3652.7999999999997,73
Westbroekpark,Buurt,BU05180373,880,0403. Olives,646.5,73
Westbroekpark,Buurt,BU05180373,880,05. Dairy products and substitutes,299310.0,73
Westbroekpark,Buurt,BU05180373,880,0500. Unclass. and mixed dairy products,1456.1999999999998,73
Westbroekpark,Buurt,BU05180373,880,0501. Milk,155986.9,73
Westbroekpark,Buurt,BU05180373,880,050101. Non-fermented milk and milk bev.,116034.7,73
Westbroekpark,Buurt,BU05180373,880,050102. Milk (fermented and bev),39950.399999999994,73
Westbroekpark,Buurt,BU05180373,880,0502. MilkSubstitutes,10389.5,73
Westbroekpark,Buurt,BU05180373,880,0503. Yoghurt,54402.99999999999,73
Westbroekpark,Buurt,BU05180373,880,0504. Fromage blanc,11009.400000000001,73
Westbroekpark,Buurt,BU05180373,880,0505. Cheeses (incl. spread cheeses),30555.100000000002,73
Westbroekpark,Buurt,BU05180373,880,0506. Cream desserts,21269.5,73
Westbroekpark,Buurt,BU05180373,880,0507. Dairy and non-dairy creams,6099.1,73
Westbroekpark,Buurt,BU05180373,880,050700. Unclassified creams,3111.3,73
Westbroekpark,Buurt,BU05180373,880,050701. Dairy creams and creamers,2223.7999999999997,73
Westbroekpark,Buurt,BU05180373,880,050702. Non-dairy creams and creamers,755.3000000000001,73
Westbroekpark,Buurt,BU05180373,880,0508. Ice cream,8127.300000000001,73
Westbroekpark,Buurt,BU05180373,880,050800. Combined Icecream and sorbet,176.60000000000002,73
Westbroekpark,Buurt,BU05180373,880,050801. Milkbased Icecream,6687.5,73
Westbroekpark,Buurt,BU05180373,880,050802. Ice cream substitutes,11.8,73
Westbroekpark,Buurt,BU05180373,880,050803. Sorbet/water ice,1242.6,73
Westbroekpark,Buurt,BU05180373,880,06. Cereals and cereal products,171983.59999999998,73
Westbroekpark,Buurt,BU05180373,880,0601. Flour,1778.0,73
Westbroekpark,Buurt,BU05180373,880,"0602. Pasta,Rice,OtherGrain",43832.4,73
Westbroekpark,Buurt,BU05180373,880,0603. Bread,112531.0,73
Westbroekpark,Buurt,BU05180373,880,060301. Bread,107517.1,73
Westbroekpark,Buurt,BU05180373,880,060302. Crispbread,5003.599999999999,73
Westbroekpark,Buurt,BU05180373,880,0604. Breakfast cereals,7848.9,73
Westbroekpark,Buurt,BU05180373,880,0605. Dough and pastry,5992.200000000001,73
Westbroekpark,Buurt,BU05180373,880,"07. Meat,meat products and substitutes",82366.8,73
Westbroekpark,Buurt,BU05180373,880,0700. Unclass. and combined meat prod.,1619.1,73
Westbroekpark,Buurt,BU05180373,880,0701. Domestic mammals,25447.0,73
Westbroekpark,Buurt,BU05180373,880,070100. Unclass.,3125.6000000000004,73
Westbroekpark,Buurt,BU05180373,880,070101. Beef,11088.3,73
Westbroekpark,Buurt,BU05180373,880,070102. Veal,431.6,73
Westbroekpark,Buurt,BU05180373,880,070103. Pork,9947.2,73
Westbroekpark,Buurt,BU05180373,880,070104. Mutton/Lamb,704.1,73
Westbroekpark,Buurt,BU05180373,880,070105. Horse,83.0,73
Westbroekpark,Buurt,BU05180373,880,070107. Rabbit,45.8,73
Westbroekpark,Buurt,BU05180373,880,0702. Poultry,15260.599999999999,73
Westbroekpark,Buurt,BU05180373,880,070200. Unclassified and other poultry,8.4,73
Westbroekpark,Buurt,BU05180373,880,070201. Chicken,14303.900000000001,73
Westbroekpark,Buurt,BU05180373,880,070202. Turkey,566.1,73
Westbroekpark,Buurt,BU05180373,880,070203. Duck,334.0,73
Westbroekpark,Buurt,BU05180373,880,0703. Game,48.7,73
Westbroekpark,Buurt,BU05180373,880,0704. Processed meat,38115.7,73
Westbroekpark,Buurt,BU05180373,880,070401. Hot processed meat,20314.9,73
Westbroekpark,Buurt,BU05180373,880,070402. Cold processed meat,17769.8,73
Westbroekpark,Buurt,BU05180373,880,0705. Offals,183.90000000000003,73
Westbroekpark,Buurt,BU05180373,880,0706. Meat substitutes,1748.9,73
Westbroekpark,Buurt,BU05180373,880,070601. Hot meal substitutes,1633.2000000000003,73
Westbroekpark,Buurt,BU05180373,880,070602. Cold meal substitutes,106.5,73
Westbroekpark,Buurt,BU05180373,880,08. Fish,15710.699999999999,73
Westbroekpark,Buurt,BU05180373,880,0800. Unclass and combined fish products,36.0,73
Westbroekpark,Buurt,BU05180373,880,0801. Fish,11639.5,73
Westbroekpark,Buurt,BU05180373,880,0802. Crustaceans,1485.0,73
Westbroekpark,Buurt,BU05180373,880,0803. Fish products,2516.7,73
Westbroekpark,Buurt,BU05180373,880,0804. Amphibians and reptiles,9.799999999999999,73
Westbroekpark,Buurt,BU05180373,880,09. Eggs and egg products,11176.4,73
Westbroekpark,Buurt,BU05180373,880,0901. Eggs,11176.4,73
Westbroekpark,Buurt,BU05180373,880,10. Fats and oils,19188.7,73
Westbroekpark,Buurt,BU05180373,880,1000. Unclassified and combined fat,1282.6,73
Westbroekpark,Buurt,BU05180373,880,1001. Vegetable oils,3554.0000000000005,73
Westbroekpark,Buurt,BU05180373,880,1002. Butter,2307.7,73
Westbroekpark,Buurt,BU05180373,880,1003. Margarines and cooking fats,11945.100000000002,73
Westbroekpark,Buurt,BU05180373,880,1004. Other animal fats (incl fish oil),100.2,73
Westbroekpark,Buurt,BU05180373,880,11. Sugar and confectionery,25271.800000000003,73
Westbroekpark,Buurt,BU05180373,880,1100. Unclass or combined confectionery,315.0,73
Westbroekpark,Buurt,BU05180373,880,"1101. Sugar,honey,jam,syrup,sweet sauce",9471.2,73
Westbroekpark,Buurt,BU05180373,880,110100. Unclassified and other types,15.2,73
Westbroekpark,Buurt,BU05180373,880,110101. Sugar,3239.6,73
Westbroekpark,Buurt,BU05180373,880,110102. Jam,3726.6,73
Westbroekpark,Buurt,BU05180373,880,110103. Honey,971.1,73
Westbroekpark,Buurt,BU05180373,880,110104. Other sweet spreads,931.2,73
Westbroekpark,Buurt,BU05180373,880,110105. Sweet sauce,213.2,73
Westbroekpark,Buurt,BU05180373,880,110106. Syrups (incl. can and beverages),380.70000000000005,73
Westbroekpark,Buurt,BU05180373,880,"1102. Chocolate,candy,paste,confetti",10761.5,73
Westbroekpark,Buurt,BU05180373,880,110200. Unclassified and other types,2555.5,73
Westbroekpark,Buurt,BU05180373,880,110201. Chocolate tablet,3181.2999999999993,73
Westbroekpark,Buurt,BU05180373,880,110202. Chocolate candy bars,1358.0,73
Westbroekpark,Buurt,BU05180373,880,110203. Chocolate spread and choc.powder,2678.0,73
Westbroekpark,Buurt,BU05180373,880,110204. Chocolate confectionary,1018.0,73
Westbroekpark,Buurt,BU05180373,880,1103. Confectionary non-chocolate,4718.0,73
Westbroekpark,Buurt,BU05180373,880,12. Cakes and sweet biscuits,35031.4,73
Westbroekpark,Buurt,BU05180373,880,1201. Cakes,20726.9,73
Westbroekpark,Buurt,BU05180373,880,1202. Dry cakes,14308.0,73
Westbroekpark,Buurt,BU05180373,880,13. Non-alcoholic beverages,1575561.9,73
Westbroekpark,Buurt,BU05180373,880,1300. Unclass and combined non-alcoholic,4707.900000000001,73
Westbroekpark,Buurt,BU05180373,880,1301. Fruit and vegetable juices,50475.299999999996,73
Westbroekpark,Buurt,BU05180373,880,1302. Carbonated/soft/isotonic drinks,262167.1,73
Westbroekpark,Buurt,BU05180373,880,"1303. Coffee,Tea and Herbal Teas",693565.5,73
Westbroekpark,Buurt,BU05180373,880,130300. Unclass. and combined coffee/tea,1147.4,73
Westbroekpark,Buurt,BU05180373,880,130301. Coffee,337884.0,73
Westbroekpark,Buurt,BU05180373,880,130302. Tea,242676.0,73
Westbroekpark,Buurt,BU05180373,880,130303. Herbal tea,111672.1,73
Westbroekpark,Buurt,BU05180373,880,130304. Chicory,185.1,73
Westbroekpark,Buurt,BU05180373,880,1304. Waters,564593.5,73
Westbroekpark,Buurt,BU05180373,880,14. Alcoholic beverages,122530.5,73
Westbroekpark,Buurt,BU05180373,880,1400. Unclassified,1516.2,73
Westbroekpark,Buurt,BU05180373,880,1401. Wine,39603.4,73
Westbroekpark,Buurt,BU05180373,880,1402. Fortified wines,1443.1,73
Westbroekpark,Buurt,BU05180373,880,1403. Beer,76392.0,73
Westbroekpark,Buurt,BU05180373,880,1404. Spirits,2776.0,73
Westbroekpark,Buurt,BU05180373,880,1405. Aniseed drinks,18.700000000000003,73
Westbroekpark,Buurt,BU05180373,880,1406. Liqueurs,777.2,73
Westbroekpark,Buurt,BU05180373,880,15. Sauces and seasonings,30460.4,73
Westbroekpark,Buurt,BU05180373,880,1500. Unclassified or combined sauces,818.5,73
Westbroekpark,Buurt,BU05180373,880,1501. Savory Sauces,27543.6,73
Westbroekpark,Buurt,BU05180373,880,150100. Other and mixed sauces,11201.5,73
Westbroekpark,Buurt,BU05180373,880,150101. Tomato sauces,5838.300000000001,73
Westbroekpark,Buurt,BU05180373,880,150102. Dressings,6526.799999999999,73
Westbroekpark,Buurt,BU05180373,880,150103. Mayonnaise based spreads,3953.2999999999993,73
Westbroekpark,Buurt,BU05180373,880,1503. Spices,20.900000000000002,73
Westbroekpark,Buurt,BU05180373,880,1504. Condiments,2096.8999999999996,73
Westbroekpark,Buurt,BU05180373,880,150400. Unclass. and combined condiments,1853.6,73
Westbroekpark,Buurt,BU05180373,880,150401. Vinegar,243.3,73
Westbroekpark,Buurt,BU05180373,880,16. Soups and Stocks,39172.1,73
Westbroekpark,Buurt,BU05180373,880,1601. Stocks in soup recipes,16703.8,73
Westbroekpark,Buurt,BU05180373,880,1602. Stocks,22475.1,73
Westbroekpark,Buurt,BU05180373,880,17. Miscellaneous,4815.799999999999,73
Westbroekpark,Buurt,BU05180373,880,1701. Vegetarian products/dishes,79.5,73
Westbroekpark,Buurt,BU05180373,880,1702. Dietetic products,4732.1,73
Westbroekpark,Buurt,BU05180373,880,170201. Artificial sweeteners,213.60000000000002,73
Westbroekpark,Buurt,BU05180373,880,170202. Meal substitutes,4533.6,73
Westbroekpark,Buurt,BU05180373,880,1703. Insects,0.0,73
Westbroekpark,Buurt,BU05180373,880,18. Savoury snacks,17221.4,73
Westbroekpark,Buurt,BU05180373,880,1800. Unclassified or combined snacks,30.500000000000004,73
Westbroekpark,Buurt,BU05180373,880,1801. Savoury snacks,7500.4000000000015,73
Westbroekpark,Buurt,BU05180373,880,1802. Savoury filled buns,9674.6,73
Duttendel,Buurt,BU05180374,1075,01. Potatoes and other tubers,71058.2,74
Duttendel,Buurt,BU05180374,1075,0100. Unclassified and other tubers,950.8,74
Duttendel,Buurt,BU05180374,1075,0101. Potatoes,70070.0,74
Duttendel,Buurt,BU05180374,1075,02. Vegetables,154413.2,74
Duttendel,Buurt,BU05180374,1075,0200. Unclass.,12568.5,74
Duttendel,Buurt,BU05180374,1075,0201. Leafy vegetables (exc. cabbages),22837.3,74
Duttendel,Buurt,BU05180374,1075,0202. Fruiting vegetables,59625.7,74
Duttendel,Buurt,BU05180374,1075,0203. Root vegetables,14888.899999999998,74
Duttendel,Buurt,BU05180374,1075,0204. Cabbages,20196.8,74
Duttendel,Buurt,BU05180374,1075,0205. Mushrooms,3627.5,74
Duttendel,Buurt,BU05180374,1075,0206. Grain and pod vegetables,3035.1,74
Duttendel,Buurt,BU05180374,1075,0207. Leek,14142.3,74
Duttendel,Buurt,BU05180374,1075,0208. Stalk vegetables,3457.4999999999995,74
Duttendel,Buurt,BU05180374,1075,03. Legumes,5330.6,74
Duttendel,Buurt,BU05180374,1075,0301. Legumes,5330.6,74
Duttendel,Buurt,BU05180374,1075,04. Fruits,153573.80000000002,74
Duttendel,Buurt,BU05180374,1075,0400. Unclass.,504.4,74
Duttendel,Buurt,BU05180374,1075,0401. Fruits,140550.5,74
Duttendel,Buurt,BU05180374,1075,040101. Fruits,135270.3,74
Duttendel,Buurt,BU05180374,1075,040102. Fruit compote,5316.5,74
Duttendel,Buurt,BU05180374,1075,0402. Nuts and seeds (+ nut spread),11788.1,74
Duttendel,Buurt,BU05180374,1075,040201. Nuts,7332.800000000001,74
Duttendel,Buurt,BU05180374,1075,040202. Peanut butter,4490.0,74
Duttendel,Buurt,BU05180374,1075,0403. Olives,773.6,74
Duttendel,Buurt,BU05180374,1075,05. Dairy products and substitutes,366776.70000000007,74
Duttendel,Buurt,BU05180374,1075,0500. Unclass. and mixed dairy products,1817.9999999999998,74
Duttendel,Buurt,BU05180374,1075,0501. Milk,193279.4,74
Duttendel,Buurt,BU05180374,1075,050101. Non-fermented milk and milk bev.,143922.7,74
Duttendel,Buurt,BU05180374,1075,050102. Milk (fermented and bev),49354.1,74
Duttendel,Buurt,BU05180374,1075,0502. MilkSubstitutes,12494.800000000001,74
Duttendel,Buurt,BU05180374,1075,0503. Yoghurt,65362.0,74
Duttendel,Buurt,BU05180374,1075,0504. Fromage blanc,13224.400000000001,74
Duttendel,Buurt,BU05180374,1075,0505. Cheeses (incl. spread cheeses),36854.8,74
Duttendel,Buurt,BU05180374,1075,0506. Cream desserts,26298.6,74
Duttendel,Buurt,BU05180374,1075,0507. Dairy and non-dairy creams,7294.4,74
Duttendel,Buurt,BU05180374,1075,050700. Unclassified creams,3691.9,74
Duttendel,Buurt,BU05180374,1075,050701. Dairy creams and creamers,2687.0,74
Duttendel,Buurt,BU05180374,1075,050702. Non-dairy creams and creamers,903.8,74
Duttendel,Buurt,BU05180374,1075,0508. Ice cream,10136.199999999999,74
Duttendel,Buurt,BU05180374,1075,050800. Combined Icecream and sorbet,220.4,74
Duttendel,Buurt,BU05180374,1075,050801. Milkbased Icecream,8234.7,74
Duttendel,Buurt,BU05180374,1075,050802. Ice cream substitutes,15.3,74
Duttendel,Buurt,BU05180374,1075,050803. Sorbet/water ice,1654.5000000000002,74
Duttendel,Buurt,BU05180374,1075,06. Cereals and cereal products,209797.5,74
