"TIME","GEO","UNIT","COICOP","Value","Flag and Footnotes"
"2017","Iceland","Current prices, million euro","Newspapers, books and stationery","132.3",""
"2017","Norway","Current prices, million euro","Newspapers, books and stationery","2 210.5",""
"2017","Switzerland","Current prices, million euro","Newspapers, books and stationery",":",""
"2017","Montenegro","Current prices, million euro","Newspapers, books and stationery",":",""
"2017","North Macedonia","Current prices, million euro","Newspapers, books and stationery",":",""
"2017","Albania","Current prices, million euro","Newspapers, books and stationery",":",""
"2017","Serbia","Current prices, million euro","Newspapers, books and stationery","180.1",""
"2017","Turkey","Current prices, million euro","Newspapers, books and stationery",":","c"
"2017","Bosnia and Herzegovina","Current prices, million euro","Newspapers, books and stationery",":",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Newspapers, books and stationery","90.0",""
"2018","European Union - 27 countries (from 2020)","Current prices, million euro","Newspapers, books and stationery","76 814.9",""
"2018","European Union - 28 countries (2013-2020)","Current prices, million euro","Newspapers, books and stationery","90 699.7",""
"2018","European Union - 15 countries (1995-2004)","Current prices, million euro","Newspapers, books and stationery","82 130.6",""
"2018","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Newspapers, books and stationery","67 235.2",""
"2018","Euro area - 19 countries  (from 2015)","Current prices, million euro","Newspapers, books and stationery","67 235.2",""
"2018","Euro area - 12 countries (2001-2006)","Current prices, million euro","Newspapers, books and stationery","65 352.4",""
"2018","Belgium","Current prices, million euro","Newspapers, books and stationery","2 255.9",""
"2018","Bulgaria","Current prices, million euro","Newspapers, books and stationery","219.0",""
"2018","Czechia","Current prices, million euro","Newspapers, books and stationery","638.7",""
"2018","Denmark","Current prices, million euro","Newspapers, books and stationery","1 242.7",""
"2018","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Newspapers, books and stationery","25 009.0",""
"2018","Estonia","Current prices, million euro","Newspapers, books and stationery","138.7",""
"2018","Ireland","Current prices, million euro","Newspapers, books and stationery","689.2",""
"2018","Greece","Current prices, million euro","Newspapers, books and stationery",":",""
"2018","Spain","Current prices, million euro","Newspapers, books and stationery","4 503.0",""
"2018","France","Current prices, million euro","Newspapers, books and stationery","14 064.0","p"
"2018","Croatia","Current prices, million euro","Newspapers, books and stationery","640.6",""
"2018","Italy","Current prices, million euro","Newspapers, books and stationery","9 501.1",""
"2018","Cyprus","Current prices, million euro","Newspapers, books and stationery","89.3","p"
"2018","Latvia","Current prices, million euro","Newspapers, books and stationery","172.8",""
"2018","Lithuania","Current prices, million euro","Newspapers, books and stationery","214.5",""
"2018","Luxembourg","Current prices, million euro","Newspapers, books and stationery","206.4",""
"2018","Hungary","Current prices, million euro","Newspapers, books and stationery","559.4",""
"2018","Malta","Current prices, million euro","Newspapers, books and stationery","38.3",""
"2018","Netherlands","Current prices, million euro","Newspapers, books and stationery","3 494.0","p"
"2018","Austria","Current prices, million euro","Newspapers, books and stationery","2 334.1",""
"2018","Poland","Current prices, million euro","Newspapers, books and stationery","3 672.5",""
"2018","Portugal","Current prices, million euro","Newspapers, books and stationery","1 109.9","p"
"2018","Romania","Current prices, million euro","Newspapers, books and stationery","925.3","p"
"2018","Slovenia","Current prices, million euro","Newspapers, books and stationery","192.3",""
"2018","Slovakia","Current prices, million euro","Newspapers, books and stationery","1 037.1",""
"2018","Finland","Current prices, million euro","Newspapers, books and stationery","1 350.0",""
"2018","Sweden","Current prices, million euro","Newspapers, books and stationery","1 649.9",""
"2018","United Kingdom","Current prices, million euro","Newspapers, books and stationery","13 915.3",""
"2018","Iceland","Current prices, million euro","Newspapers, books and stationery","131.6",""
"2018","Norway","Current prices, million euro","Newspapers, books and stationery",":",""
"2018","Switzerland","Current prices, million euro","Newspapers, books and stationery",":",""
"2018","Montenegro","Current prices, million euro","Newspapers, books and stationery",":",""
"2018","North Macedonia","Current prices, million euro","Newspapers, books and stationery",":",""
"2018","Albania","Current prices, million euro","Newspapers, books and stationery",":",""
"2018","Serbia","Current prices, million euro","Newspapers, books and stationery","178.8",""
"2018","Turkey","Current prices, million euro","Newspapers, books and stationery",":","c"
"2018","Bosnia and Herzegovina","Current prices, million euro","Newspapers, books and stationery",":",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","European Union - 27 countries (from 2020)","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","European Union - 28 countries (2013-2020)","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","European Union - 15 countries (1995-2004)","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Euro area - 19 countries  (from 2015)","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Euro area - 12 countries (2001-2006)","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Belgium","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Bulgaria","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Czechia","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Denmark","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Estonia","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Ireland","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Greece","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Spain","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","France","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Croatia","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Italy","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Cyprus","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Latvia","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Lithuania","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Luxembourg","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Hungary","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Malta","Current prices, million euro","Newspapers, books and stationery","39.8",""
"2019","Netherlands","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Austria","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Poland","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Portugal","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Romania","Current prices, million euro","Newspapers, books and stationery","1 010.2","p"
"2019","Slovenia","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Slovakia","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Finland","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Sweden","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","United Kingdom","Current prices, million euro","Newspapers, books and stationery","13 323.5",""
"2019","Iceland","Current prices, million euro","Newspapers, books and stationery","131.7",""
"2019","Norway","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Switzerland","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Montenegro","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","North Macedonia","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Albania","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Serbia","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Turkey","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Bosnia and Herzegovina","Current prices, million euro","Newspapers, books and stationery",":",""
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Newspapers, books and stationery",":",""
