"TIME","GEO","DAIRYPROD","MILKITEM","Value","Flag and Footnotes"
"2010","Switzerland","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2010","Switzerland","Manufactured products","Products obtained (1 000 t)",":",""
"2010","Switzerland","Manufactured products","Fat content (t)",":",""
"2010","Switzerland","Manufactured products","Protein content (t)",":",""
"2010","Switzerland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","Switzerland","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2010","Montenegro","Fresh products","Products obtained (1 000 t)",":",""
"2010","Montenegro","Fresh products","Fat content (t)",":",""
"2010","Montenegro","Fresh products","Protein content (t)",":",""
"2010","Montenegro","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","Montenegro","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2010","Montenegro","Manufactured products","Products obtained (1 000 t)",":",""
"2010","Montenegro","Manufactured products","Fat content (t)",":",""
"2010","Montenegro","Manufactured products","Protein content (t)",":",""
"2010","Montenegro","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","Montenegro","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2010","North Macedonia","Fresh products","Products obtained (1 000 t)",":",""
"2010","North Macedonia","Fresh products","Fat content (t)",":",""
"2010","North Macedonia","Fresh products","Protein content (t)",":",""
"2010","North Macedonia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","North Macedonia","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2010","North Macedonia","Manufactured products","Products obtained (1 000 t)",":",""
"2010","North Macedonia","Manufactured products","Fat content (t)",":",""
"2010","North Macedonia","Manufactured products","Protein content (t)",":",""
"2010","North Macedonia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","North Macedonia","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2010","Albania","Fresh products","Products obtained (1 000 t)",":",""
"2010","Albania","Fresh products","Fat content (t)",":",""
"2010","Albania","Fresh products","Protein content (t)",":",""
"2010","Albania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","Albania","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2010","Albania","Manufactured products","Products obtained (1 000 t)",":",""
"2010","Albania","Manufactured products","Fat content (t)",":",""
"2010","Albania","Manufactured products","Protein content (t)",":",""
"2010","Albania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","Albania","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2010","Serbia","Fresh products","Products obtained (1 000 t)",":",""
"2010","Serbia","Fresh products","Fat content (t)",":",""
"2010","Serbia","Fresh products","Protein content (t)",":",""
"2010","Serbia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","Serbia","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2010","Serbia","Manufactured products","Products obtained (1 000 t)",":",""
"2010","Serbia","Manufactured products","Fat content (t)",":",""
"2010","Serbia","Manufactured products","Protein content (t)",":",""
"2010","Serbia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","Serbia","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2010","Turkey","Fresh products","Products obtained (1 000 t)",":",""
"2010","Turkey","Fresh products","Fat content (t)",":",""
"2010","Turkey","Fresh products","Protein content (t)",":",""
"2010","Turkey","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","Turkey","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2010","Turkey","Manufactured products","Products obtained (1 000 t)",":",""
"2010","Turkey","Manufactured products","Fat content (t)",":",""
"2010","Turkey","Manufactured products","Protein content (t)",":",""
"2010","Turkey","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2010","Turkey","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2011","European Union - 27 countries (from 2020)","Fresh products","Products obtained (1 000 t)",":","c"
"2011","European Union - 27 countries (from 2020)","Fresh products","Fat content (t)",":","c"
"2011","European Union - 27 countries (from 2020)","Fresh products","Protein content (t)",":",""
"2011","European Union - 27 countries (from 2020)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","European Union - 27 countries (from 2020)","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","European Union - 27 countries (from 2020)","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","European Union - 27 countries (from 2020)","Manufactured products","Fat content (t)",":","c"
"2011","European Union - 27 countries (from 2020)","Manufactured products","Protein content (t)",":",""
"2011","European Union - 27 countries (from 2020)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","European Union - 27 countries (from 2020)","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2011","European Union - 28 countries (2013-2020)","Fresh products","Products obtained (1 000 t)",":","c"
"2011","European Union - 28 countries (2013-2020)","Fresh products","Fat content (t)",":","c"
"2011","European Union - 28 countries (2013-2020)","Fresh products","Protein content (t)",":",""
"2011","European Union - 28 countries (2013-2020)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","European Union - 28 countries (2013-2020)","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","European Union - 28 countries (2013-2020)","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","European Union - 28 countries (2013-2020)","Manufactured products","Fat content (t)",":","c"
"2011","European Union - 28 countries (2013-2020)","Manufactured products","Protein content (t)",":",""
"2011","European Union - 28 countries (2013-2020)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","European Union - 28 countries (2013-2020)","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2011","Belgium","Fresh products","Products obtained (1 000 t)","1 388.31",""
"2011","Belgium","Fresh products","Fat content (t)","65 997.79",""
"2011","Belgium","Fresh products","Protein content (t)",":",""
"2011","Belgium","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-316.83",""
"2011","Belgium","Fresh products","Utilization of whole milk (1 000 t)","1 622.94",""
"2011","Belgium","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Belgium","Manufactured products","Fat content (t)","84 073.30",""
"2011","Belgium","Manufactured products","Protein content (t)",":",""
"2011","Belgium","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","201.85",""
"2011","Belgium","Manufactured products","Utilization of whole milk (1 000 t)","2 063.93",""
"2011","Bulgaria","Fresh products","Products obtained (1 000 t)","201.46",""
"2011","Bulgaria","Fresh products","Fat content (t)","5 971.00",""
"2011","Bulgaria","Fresh products","Protein content (t)",":",""
"2011","Bulgaria","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","15.08",""
"2011","Bulgaria","Fresh products","Utilization of whole milk (1 000 t)","158.01",""
"2011","Bulgaria","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Bulgaria","Manufactured products","Fat content (t)","16 885.00",""
"2011","Bulgaria","Manufactured products","Protein content (t)",":",""
"2011","Bulgaria","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-2.64",""
"2011","Bulgaria","Manufactured products","Utilization of whole milk (1 000 t)","461.37",""
"2011","Czechia","Fresh products","Products obtained (1 000 t)","921.24",""
"2011","Czechia","Fresh products","Fat content (t)","31 031.00",""
"2011","Czechia","Fresh products","Protein content (t)",":",""
"2011","Czechia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","85.15",""
"2011","Czechia","Fresh products","Utilization of whole milk (1 000 t)","820.93",""
"2011","Czechia","Manufactured products","Products obtained (1 000 t)","1 189.98",""
"2011","Czechia","Manufactured products","Fat content (t)","45 931.00",""
"2011","Czechia","Manufactured products","Protein content (t)",":",""
"2011","Czechia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","13.51",""
"2011","Czechia","Manufactured products","Utilization of whole milk (1 000 t)","1 215.10",""
"2011","Denmark","Fresh products","Products obtained (1 000 t)","780.40",""
"2011","Denmark","Fresh products","Fat content (t)","28 550.20",""
"2011","Denmark","Fresh products","Protein content (t)",":",""
"2011","Denmark","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","111.00",""
"2011","Denmark","Fresh products","Utilization of whole milk (1 000 t)","669.40",""
"2011","Denmark","Manufactured products","Products obtained (1 000 t)","2 535.20",""
"2011","Denmark","Manufactured products","Fat content (t)","185 791.30",""
"2011","Denmark","Manufactured products","Protein content (t)",":",""
"2011","Denmark","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-198.40",""
"2011","Denmark","Manufactured products","Utilization of whole milk (1 000 t)","4 354.80",""
"2011","Germany (until 1990 former territory of the FRG)","Fresh products","Products obtained (1 000 t)","8 971.08",""
"2011","Germany (until 1990 former territory of the FRG)","Fresh products","Fat content (t)","399 769.32",""
"2011","Germany (until 1990 former territory of the FRG)","Fresh products","Protein content (t)",":",""
"2011","Germany (until 1990 former territory of the FRG)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 209.04",""
"2011","Germany (until 1990 former territory of the FRG)","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Germany (until 1990 former territory of the FRG)","Manufactured products","Products obtained (1 000 t)","16 038.40",""
"2011","Germany (until 1990 former territory of the FRG)","Manufactured products","Fat content (t)","866 224.46",""
"2011","Germany (until 1990 former territory of the FRG)","Manufactured products","Protein content (t)",":",""
"2011","Germany (until 1990 former territory of the FRG)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-366.53",""
"2011","Germany (until 1990 former territory of the FRG)","Manufactured products","Utilization of whole milk (1 000 t)","20 655.98",""
"2011","Estonia","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Estonia","Fresh products","Fat content (t)","9 633.40",""
"2011","Estonia","Fresh products","Protein content (t)",":",""
"2011","Estonia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Estonia","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Estonia","Manufactured products","Products obtained (1 000 t)","271.60",""
"2011","Estonia","Manufactured products","Fat content (t)","13 683.60",""
"2011","Estonia","Manufactured products","Protein content (t)",":",""
"2011","Estonia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","78.40",""
"2011","Estonia","Manufactured products","Utilization of whole milk (1 000 t)","310.50",""
"2011","Ireland","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Ireland","Fresh products","Fat content (t)","25 909.26",""
"2011","Ireland","Fresh products","Protein content (t)",":",""
"2011","Ireland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Ireland","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Ireland","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Ireland","Manufactured products","Fat content (t)",":","c"
"2011","Ireland","Manufactured products","Protein content (t)",":",""
"2011","Ireland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Ireland","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2011","Greece","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Greece","Fresh products","Fat content (t)","23 851.81",""
"2011","Greece","Fresh products","Protein content (t)",":",""
"2011","Greece","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Greece","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Greece","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Greece","Manufactured products","Fat content (t)","53 971.00",""
"2011","Greece","Manufactured products","Protein content (t)",":",""
"2011","Greece","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Greece","Manufactured products","Utilization of whole milk (1 000 t)","986.90",""
"2011","Spain","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Spain","Fresh products","Fat content (t)","132 002.73",""
"2011","Spain","Fresh products","Protein content (t)",":",""
"2011","Spain","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Spain","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Spain","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Spain","Manufactured products","Fat content (t)","126 419.21","p"
"2011","Spain","Manufactured products","Protein content (t)",":",""
"2011","Spain","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-910.10","p"
"2011","Spain","Manufactured products","Utilization of whole milk (1 000 t)","3 024.00","p"
"2011","France","Fresh products","Products obtained (1 000 t)",":","c"
"2011","France","Fresh products","Fat content (t)","220 536.30",""
"2011","France","Fresh products","Protein content (t)",":",""
"2011","France","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","France","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","France","Manufactured products","Products obtained (1 000 t)","3 654.23",""
"2011","France","Manufactured products","Fat content (t)","791 842.18",""
"2011","France","Manufactured products","Protein content (t)",":",""
"2011","France","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-648.99",""
"2011","France","Manufactured products","Utilization of whole milk (1 000 t)","19 586.29",""
"2011","Croatia","Fresh products","Products obtained (1 000 t)","469.29",""
"2011","Croatia","Fresh products","Fat content (t)","16 778.85",""
"2011","Croatia","Fresh products","Protein content (t)",":",""
"2011","Croatia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-27.08",""
"2011","Croatia","Fresh products","Utilization of whole milk (1 000 t)","530.51",""
"2011","Croatia","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Croatia","Manufactured products","Fat content (t)","0.00",""
"2011","Croatia","Manufactured products","Protein content (t)",":",""
"2011","Croatia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","0.00",""
"2011","Croatia","Manufactured products","Utilization of whole milk (1 000 t)","0.00",""
"2011","Italy","Fresh products","Products obtained (1 000 t)","3 163.95",""
"2011","Italy","Fresh products","Fat content (t)","115 039.56",""
"2011","Italy","Fresh products","Protein content (t)",":",""
"2011","Italy","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Italy","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Italy","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Italy","Manufactured products","Fat content (t)",":","c"
"2011","Italy","Manufactured products","Protein content (t)",":",""
"2011","Italy","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Italy","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2011","Cyprus","Fresh products","Products obtained (1 000 t)","89.72",""
"2011","Cyprus","Fresh products","Fat content (t)","4 395.83",""
"2011","Cyprus","Fresh products","Protein content (t)",":",""
"2011","Cyprus","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","0.00",""
"2011","Cyprus","Fresh products","Utilization of whole milk (1 000 t)","86.85",""
"2011","Cyprus","Manufactured products","Products obtained (1 000 t)","48.91",""
"2011","Cyprus","Manufactured products","Fat content (t)","659.43",""
"2011","Cyprus","Manufactured products","Protein content (t)",":",""
"2011","Cyprus","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","0.00",""
"2011","Cyprus","Manufactured products","Utilization of whole milk (1 000 t)","103.10",""
"2011","Latvia","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Latvia","Fresh products","Fat content (t)","10 300.22",""
"2011","Latvia","Fresh products","Protein content (t)",":",""
"2011","Latvia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Latvia","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Latvia","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Latvia","Manufactured products","Fat content (t)","11 340.21",""
"2011","Latvia","Manufactured products","Protein content (t)",":",""
"2011","Latvia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","80.29",""
"2011","Latvia","Manufactured products","Utilization of whole milk (1 000 t)","231.70",""
"2011","Lithuania","Fresh products","Products obtained (1 000 t)","182.66",""
"2011","Lithuania","Fresh products","Fat content (t)",":","bc"
"2011","Lithuania","Fresh products","Protein content (t)",":",""
"2011","Lithuania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","bc"
"2011","Lithuania","Fresh products","Utilization of whole milk (1 000 t)",":","bc"
"2011","Lithuania","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Lithuania","Manufactured products","Fat content (t)","34 083.34","b"
"2011","Lithuania","Manufactured products","Protein content (t)",":",""
"2011","Lithuania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","521.17",""
"2011","Lithuania","Manufactured products","Utilization of whole milk (1 000 t)","764.78",""
"2011","Luxembourg","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Luxembourg","Fresh products","Fat content (t)","2 829.86",""
"2011","Luxembourg","Fresh products","Protein content (t)",":",""
"2011","Luxembourg","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Luxembourg","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Luxembourg","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Luxembourg","Manufactured products","Fat content (t)",":","c"
"2011","Luxembourg","Manufactured products","Protein content (t)",":",""
"2011","Luxembourg","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Luxembourg","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2011","Hungary","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Hungary","Fresh products","Fat content (t)","24 998.12",""
"2011","Hungary","Fresh products","Protein content (t)",":",""
"2011","Hungary","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Hungary","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Hungary","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Hungary","Manufactured products","Fat content (t)","28 844.32",""
"2011","Hungary","Manufactured products","Protein content (t)",":",""
"2011","Hungary","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","1 225.13",""
"2011","Hungary","Manufactured products","Utilization of whole milk (1 000 t)","805.97",""
"2011","Malta","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Malta","Fresh products","Fat content (t)",":","c"
"2011","Malta","Fresh products","Protein content (t)",":",""
"2011","Malta","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","0.00",""
"2011","Malta","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Malta","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Malta","Manufactured products","Fat content (t)","0.00",""
"2011","Malta","Manufactured products","Protein content (t)",":","c"
"2011","Malta","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","0.00",""
"2011","Malta","Manufactured products","Utilization of whole milk (1 000 t)","0.00",""
"2011","Netherlands","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Netherlands","Fresh products","Fat content (t)","19 433.14",""
"2011","Netherlands","Fresh products","Protein content (t)",":",""
"2011","Netherlands","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Netherlands","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Netherlands","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Netherlands","Manufactured products","Fat content (t)","433 270.47",""
"2011","Netherlands","Manufactured products","Protein content (t)",":",""
"2011","Netherlands","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-307.03",""
"2011","Netherlands","Manufactured products","Utilization of whole milk (1 000 t)","9 859.33",""
"2011","Austria","Fresh products","Products obtained (1 000 t)","1 115.52",""
"2011","Austria","Fresh products","Fat content (t)","43 196.28",""
"2011","Austria","Fresh products","Protein content (t)",":",""
"2011","Austria","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","96.49",""
"2011","Austria","Fresh products","Utilization of whole milk (1 000 t)","1 019.04",""
"2011","Austria","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Austria","Manufactured products","Fat content (t)","66 341.96",""
"2011","Austria","Manufactured products","Protein content (t)",":",""
"2011","Austria","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-183.50",""
"2011","Austria","Manufactured products","Utilization of whole milk (1 000 t)","1 565.05",""
"2011","Poland","Fresh products","Products obtained (1 000 t)","2 432.16",""
"2011","Poland","Fresh products","Fat content (t)","97 814.38",""
"2011","Poland","Fresh products","Protein content (t)",":",""
"2011","Poland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-15.44",""
"2011","Poland","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Poland","Manufactured products","Products obtained (1 000 t)","3 992.75",""
"2011","Poland","Manufactured products","Fat content (t)","251 860.49",""
"2011","Poland","Manufactured products","Protein content (t)",":",""
"2011","Poland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","472.61",""
"2011","Poland","Manufactured products","Utilization of whole milk (1 000 t)","6 205.29",""
"2011","Portugal","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Portugal","Fresh products","Fat content (t)","22 405.64",""
"2011","Portugal","Fresh products","Protein content (t)",":",""
"2011","Portugal","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Portugal","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Portugal","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Portugal","Manufactured products","Fat content (t)","47 584.05",""
"2011","Portugal","Manufactured products","Protein content (t)",":",""
"2011","Portugal","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-349.97",""
"2011","Portugal","Manufactured products","Utilization of whole milk (1 000 t)","1 342.51",""
"2011","Romania","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Romania","Fresh products","Fat content (t)","21 114.70",""
"2011","Romania","Fresh products","Protein content (t)",":",""
"2011","Romania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Romania","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Romania","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Romania","Manufactured products","Fat content (t)","30 515.00",""
"2011","Romania","Manufactured products","Protein content (t)",":","c"
"2011","Romania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-279.35",""
"2011","Romania","Manufactured products","Utilization of whole milk (1 000 t)","792.73",""
"2011","Slovenia","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Slovenia","Fresh products","Fat content (t)","8 888.60",""
"2011","Slovenia","Fresh products","Protein content (t)",":",""
"2011","Slovenia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Slovenia","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Slovenia","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Slovenia","Manufactured products","Fat content (t)","6 199.96",""
"2011","Slovenia","Manufactured products","Protein content (t)",":",""
"2011","Slovenia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","0.92",""
"2011","Slovenia","Manufactured products","Utilization of whole milk (1 000 t)","150.13",""
"2011","Slovakia","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Slovakia","Fresh products","Fat content (t)","12 999.97",""
"2011","Slovakia","Fresh products","Protein content (t)",":",""
"2011","Slovakia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2011","Slovakia","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2011","Slovakia","Manufactured products","Products obtained (1 000 t)","285.82",""
"2011","Slovakia","Manufactured products","Fat content (t)","15 899.52",""
"2011","Slovakia","Manufactured products","Protein content (t)",":",""
"2011","Slovakia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-144.14",""
"2011","Slovakia","Manufactured products","Utilization of whole milk (1 000 t)","372.86",""
"2011","Finland","Fresh products","Products obtained (1 000 t)","1 007.15",""
"2011","Finland","Fresh products","Fat content (t)","25 359.71",""
"2011","Finland","Fresh products","Protein content (t)",":",""
"2011","Finland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","443.37",""
"2011","Finland","Fresh products","Utilization of whole milk (1 000 t)","586.89",""
"2011","Finland","Manufactured products","Products obtained (1 000 t)","1 135.02",""
"2011","Finland","Manufactured products","Fat content (t)","66 990.86",""
"2011","Finland","Manufactured products","Protein content (t)",":",""
"2011","Finland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-240.15",""
"2011","Finland","Manufactured products","Utilization of whole milk (1 000 t)","1 574.70",""
"2011","Sweden","Fresh products","Products obtained (1 000 t)","1 254.36",""
"2011","Sweden","Fresh products","Fat content (t)","55 133.45",""
"2011","Sweden","Fresh products","Protein content (t)",":",""
"2011","Sweden","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-58.36",""
"2011","Sweden","Fresh products","Utilization of whole milk (1 000 t)","1 312.70",""
"2011","Sweden","Manufactured products","Products obtained (1 000 t)","1 257.58",""
"2011","Sweden","Manufactured products","Fat content (t)","61 663.52",""
"2011","Sweden","Manufactured products","Protein content (t)",":",""
"2011","Sweden","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","278.57",""
"2011","Sweden","Manufactured products","Utilization of whole milk (1 000 t)","1 467.75",""
"2011","United Kingdom","Fresh products","Products obtained (1 000 t)","7 958.14",""
"2011","United Kingdom","Fresh products","Fat content (t)","274 650.89",""
"2011","United Kingdom","Fresh products","Protein content (t)",":",""
"2011","United Kingdom","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","1 195.68",""
"2011","United Kingdom","Fresh products","Utilization of whole milk (1 000 t)","6 770.95",""
"2011","United Kingdom","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","United Kingdom","Manufactured products","Fat content (t)","275 718.45",""
"2011","United Kingdom","Manufactured products","Protein content (t)",":",""
"2011","United Kingdom","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 423.14",""
"2011","United Kingdom","Manufactured products","Utilization of whole milk (1 000 t)","6 866.64",""
"2011","Iceland","Fresh products","Products obtained (1 000 t)",":","c"
"2011","Iceland","Fresh products","Fat content (t)",":",""
"2011","Iceland","Fresh products","Protein content (t)",":",""
"2011","Iceland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Iceland","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2011","Iceland","Manufactured products","Products obtained (1 000 t)",":","c"
"2011","Iceland","Manufactured products","Fat content (t)",":",""
"2011","Iceland","Manufactured products","Protein content (t)",":",""
"2011","Iceland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Iceland","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2011","Norway","Fresh products","Products obtained (1 000 t)",":",""
"2011","Norway","Fresh products","Fat content (t)",":",""
"2011","Norway","Fresh products","Protein content (t)",":",""
"2011","Norway","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Norway","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2011","Norway","Manufactured products","Products obtained (1 000 t)",":",""
"2011","Norway","Manufactured products","Fat content (t)",":",""
"2011","Norway","Manufactured products","Protein content (t)",":",""
"2011","Norway","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Norway","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2011","Switzerland","Fresh products","Products obtained (1 000 t)","816.00",""
"2011","Switzerland","Fresh products","Fat content (t)",":",""
"2011","Switzerland","Fresh products","Protein content (t)",":",""
"2011","Switzerland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2011","Switzerland","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2011","Switzerland","Manufactured products","Products obtained (1 000 t)","318.00",""
"2011","Switzerland","Manufactured products","Fat content (t)","96 158.00",""
"2011","Switzerland","Manufactured products","Protein content (t)",":",""
