"TIME","GEO","DAIRYPROD","MILKITEM","Value","Flag and Footnotes"
"2016","Spain","Manufactured products","Utilization of whole milk (1 000 t)","4 084.72","p"
"2016","France","Fresh products","Products obtained (1 000 t)","6 091.27","p"
"2016","France","Fresh products","Fat content (t)","233 402.73","p"
"2016","France","Fresh products","Protein content (t)",":",""
"2016","France","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","422.41","p"
"2016","France","Fresh products","Utilization of whole milk (1 000 t)","5 586.24","p"
"2016","France","Manufactured products","Products obtained (1 000 t)","6 450.18","p"
"2016","France","Manufactured products","Fat content (t)","793 175.58","p"
"2016","France","Manufactured products","Protein content (t)",":",""
"2016","France","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","785.42","p"
"2016","France","Manufactured products","Utilization of whole milk (1 000 t)","19 569.81","p"
"2016","Croatia","Fresh products","Products obtained (1 000 t)",":","c"
"2016","Croatia","Fresh products","Fat content (t)","16 305.40",""
"2016","Croatia","Fresh products","Protein content (t)",":",""
"2016","Croatia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-36.11",""
"2016","Croatia","Fresh products","Utilization of whole milk (1 000 t)","502.51",""
"2016","Croatia","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Croatia","Manufactured products","Fat content (t)",":","c"
"2016","Croatia","Manufactured products","Protein content (t)",":",""
"2016","Croatia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2016","Croatia","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2016","Italy","Fresh products","Products obtained (1 000 t)","2 960.91",""
"2016","Italy","Fresh products","Fat content (t)","107 316.90",""
"2016","Italy","Fresh products","Protein content (t)",":",""
"2016","Italy","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","245.25",""
"2016","Italy","Fresh products","Utilization of whole milk (1 000 t)","2 831.59",""
"2016","Italy","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Italy","Manufactured products","Fat content (t)","439 385.81",""
"2016","Italy","Manufactured products","Protein content (t)",":",""
"2016","Italy","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 498.60",""
"2016","Italy","Manufactured products","Utilization of whole milk (1 000 t)","11 655.02",""
"2016","Cyprus","Fresh products","Products obtained (1 000 t)","81.45",""
"2016","Cyprus","Fresh products","Fat content (t)","2 914.78",""
"2016","Cyprus","Fresh products","Protein content (t)",":",""
"2016","Cyprus","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","9.33",""
"2016","Cyprus","Fresh products","Utilization of whole milk (1 000 t)","71.27",""
"2016","Cyprus","Manufactured products","Products obtained (1 000 t)","95.62",""
"2016","Cyprus","Manufactured products","Fat content (t)","9 185.85",""
"2016","Cyprus","Manufactured products","Protein content (t)",":",""
"2016","Cyprus","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","16.65",""
"2016","Cyprus","Manufactured products","Utilization of whole milk (1 000 t)","161.68",""
"2016","Latvia","Fresh products","Products obtained (1 000 t)",":","c"
"2016","Latvia","Fresh products","Fat content (t)","12 237.62",""
"2016","Latvia","Fresh products","Protein content (t)",":",""
"2016","Latvia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-150.63",""
"2016","Latvia","Fresh products","Utilization of whole milk (1 000 t)","320.82",""
"2016","Latvia","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Latvia","Manufactured products","Fat content (t)","14 623.06",""
"2016","Latvia","Manufactured products","Protein content (t)",":",""
"2016","Latvia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","142.50",""
"2016","Latvia","Manufactured products","Utilization of whole milk (1 000 t)","288.11",""
"2016","Lithuania","Fresh products","Products obtained (1 000 t)","212.60",""
"2016","Lithuania","Fresh products","Fat content (t)","20 313.77",""
"2016","Lithuania","Fresh products","Protein content (t)",":",""
"2016","Lithuania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-274.26",""
"2016","Lithuania","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2016","Lithuania","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Lithuania","Manufactured products","Fat content (t)",":","bc"
"2016","Lithuania","Manufactured products","Protein content (t)",":",""
"2016","Lithuania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","676.41","b"
"2016","Lithuania","Manufactured products","Utilization of whole milk (1 000 t)","761.11","b"
"2016","Luxembourg","Fresh products","Products obtained (1 000 t)",":","c"
"2016","Luxembourg","Fresh products","Fat content (t)",":","c"
"2016","Luxembourg","Fresh products","Protein content (t)",":",""
"2016","Luxembourg","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2016","Luxembourg","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2016","Luxembourg","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Luxembourg","Manufactured products","Fat content (t)",":","c"
"2016","Luxembourg","Manufactured products","Protein content (t)",":","c"
"2016","Luxembourg","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2016","Luxembourg","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2016","Hungary","Fresh products","Products obtained (1 000 t)",":","c"
"2016","Hungary","Fresh products","Fat content (t)","31 556.32",""
"2016","Hungary","Fresh products","Protein content (t)",":",""
"2016","Hungary","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-198.40",""
"2016","Hungary","Fresh products","Utilization of whole milk (1 000 t)","862.14",""
"2016","Hungary","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Hungary","Manufactured products","Fat content (t)","33 765.18",""
"2016","Hungary","Manufactured products","Protein content (t)",":",""
"2016","Hungary","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-64.33",""
"2016","Hungary","Manufactured products","Utilization of whole milk (1 000 t)","893.04",""
"2016","Malta","Fresh products","Products obtained (1 000 t)",":","c"
"2016","Malta","Fresh products","Fat content (t)",":","c"
"2016","Malta","Fresh products","Protein content (t)",":",""
"2016","Malta","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2016","Malta","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2016","Malta","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Malta","Manufactured products","Fat content (t)",":","c"
"2016","Malta","Manufactured products","Protein content (t)",":","c"
"2016","Malta","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2016","Malta","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2016","Netherlands","Fresh products","Products obtained (1 000 t)",":","c"
"2016","Netherlands","Fresh products","Fat content (t)","19 515.00",""
"2016","Netherlands","Fresh products","Protein content (t)",":",""
"2016","Netherlands","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","565.00",""
"2016","Netherlands","Fresh products","Utilization of whole milk (1 000 t)","436.00",""
"2016","Netherlands","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Netherlands","Manufactured products","Fat content (t)","514 592.00",""
"2016","Netherlands","Manufactured products","Protein content (t)",":",""
"2016","Netherlands","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","823.00",""
"2016","Netherlands","Manufactured products","Utilization of whole milk (1 000 t)","11 818.00",""
"2016","Austria","Fresh products","Products obtained (1 000 t)","1 184.29",""
"2016","Austria","Fresh products","Fat content (t)","50 301.83",""
"2016","Austria","Fresh products","Protein content (t)",":",""
"2016","Austria","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-12.10",""
"2016","Austria","Fresh products","Utilization of whole milk (1 000 t)","1 196.39",""
"2016","Austria","Manufactured products","Products obtained (1 000 t)","1 831.33",""
"2016","Austria","Manufactured products","Fat content (t)","75 431.09",""
"2016","Austria","Manufactured products","Protein content (t)",":",""
"2016","Austria","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-81.92",""
"2016","Austria","Manufactured products","Utilization of whole milk (1 000 t)","1 795.31",""
"2016","Poland","Fresh products","Products obtained (1 000 t)","2 627.42",""
"2016","Poland","Fresh products","Fat content (t)","112 843.92",""
"2016","Poland","Fresh products","Protein content (t)",":",""
"2016","Poland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-151.19",""
"2016","Poland","Fresh products","Utilization of whole milk (1 000 t)","2 779.60",""
"2016","Poland","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Poland","Manufactured products","Fat content (t)","327 640.80",""
"2016","Poland","Manufactured products","Protein content (t)",":",""
"2016","Poland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","867.73",""
"2016","Poland","Manufactured products","Utilization of whole milk (1 000 t)","7 528.06",""
"2016","Portugal","Fresh products","Products obtained (1 000 t)",":","c"
"2016","Portugal","Fresh products","Fat content (t)","19 791.99",""
"2016","Portugal","Fresh products","Protein content (t)",":",""
"2016","Portugal","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","259.95",""
"2016","Portugal","Fresh products","Utilization of whole milk (1 000 t)","918.69",""
"2016","Portugal","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Portugal","Manufactured products","Fat content (t)","50 471.24",""
"2016","Portugal","Manufactured products","Protein content (t)",":",""
"2016","Portugal","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-278.66",""
"2016","Portugal","Manufactured products","Utilization of whole milk (1 000 t)","1 396.09",""
"2016","Romania","Fresh products","Products obtained (1 000 t)",":","c"
"2016","Romania","Fresh products","Fat content (t)","25 503.20",""
"2016","Romania","Fresh products","Protein content (t)",":",""
"2016","Romania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-138.90",""
"2016","Romania","Fresh products","Utilization of whole milk (1 000 t)","676.48",""
"2016","Romania","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Romania","Manufactured products","Fat content (t)","36 421.00",""
"2016","Romania","Manufactured products","Protein content (t)",":",""
"2016","Romania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-384.94",""
"2016","Romania","Manufactured products","Utilization of whole milk (1 000 t)","964.03",""
"2016","Slovenia","Fresh products","Products obtained (1 000 t)",":","c"
"2016","Slovenia","Fresh products","Fat content (t)","8 918.49",""
"2016","Slovenia","Fresh products","Protein content (t)",":",""
"2016","Slovenia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-11.67",""
"2016","Slovenia","Fresh products","Utilization of whole milk (1 000 t)","216.53",""
"2016","Slovenia","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Slovenia","Manufactured products","Fat content (t)","4 925.72",""
"2016","Slovenia","Manufactured products","Protein content (t)",":","c"
"2016","Slovenia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-5.44",""
"2016","Slovenia","Manufactured products","Utilization of whole milk (1 000 t)","119.58",""
"2016","Slovakia","Fresh products","Products obtained (1 000 t)",":","c"
"2016","Slovakia","Fresh products","Fat content (t)","13 231.32",""
"2016","Slovakia","Fresh products","Protein content (t)",":",""
"2016","Slovakia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-29.77",""
"2016","Slovakia","Fresh products","Utilization of whole milk (1 000 t)","378.76",""
"2016","Slovakia","Manufactured products","Products obtained (1 000 t)","325.09",""
"2016","Slovakia","Manufactured products","Fat content (t)","17 511.62",""
"2016","Slovakia","Manufactured products","Protein content (t)",":",""
"2016","Slovakia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-221.65",""
"2016","Slovakia","Manufactured products","Utilization of whole milk (1 000 t)","433.17",""
"2016","Finland","Fresh products","Products obtained (1 000 t)","940.07",""
"2016","Finland","Fresh products","Fat content (t)","25 492.42",""
"2016","Finland","Fresh products","Protein content (t)",":",""
"2016","Finland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","354.08",""
"2016","Finland","Fresh products","Utilization of whole milk (1 000 t)","576.42",""
"2016","Finland","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Finland","Manufactured products","Fat content (t)","73 856.85",""
"2016","Finland","Manufactured products","Protein content (t)",":","c"
"2016","Finland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-183.22",""
"2016","Finland","Manufactured products","Utilization of whole milk (1 000 t)","1 659.89",""
"2016","Sweden","Fresh products","Products obtained (1 000 t)","1 142.91",""
"2016","Sweden","Fresh products","Fat content (t)","55 465.16",""
"2016","Sweden","Fresh products","Protein content (t)",":",""
"2016","Sweden","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-177.68",""
"2016","Sweden","Fresh products","Utilization of whole milk (1 000 t)","1 320.60",""
"2016","Sweden","Manufactured products","Products obtained (1 000 t)","968.47",""
"2016","Sweden","Manufactured products","Fat content (t)","58 915.54",""
"2016","Sweden","Manufactured products","Protein content (t)",":",""
"2016","Sweden","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","51.72",""
"2016","Sweden","Manufactured products","Utilization of whole milk (1 000 t)","1 402.75",""
"2016","United Kingdom","Fresh products","Products obtained (1 000 t)","7 584.52",""
"2016","United Kingdom","Fresh products","Fat content (t)","303 708.70",""
"2016","United Kingdom","Fresh products","Protein content (t)",":",""
"2016","United Kingdom","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","128.34",""
"2016","United Kingdom","Fresh products","Utilization of whole milk (1 000 t)","7 396.54",""
"2016","United Kingdom","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","United Kingdom","Manufactured products","Fat content (t)","273 900.04",""
"2016","United Kingdom","Manufactured products","Protein content (t)",":",""
"2016","United Kingdom","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-509.06",""
"2016","United Kingdom","Manufactured products","Utilization of whole milk (1 000 t)","6 694.79",""
"2016","Iceland","Fresh products","Products obtained (1 000 t)",":",""
"2016","Iceland","Fresh products","Fat content (t)",":",""
"2016","Iceland","Fresh products","Protein content (t)",":",""
"2016","Iceland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2016","Iceland","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2016","Iceland","Manufactured products","Products obtained (1 000 t)",":",""
"2016","Iceland","Manufactured products","Fat content (t)",":",""
"2016","Iceland","Manufactured products","Protein content (t)",":",""
"2016","Iceland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2016","Iceland","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2016","Norway","Fresh products","Products obtained (1 000 t)","588.20",""
"2016","Norway","Fresh products","Fat content (t)","21 741.20",""
"2016","Norway","Fresh products","Protein content (t)",":",""
"2016","Norway","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","295.20",""
"2016","Norway","Fresh products","Utilization of whole milk (1 000 t)","285.10",""
"2016","Norway","Manufactured products","Products obtained (1 000 t)","135.20",""
"2016","Norway","Manufactured products","Fat content (t)","40 754.90",""
"2016","Norway","Manufactured products","Protein content (t)",":",""
"2016","Norway","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","297.20",""
"2016","Norway","Manufactured products","Utilization of whole milk (1 000 t)","702.30",""
"2016","Switzerland","Fresh products","Products obtained (1 000 t)","779.65",""
"2016","Switzerland","Fresh products","Fat content (t)","42 395.00",""
"2016","Switzerland","Fresh products","Protein content (t)",":",""
"2016","Switzerland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2016","Switzerland","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2016","Switzerland","Manufactured products","Products obtained (1 000 t)","1 842.28",""
"2016","Switzerland","Manufactured products","Fat content (t)","96 549.00",""
"2016","Switzerland","Manufactured products","Protein content (t)",":",""
"2016","Switzerland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2016","Switzerland","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2016","Montenegro","Fresh products","Products obtained (1 000 t)","12.70",""
"2016","Montenegro","Fresh products","Fat content (t)","487.40",""
"2016","Montenegro","Fresh products","Protein content (t)",":",""
"2016","Montenegro","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-0.50",""
"2016","Montenegro","Fresh products","Utilization of whole milk (1 000 t)","13.20",""
"2016","Montenegro","Manufactured products","Products obtained (1 000 t)","1.20",""
"2016","Montenegro","Manufactured products","Fat content (t)","371.00",""
"2016","Montenegro","Manufactured products","Protein content (t)","316.80",""
"2016","Montenegro","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-8.40",""
"2016","Montenegro","Manufactured products","Utilization of whole milk (1 000 t)","10.10",""
"2016","North Macedonia","Fresh products","Products obtained (1 000 t)",":",""
"2016","North Macedonia","Fresh products","Fat content (t)",":",""
"2016","North Macedonia","Fresh products","Protein content (t)",":",""
"2016","North Macedonia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2016","North Macedonia","Fresh products","Utilization of whole milk (1 000 t)",":",""
"2016","North Macedonia","Manufactured products","Products obtained (1 000 t)",":",""
"2016","North Macedonia","Manufactured products","Fat content (t)",":",""
"2016","North Macedonia","Manufactured products","Protein content (t)",":",""
"2016","North Macedonia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":",""
"2016","North Macedonia","Manufactured products","Utilization of whole milk (1 000 t)",":",""
"2016","Albania","Fresh products","Products obtained (1 000 t)","26.90",""
"2016","Albania","Fresh products","Fat content (t)","712.40",""
"2016","Albania","Fresh products","Protein content (t)",":",""
"2016","Albania","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","9.80",""
"2016","Albania","Fresh products","Utilization of whole milk (1 000 t)","17.00",""
"2016","Albania","Manufactured products","Products obtained (1 000 t)","15.90",""
"2016","Albania","Manufactured products","Fat content (t)","4 509.00",""
"2016","Albania","Manufactured products","Protein content (t)",":",""
"2016","Albania","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-74.40",""
"2016","Albania","Manufactured products","Utilization of whole milk (1 000 t)","107.80",""
"2016","Serbia","Fresh products","Products obtained (1 000 t)","505.38",""
"2016","Serbia","Fresh products","Fat content (t)","19 346.65",""
"2016","Serbia","Fresh products","Protein content (t)",":",""
"2016","Serbia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-3.97",""
"2016","Serbia","Fresh products","Utilization of whole milk (1 000 t)","511.85",""
"2016","Serbia","Manufactured products","Products obtained (1 000 t)",":","c"
"2016","Serbia","Manufactured products","Fat content (t)","12 762.81",""
"2016","Serbia","Manufactured products","Protein content (t)",":","c"
"2016","Serbia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","3.93",""
"2016","Serbia","Manufactured products","Utilization of whole milk (1 000 t)","337.61",""
"2016","Turkey","Fresh products","Products obtained (1 000 t)","3 323.30",""
"2016","Turkey","Fresh products","Fat content (t)","108 991.80",""
"2016","Turkey","Fresh products","Protein content (t)",":",""
"2016","Turkey","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","70.20",""
"2016","Turkey","Fresh products","Utilization of whole milk (1 000 t)","3 253.10",""
"2016","Turkey","Manufactured products","Products obtained (1 000 t)","1 526.30",""
"2016","Turkey","Manufactured products","Fat content (t)","196 819.30",""
"2016","Turkey","Manufactured products","Protein content (t)",":",""
"2016","Turkey","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","19.00",""
"2016","Turkey","Manufactured products","Utilization of whole milk (1 000 t)","5 874.60",""
"2017","European Union - 27 countries (from 2020)","Fresh products","Products obtained (1 000 t)",":","c"
"2017","European Union - 27 countries (from 2020)","Fresh products","Fat content (t)",":","c"
"2017","European Union - 27 countries (from 2020)","Fresh products","Protein content (t)",":",""
"2017","European Union - 27 countries (from 2020)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2017","European Union - 27 countries (from 2020)","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2017","European Union - 27 countries (from 2020)","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","European Union - 27 countries (from 2020)","Manufactured products","Fat content (t)",":","c"
"2017","European Union - 27 countries (from 2020)","Manufactured products","Protein content (t)",":",""
"2017","European Union - 27 countries (from 2020)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2017","European Union - 27 countries (from 2020)","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2017","European Union - 28 countries (2013-2020)","Fresh products","Products obtained (1 000 t)",":","c"
"2017","European Union - 28 countries (2013-2020)","Fresh products","Fat content (t)",":","c"
"2017","European Union - 28 countries (2013-2020)","Fresh products","Protein content (t)",":",""
"2017","European Union - 28 countries (2013-2020)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2017","European Union - 28 countries (2013-2020)","Fresh products","Utilization of whole milk (1 000 t)",":","c"
"2017","European Union - 28 countries (2013-2020)","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","European Union - 28 countries (2013-2020)","Manufactured products","Fat content (t)",":","c"
"2017","European Union - 28 countries (2013-2020)","Manufactured products","Protein content (t)",":",""
"2017","European Union - 28 countries (2013-2020)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2017","European Union - 28 countries (2013-2020)","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2017","Belgium","Fresh products","Products obtained (1 000 t)","1 513.80",""
"2017","Belgium","Fresh products","Fat content (t)","88 854.46",""
"2017","Belgium","Fresh products","Protein content (t)",":",""
"2017","Belgium","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-691.64",""
"2017","Belgium","Fresh products","Utilization of whole milk (1 000 t)","2 172.48",""
"2017","Belgium","Manufactured products","Products obtained (1 000 t)","1 201.37",""
"2017","Belgium","Manufactured products","Fat content (t)","100 817.85",""
"2017","Belgium","Manufactured products","Protein content (t)",":",""
"2017","Belgium","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","578.43",""
"2017","Belgium","Manufactured products","Utilization of whole milk (1 000 t)","2 434.53",""
"2017","Bulgaria","Fresh products","Products obtained (1 000 t)",":","c"
"2017","Bulgaria","Fresh products","Fat content (t)","5 894.29",""
"2017","Bulgaria","Fresh products","Protein content (t)",":",""
"2017","Bulgaria","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","55.19",""
"2017","Bulgaria","Fresh products","Utilization of whole milk (1 000 t)","160.16",""
"2017","Bulgaria","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Bulgaria","Manufactured products","Fat content (t)","18 449.32",""
"2017","Bulgaria","Manufactured products","Protein content (t)",":",""
"2017","Bulgaria","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-33.98",""
"2017","Bulgaria","Manufactured products","Utilization of whole milk (1 000 t)","486.68",""
"2017","Czechia","Fresh products","Products obtained (1 000 t)","928.07",""
"2017","Czechia","Fresh products","Fat content (t)","35 879.20",""
"2017","Czechia","Fresh products","Protein content (t)",":",""
"2017","Czechia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-118.84",""
"2017","Czechia","Fresh products","Utilization of whole milk (1 000 t)","937.60",""
"2017","Czechia","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Czechia","Manufactured products","Fat content (t)",":","c"
"2017","Czechia","Manufactured products","Protein content (t)",":",""
"2017","Czechia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)",":","c"
"2017","Czechia","Manufactured products","Utilization of whole milk (1 000 t)",":","c"
"2017","Denmark","Fresh products","Products obtained (1 000 t)","835.20",""
"2017","Denmark","Fresh products","Fat content (t)","32 309.70",""
"2017","Denmark","Fresh products","Protein content (t)",":",""
"2017","Denmark","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","75.50",""
"2017","Denmark","Fresh products","Utilization of whole milk (1 000 t)","759.70",""
"2017","Denmark","Manufactured products","Products obtained (1 000 t)","3 261.90",""
"2017","Denmark","Manufactured products","Fat content (t)","195 007.80",""
"2017","Denmark","Manufactured products","Protein content (t)",":",""
"2017","Denmark","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-166.40",""
"2017","Denmark","Manufactured products","Utilization of whole milk (1 000 t)","4 747.10",""
"2017","Germany (until 1990 former territory of the FRG)","Fresh products","Products obtained (1 000 t)","8 407.65",""
"2017","Germany (until 1990 former territory of the FRG)","Fresh products","Fat content (t)","423 183.12",""
"2017","Germany (until 1990 former territory of the FRG)","Fresh products","Protein content (t)",":",""
"2017","Germany (until 1990 former territory of the FRG)","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 645.82",""
"2017","Germany (until 1990 former territory of the FRG)","Fresh products","Utilization of whole milk (1 000 t)","9 469.43",""
"2017","Germany (until 1990 former territory of the FRG)","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Germany (until 1990 former territory of the FRG)","Manufactured products","Fat content (t)","942 205.31",""
"2017","Germany (until 1990 former territory of the FRG)","Manufactured products","Protein content (t)",":",""
"2017","Germany (until 1990 former territory of the FRG)","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","2 144.25",""
"2017","Germany (until 1990 former territory of the FRG)","Manufactured products","Utilization of whole milk (1 000 t)","21 433.27",""
"2017","Estonia","Fresh products","Products obtained (1 000 t)",":","c"
"2017","Estonia","Fresh products","Fat content (t)","11 266.00",""
"2017","Estonia","Fresh products","Protein content (t)",":",""
"2017","Estonia","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-103.90",""
"2017","Estonia","Fresh products","Utilization of whole milk (1 000 t)","275.70",""
"2017","Estonia","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Estonia","Manufactured products","Fat content (t)","10 257.00",""
"2017","Estonia","Manufactured products","Protein content (t)",":","c"
"2017","Estonia","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","107.80",""
"2017","Estonia","Manufactured products","Utilization of whole milk (1 000 t)","256.60",""
"2017","Ireland","Fresh products","Products obtained (1 000 t)","592.90",""
"2017","Ireland","Fresh products","Fat content (t)","29 030.40",""
"2017","Ireland","Fresh products","Protein content (t)",":",""
"2017","Ireland","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","-19.60",""
"2017","Ireland","Fresh products","Utilization of whole milk (1 000 t)","708.10",""
"2017","Ireland","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Ireland","Manufactured products","Fat content (t)","310 551.10",""
"2017","Ireland","Manufactured products","Protein content (t)",":",""
"2017","Ireland","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","84.70",""
"2017","Ireland","Manufactured products","Utilization of whole milk (1 000 t)","7 574.30",""
"2017","Greece","Fresh products","Products obtained (1 000 t)","686.60",""
"2017","Greece","Fresh products","Fat content (t)","24 115.00",""
"2017","Greece","Fresh products","Protein content (t)",":",""
"2017","Greece","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","80.90",""
"2017","Greece","Fresh products","Utilization of whole milk (1 000 t)","624.80",""
"2017","Greece","Manufactured products","Products obtained (1 000 t)","229.11",""
"2017","Greece","Manufactured products","Fat content (t)","60 906.00",""
"2017","Greece","Manufactured products","Protein content (t)",":",""
"2017","Greece","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","0.00",""
"2017","Greece","Manufactured products","Utilization of whole milk (1 000 t)","1 107.10",""
"2017","Spain","Fresh products","Products obtained (1 000 t)",":","c"
"2017","Spain","Fresh products","Fat content (t)","146 914.69","p"
"2017","Spain","Fresh products","Protein content (t)",":",""
"2017","Spain","Fresh products","Utilization of skimmed milk and buttermilk (1 000 t)","1 219.93","p"
"2017","Spain","Fresh products","Utilization of whole milk (1 000 t)","3 975.10","p"
"2017","Spain","Manufactured products","Products obtained (1 000 t)",":","c"
"2017","Spain","Manufactured products","Fat content (t)","196 135.27","p"
"2017","Spain","Manufactured products","Protein content (t)",":",""
"2017","Spain","Manufactured products","Utilization of skimmed milk and buttermilk (1 000 t)","-1 244.91","p"
