Name,Type,code,food,Amount per day
Houtwijk,Buurt,BU05181786,050702. Non-dairy creams and creamers,6584.6
Kom Loosduinen,Buurt,BU05181795,050702. Non-dairy creams and creamers,2716.3
Wijk 18 Waldeck,Wijk,WK051818,050702. Non-dairy creams and creamers,9669.6
Waldeck-Zuid,Buurt,BU05181806,050702. Non-dairy creams and creamers,1143
Nieuw Waldeck,Buurt,BU05181840,050702. Non-dairy creams and creamers,3846.3
Rosenburg,Buurt,BU05181882,050702. Non-dairy creams and creamers,1693.3
Componistenbuurt,Buurt,BU05181893,050702. Non-dairy creams and creamers,1044.9
Waldeck-Noord,Buurt,BU05181894,050702. Non-dairy creams and creamers,1921.7
Wijk 19 Vruchtenbuurt,Wijk,WK051819,050702. Non-dairy creams and creamers,6850.9
Vruchtenbuurt,Buurt,BU05181953,050702. Non-dairy creams and creamers,4951
Eykenduinen,Buurt,BU05181983,050702. Non-dairy creams and creamers,1894.2
Wijk 20 Valkenboskwartier,Wijk,WK051820,050702. Non-dairy creams and creamers,11360.7
Heesterbuurt,Buurt,BU05182054,050702. Non-dairy creams and creamers,4191.7
Valkenboskwartier,Buurt,BU05182055,050702. Non-dairy creams and creamers,7169
Wijk 21 Regentessekwartier,Wijk,WK051821,050702. Non-dairy creams and creamers,10039.9
Rond de Energiecentrale,Buurt,BU05182110,050702. Non-dairy creams and creamers,4439.9
Koningsplein en omgeving,Buurt,BU05182144,050702. Non-dairy creams and creamers,5600.2
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,050702. Non-dairy creams and creamers,9101.5
Zeeheldenkwartier,Buurt,BU05182245,050702. Non-dairy creams and creamers,9101.5
Wijk 23 Willemspark,Wijk,WK051823,050702. Non-dairy creams and creamers,1335.8
Willemspark,Buurt,BU05182347,050702. Non-dairy creams and creamers,1335.8
Wijk 24 Haagse Bos,Wijk,WK051824,050702. Non-dairy creams and creamers,268.6
Haagse Bos,Buurt,BU05182449,050702. Non-dairy creams and creamers,268.6
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,050702. Non-dairy creams and creamers,8459.8
Landen,Buurt,BU05182561,050702. Non-dairy creams and creamers,2926.9
Kampen,Buurt,BU05182567,050702. Non-dairy creams and creamers,1421.4
Marlot,Buurt,BU05182568,050702. Non-dairy creams and creamers,421.1
Burgen en Horsten,Buurt,BU05182569,050702. Non-dairy creams and creamers,3664.3
Wijk 26 Bezuidenhout,Wijk,WK051826,050702. Non-dairy creams and creamers,12913.2
Bezuidenhout-West,Buurt,BU05182664,050702. Non-dairy creams and creamers,2596.9
Bezuidenhout-Midden,Buurt,BU05182665,050702. Non-dairy creams and creamers,3193.6
Bezuidenhout-Oost,Buurt,BU05182666,050702. Non-dairy creams and creamers,7104.1
Wijk 27 Stationsbuurt,Wijk,WK051827,050702. Non-dairy creams and creamers,7218.5
Huygenspark,Buurt,BU05182718,050702. Non-dairy creams and creamers,4515.8
Rivierenbuurt-Zuid,Buurt,BU05182762,050702. Non-dairy creams and creamers,527.2
Rivierenbuurt-Noord,Buurt,BU05182763,050702. Non-dairy creams and creamers,2168.1
Wijk 28 Centrum,Wijk,WK051828,050702. Non-dairy creams and creamers,14027.7
Kortenbos,Buurt,BU05182811,050702. Non-dairy creams and creamers,5091.6
Voorhout,Buurt,BU05182812,050702. Non-dairy creams and creamers,1746.3
Uilebomen,Buurt,BU05182813,050702. Non-dairy creams and creamers,2244
Zuidwal,Buurt,BU05182814,050702. Non-dairy creams and creamers,4936.2
Wijk 29 Schildersbuurt,Wijk,WK051829,050702. Non-dairy creams and creamers,9668.5
Schildersbuurt-West,Buurt,BU05182915,050702. Non-dairy creams and creamers,4358.1
Schildersbuurt-Noord,Buurt,BU05182916,050702. Non-dairy creams and creamers,3088.9
Schildersbuurt-Oost,Buurt,BU05182917,050702. Non-dairy creams and creamers,2215.4
Wijk 30 Transvaalkwartier,Wijk,WK051830,050702. Non-dairy creams and creamers,5005.1
Transvaalkwartier-Noord,Buurt,BU05183032,050702. Non-dairy creams and creamers,1258.9
Transvaalkwartier-Midden,Buurt,BU05183033,050702. Non-dairy creams and creamers,1523.4
Transvaalkwartier-Zuid,Buurt,BU05183034,050702. Non-dairy creams and creamers,2217.3
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,050702. Non-dairy creams and creamers,7595
Rustenburg,Buurt,BU05183130,050702. Non-dairy creams and creamers,2522.8
Oostbroek-Noord,Buurt,BU05183131,050702. Non-dairy creams and creamers,1841.6
Oostbroek-Zuid,Buurt,BU05183135,050702. Non-dairy creams and creamers,3221.1
Wijk 32 Leyenburg,Wijk,WK051832,050702. Non-dairy creams and creamers,7350.4
Leyenburg,Buurt,BU05183284,050702. Non-dairy creams and creamers,7350.4
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,050702. Non-dairy creams and creamers,10199.9
"Venen, Oorden en Raden",Buurt,BU05183387,050702. Non-dairy creams and creamers,3011.3
"Zijden, Steden en Zichten",Buurt,BU05183396,050702. Non-dairy creams and creamers,2785.3
Dreven en Gaarden,Buurt,BU05183398,050702. Non-dairy creams and creamers,3841.6
De Uithof,Buurt,BU05183399,050702. Non-dairy creams and creamers,548.9
Wijk 34 Morgenstond,Wijk,WK051834,050702. Non-dairy creams and creamers,7609.5
Morgenstond-Zuid,Buurt,BU05183480,050702. Non-dairy creams and creamers,2378
Morgenstond-West,Buurt,BU05183488,050702. Non-dairy creams and creamers,2955.6
Morgenstond-Oost,Buurt,BU05183489,050702. Non-dairy creams and creamers,2266.2
Wijk 35 Zuiderpark,Wijk,WK051835,050702. Non-dairy creams and creamers,98.6
Zuiderpark,Buurt,BU05183536,050702. Non-dairy creams and creamers,98.6
Wijk 36 Moerwijk,Wijk,WK051836,050702. Non-dairy creams and creamers,7500.2
Moerwijk-Oost,Buurt,BU05183620,050702. Non-dairy creams and creamers,1166.8
Moerwijk-West,Buurt,BU05183637,050702. Non-dairy creams and creamers,2230.6
Moerwijk-Noord,Buurt,BU05183638,050702. Non-dairy creams and creamers,2503.3
Moerwijk-Zuid,Buurt,BU05183639,050702. Non-dairy creams and creamers,1593.2
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,050702. Non-dairy creams and creamers,1708.1
Groente- en Fruitmarkt,Buurt,BU05183721,050702. Non-dairy creams and creamers,1708.1
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,050702. Non-dairy creams and creamers,16359.3
Laakhaven-Oost,Buurt,BU05183819,050702. Non-dairy creams and creamers,1622.7
Laakhaven-West,Buurt,BU05183822,050702. Non-dairy creams and creamers,2163.7
Spoorwijk,Buurt,BU05183823,050702. Non-dairy creams and creamers,1637.5
Laakkwartier-West,Buurt,BU05183824,050702. Non-dairy creams and creamers,3178.1
Laakkwartier-Oost,Buurt,BU05183825,050702. Non-dairy creams and creamers,4474.6
Noordpolderbuurt,Buurt,BU05183826,050702. Non-dairy creams and creamers,3253.2
Wijk 39 Binckhorst,Wijk,WK051839,050702. Non-dairy creams and creamers,504.8
Binckhorst,Buurt,BU05183960,050702. Non-dairy creams and creamers,504.8
Wijk 40 Wateringse Veld,Wijk,WK051840,050702. Non-dairy creams and creamers,11299.2
Erasmus Veld,Buurt,BU05184001,050702. Non-dairy creams and creamers,1193.8
Hoge Veld,Buurt,BU05184002,050702. Non-dairy creams and creamers,4171.2
Parkbuurt oosteinde,Buurt,BU05184003,050702. Non-dairy creams and creamers,1844.8
Lage Veld,Buurt,BU05184004,050702. Non-dairy creams and creamers,2306.2
Zonne Veld,Buurt,BU05184005,050702. Non-dairy creams and creamers,1756.3
Wijk 41 Hoornwijk,Wijk,WK051841,050702. Non-dairy creams and creamers,162.6
Vlietzoom-West,Buurt,BU05184106,050702. Non-dairy creams and creamers,89.9
De Reef,Buurt,BU05184110,050702. Non-dairy creams and creamers,66.3
Wijk 42 Ypenburg,Wijk,WK051842,050702. Non-dairy creams and creamers,13941.3
Bosweide,Buurt,BU05184208,050702. Non-dairy creams and creamers,1049.4
De Venen,Buurt,BU05184211,050702. Non-dairy creams and creamers,892.9
Morgenweide,Buurt,BU05184212,050702. Non-dairy creams and creamers,3686.7
Singels,Buurt,BU05184213,050702. Non-dairy creams and creamers,2985.4
Waterbuurt,Buurt,BU05184214,050702. Non-dairy creams and creamers,2475
De Bras,Buurt,BU05184215,050702. Non-dairy creams and creamers,2823.2
Wijk 43 Forepark,Wijk,WK051843,050702. Non-dairy creams and creamers,69.7
Vlietzoom-Oost,Buurt,BU05184316,050702. Non-dairy creams and creamers,60
De Rivieren,Buurt,BU05184317,050702. Non-dairy creams and creamers,9.8
Wijk 44 Leidschenveen,Wijk,WK051844,050702. Non-dairy creams and creamers,11329.6
De Lanen,Buurt,BU05184418,050702. Non-dairy creams and creamers,2705.1
De Velden,Buurt,BU05184419,050702. Non-dairy creams and creamers,2397.2
De Vissen,Buurt,BU05184420,050702. Non-dairy creams and creamers,4848.4
Rietbuurt,Buurt,BU05184421,050702. Non-dairy creams and creamers,1368.6
Wijk 02 Belgisch Park,Wijk,WK051802,0508. Ice cream,80250.1
Belgisch Park,Buurt,BU05180271,0508. Ice cream,80250.1
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,0508. Ice cream,18373.8
Westbroekpark,Buurt,BU05180373,0508. Ice cream,8127.3
Duttendel,Buurt,BU05180374,0508. Ice cream,10136.2
Wijk 04 Benoordenhout,Wijk,WK051804,0508. Ice cream,132750.9
Nassaubuurt,Buurt,BU05180448,0508. Ice cream,15812
Uilennest,Buurt,BU05180475,0508. Ice cream,19610
Duinzigt,Buurt,BU05180476,0508. Ice cream,22228.1
Waalsdorp,Buurt,BU05180477,0508. Ice cream,38166.9
Arendsdorp,Buurt,BU05180478,0508. Ice cream,12789.5
Van Hoytemastraat en omgeving,Buurt,BU05180479,0508. Ice cream,23575.3
Wijk 05 Archipelbuurt,Wijk,WK051805,0508. Ice cream,57582.8
Archipelbuurt,Buurt,BU05180546,0508. Ice cream,57582.8
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,0508. Ice cream,7212.5
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,0508. Ice cream,7212.5
Wijk 07 Scheveningen,Wijk,WK051807,0508. Ice cream,167407.2
Oud Scheveningen,Buurt,BU05180701,0508. Ice cream,27896.5
Vissershaven,Buurt,BU05180702,0508. Ice cream,34597
Scheveningen Badplaats,Buurt,BU05180703,0508. Ice cream,51923.6
Visserijbuurt,Buurt,BU05180704,0508. Ice cream,37226.1
Rijslag,Buurt,BU05180772,0508. Ice cream,15349.3
Wijk 08 Duindorp,Wijk,WK051808,0508. Ice cream,60359.9
Duindorp,Buurt,BU05180800,0508. Ice cream,60359.9
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,0508. Ice cream,136869.8
Statenkwartier,Buurt,BU05180907,0508. Ice cream,94728.2
Geuzenkwartier,Buurt,BU05180908,0508. Ice cream,42046.3
Wijk 10 Zorgvliet,Wijk,WK051810,0508. Ice cream,4695.2
Zorgvliet,Buurt,BU05181041,0508. Ice cream,4695.2
Wijk 11 Duinoord,Wijk,WK051811,0508. Ice cream,74923.2
Stadhoudersplantsoen,Buurt,BU05181142,0508. Ice cream,18590.3
Sweelinckplein en omgeving,Buurt,BU05181143,0508. Ice cream,56295.1
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,0508. Ice cream,141482.4
Bloemenbuurt-West,Buurt,BU05181250,0508. Ice cream,22525.7
Bloemenbuurt-Oost,Buurt,BU05181251,0508. Ice cream,62258.4
Bomenbuurt,Buurt,BU05181252,0508. Ice cream,56527.4
Wijk 13 Vogelwijk,Wijk,WK051813,0508. Ice cream,54533.4
Vogelwijk,Buurt,BU05181309,0508. Ice cream,54533.4
Wijk 14 Bohemen en Meer en Bos,Wijk,WK051814,0508. Ice cream,44351.9
Bosjes van Pex,Buurt,BU05181481,0508. Ice cream,3754.9
Bohemen en Meer en Bos,Buurt,BU05181492,0508. Ice cream,40515.7
Wijk 15 Kijkduin en Ockenburgh,Wijk,WK051815,0508. Ice cream,22124.2
Ockenburgh,Buurt,BU05181590,0508. Ice cream,7724
Kijkduin,Buurt,BU05181591,0508. Ice cream,14295
Wijk 16 Kraayenstein en de Uithof,Wijk,WK051816,0508. Ice cream,57578
Kraayenstein,Buurt,BU05181697,0508. Ice cream,57578
Wijk 17 Loosduinen,Wijk,WK051817,0508. Ice cream,173203.8
Kerketuinen en Zichtenburg,Buurt,BU05181785,0508. Ice cream,457.1
Houtwijk,Buurt,BU05181786,0508. Ice cream,126333
Kom Loosduinen,Buurt,BU05181795,0508. Ice cream,46255.4
Wijk 18 Waldeck,Wijk,WK051818,0508. Ice cream,160361.4
Waldeck-Zuid,Buurt,BU05181806,0508. Ice cream,18988.5
Nieuw Waldeck,Buurt,BU05181840,0508. Ice cream,70739.4
Rosenburg,Buurt,BU05181882,0508. Ice cream,26418.2
Componistenbuurt,Buurt,BU05181893,0508. Ice cream,16739.7
Waldeck-Noord,Buurt,BU05181894,0508. Ice cream,27033.7
Wijk 19 Vruchtenbuurt,Wijk,WK051819,0508. Ice cream,96353.7
Vruchtenbuurt,Buurt,BU05181953,0508. Ice cream,70872.5
Eykenduinen,Buurt,BU05181983,0508. Ice cream,25369.6
Wijk 20 Valkenboskwartier,Wijk,WK051820,0508. Ice cream,178364.7
Heesterbuurt,Buurt,BU05182054,0508. Ice cream,66789.6
Valkenboskwartier,Buurt,BU05182055,0508. Ice cream,111575.1
Wijk 21 Regentessekwartier,Wijk,WK051821,0508. Ice cream,131215.1
Rond de Energiecentrale,Buurt,BU05182110,0508. Ice cream,57693.6
Koningsplein en omgeving,Buurt,BU05182144,0508. Ice cream,73451.6
Wijk 22 Zeeheldenkwartier,Wijk,WK051822,0508. Ice cream,113789
Zeeheldenkwartier,Buurt,BU05182245,0508. Ice cream,113789
Wijk 23 Willemspark,Wijk,WK051823,0508. Ice cream,14016.3
Willemspark,Buurt,BU05182347,0508. Ice cream,14016.3
Wijk 24 Haagse Bos,Wijk,WK051824,0508. Ice cream,3692.4
Haagse Bos,Buurt,BU05182449,0508. Ice cream,3692.4
Wijk 25 Mariahoeve en Marlot,Wijk,WK051825,0508. Ice cream,142013.5
Landen,Buurt,BU05182561,0508. Ice cream,50243.2
Kampen,Buurt,BU05182567,0508. Ice cream,23564.5
Marlot,Buurt,BU05182568,0508. Ice cream,8192
Burgen en Horsten,Buurt,BU05182569,0508. Ice cream,59697.9
Wijk 26 Bezuidenhout,Wijk,WK051826,0508. Ice cream,161123.4
Bezuidenhout-West,Buurt,BU05182664,0508. Ice cream,35014.7
Bezuidenhout-Midden,Buurt,BU05182665,0508. Ice cream,41692.3
Bezuidenhout-Oost,Buurt,BU05182666,0508. Ice cream,84214.8
Wijk 27 Stationsbuurt,Wijk,WK051827,0508. Ice cream,123408.4
Huygenspark,Buurt,BU05182718,0508. Ice cream,78749.4
Rivierenbuurt-Zuid,Buurt,BU05182762,0508. Ice cream,8050.3
Rivierenbuurt-Noord,Buurt,BU05182763,0508. Ice cream,36430.2
Wijk 28 Centrum,Wijk,WK051828,0508. Ice cream,186800.3
Kortenbos,Buurt,BU05182811,0508. Ice cream,69323
Voorhout,Buurt,BU05182812,0508. Ice cream,21862.1
Uilebomen,Buurt,BU05182813,0508. Ice cream,30358.1
Zuidwal,Buurt,BU05182814,0508. Ice cream,64944.9
Wijk 29 Schildersbuurt,Wijk,WK051829,0508. Ice cream,329341.5
Schildersbuurt-West,Buurt,BU05182915,0508. Ice cream,148185.4
Schildersbuurt-Noord,Buurt,BU05182916,0508. Ice cream,104708.5
Schildersbuurt-Oost,Buurt,BU05182917,0508. Ice cream,76332.5
Wijk 30 Transvaalkwartier,Wijk,WK051830,0508. Ice cream,174566.4
Transvaalkwartier-Noord,Buurt,BU05183032,0508. Ice cream,41465.3
Transvaalkwartier-Midden,Buurt,BU05183033,0508. Ice cream,54443.7
Transvaalkwartier-Zuid,Buurt,BU05183034,0508. Ice cream,78433
Wijk 31 Rustenburg en Oostbroek,Wijk,WK051831,0508. Ice cream,191135
Rustenburg,Buurt,BU05183130,0508. Ice cream,61684.8
Oostbroek-Noord,Buurt,BU05183131,0508. Ice cream,45817.4
Oostbroek-Zuid,Buurt,BU05183135,0508. Ice cream,83476.1
Wijk 32 Leyenburg,Wijk,WK051832,0508. Ice cream,144306.4
Leyenburg,Buurt,BU05183284,0508. Ice cream,144306.4
Wijk 33 Bouwlust en Vrederust,Wijk,WK051833,0508. Ice cream,297824.4
"Venen, Oorden en Raden",Buurt,BU05183387,0508. Ice cream,90123.8
"Zijden, Steden en Zichten",Buurt,BU05183396,0508. Ice cream,81682.8
Dreven en Gaarden,Buurt,BU05183398,0508. Ice cream,112638.7
De Uithof,Buurt,BU05183399,0508. Ice cream,13046.3
Wijk 34 Morgenstond,Wijk,WK051834,0508. Ice cream,192439.3
Morgenstond-Zuid,Buurt,BU05183480,0508. Ice cream,60435.2
Morgenstond-West,Buurt,BU05183488,0508. Ice cream,75740.4
Morgenstond-Oost,Buurt,BU05183489,0508. Ice cream,56020.3
Wijk 35 Zuiderpark,Wijk,WK051835,0508. Ice cream,1227.9
Zuiderpark,Buurt,BU05183536,0508. Ice cream,1227.9
Wijk 36 Moerwijk,Wijk,WK051836,0508. Ice cream,221108.6
Moerwijk-Oost,Buurt,BU05183620,0508. Ice cream,34041.3
Moerwijk-West,Buurt,BU05183637,0508. Ice cream,65098
Moerwijk-Noord,Buurt,BU05183638,0508. Ice cream,72620.5
Moerwijk-Zuid,Buurt,BU05183639,0508. Ice cream,49051.6
Wijk 37 Groente- en Fruitmarkt,Wijk,WK051837,0508. Ice cream,56643.5
Groente- en Fruitmarkt,Buurt,BU05183721,0508. Ice cream,56643.5
Wijk 38 Laakkwartier en Spoorwijk,Wijk,WK051838,0508. Ice cream,426103.9
Laakhaven-Oost,Buurt,BU05183819,0508. Ice cream,40780.3
Laakhaven-West,Buurt,BU05183822,0508. Ice cream,56343.7
Spoorwijk,Buurt,BU05183823,0508. Ice cream,45606.8
Laakkwartier-West,Buurt,BU05183824,0508. Ice cream,82777
Laakkwartier-Oost,Buurt,BU05183825,0508. Ice cream,114074.7
Noordpolderbuurt,Buurt,BU05183826,0508. Ice cream,86010.7
Wijk 39 Binckhorst,Wijk,WK051839,0508. Ice cream,17184.6
Binckhorst,Buurt,BU05183960,0508. Ice cream,17184.6
Wijk 40 Wateringse Veld,Wijk,WK051840,0508. Ice cream,228984.4
Erasmus Veld,Buurt,BU05184001,0508. Ice cream,20922.5
Hoge Veld,Buurt,BU05184002,0508. Ice cream,93589.1
Parkbuurt oosteinde,Buurt,BU05184003,0508. Ice cream,35281.6
Lage Veld,Buurt,BU05184004,0508. Ice cream,42950.6
Zonne Veld,Buurt,BU05184005,0508. Ice cream,35726.1
Wijk 41 Hoornwijk,Wijk,WK051841,0508. Ice cream,2793.9
Vlietzoom-West,Buurt,BU05184106,0508. Ice cream,1558.5
De Reef,Buurt,BU05184110,0508. Ice cream,1133.7
Wijk 42 Ypenburg,Wijk,WK051842,0508. Ice cream,282319.1
Bosweide,Buurt,BU05184208,0508. Ice cream,21218.8
De Venen,Buurt,BU05184211,0508. Ice cream,18273.1
Morgenweide,Buurt,BU05184212,0508. Ice cream,73664.2
Singels,Buurt,BU05184213,0508. Ice cream,56654.7
Waterbuurt,Buurt,BU05184214,0508. Ice cream,49184.1
De Bras,Buurt,BU05184215,0508. Ice cream,62757.1
Wijk 43 Forepark,Wijk,WK051843,0508. Ice cream,1049.3
Vlietzoom-Oost,Buurt,BU05184316,0508. Ice cream,834.9
De Rivieren,Buurt,BU05184317,0508. Ice cream,132.3
Wijk 44 Leidschenveen,Wijk,WK051844,0508. Ice cream,217516.4
De Lanen,Buurt,BU05184418,0508. Ice cream,57019
De Velden,Buurt,BU05184419,0508. Ice cream,43145.3
De Vissen,Buurt,BU05184420,0508. Ice cream,86612.9
Rietbuurt,Buurt,BU05184421,0508. Ice cream,30401.8
Wijk 02 Belgisch Park,Wijk,WK051802,050800. Combined Icecream and sorbet,1681.1
Belgisch Park,Buurt,BU05180271,050800. Combined Icecream and sorbet,1681.1
Wijk 03 Westbroekpark en Duttendel,Wijk,WK051803,050800. Combined Icecream and sorbet,399.4
Westbroekpark,Buurt,BU05180373,050800. Combined Icecream and sorbet,176.6
Duttendel,Buurt,BU05180374,050800. Combined Icecream and sorbet,220.4
Wijk 04 Benoordenhout,Wijk,WK051804,050800. Combined Icecream and sorbet,2949.6
Nassaubuurt,Buurt,BU05180448,050800. Combined Icecream and sorbet,350.4
Uilennest,Buurt,BU05180475,050800. Combined Icecream and sorbet,435
Duinzigt,Buurt,BU05180476,050800. Combined Icecream and sorbet,494.6
Waalsdorp,Buurt,BU05180477,050800. Combined Icecream and sorbet,848.6
Arendsdorp,Buurt,BU05180478,050800. Combined Icecream and sorbet,284.1
Van Hoytemastraat en omgeving,Buurt,BU05180479,050800. Combined Icecream and sorbet,523.1
Wijk 05 Archipelbuurt,Wijk,WK051805,050800. Combined Icecream and sorbet,1261.1
Archipelbuurt,Buurt,BU05180546,050800. Combined Icecream and sorbet,1261.1
Wijk 06 Van Stolkpark en Scheveningse Bo,Wijk,WK051806,050800. Combined Icecream and sorbet,156.7
Van Stolkpark en Scheveningse Bosjes,Buurt,BU05180605,050800. Combined Icecream and sorbet,156.7
Wijk 07 Scheveningen,Wijk,WK051807,050800. Combined Icecream and sorbet,3295.6
Oud Scheveningen,Buurt,BU05180701,050800. Combined Icecream and sorbet,547.5
Vissershaven,Buurt,BU05180702,050800. Combined Icecream and sorbet,682.4
Scheveningen Badplaats,Buurt,BU05180703,050800. Combined Icecream and sorbet,1020.6
Visserijbuurt,Buurt,BU05180704,050800. Combined Icecream and sorbet,734.7
Rijslag,Buurt,BU05180772,050800. Combined Icecream and sorbet,302.6
Wijk 08 Duindorp,Wijk,WK051808,050800. Combined Icecream and sorbet,1057.3
Duindorp,Buurt,BU05180800,050800. Combined Icecream and sorbet,1057.3
Wijk 09 Geuzen- en Statenkwartier,Wijk,WK051809,050800. Combined Icecream and sorbet,2945
Statenkwartier,Buurt,BU05180907,050800. Combined Icecream and sorbet,2040.3
Geuzenkwartier,Buurt,BU05180908,050800. Combined Icecream and sorbet,902.8
Wijk 10 Zorgvliet,Wijk,WK051810,050800. Combined Icecream and sorbet,87.6
Zorgvliet,Buurt,BU05181041,050800. Combined Icecream and sorbet,87.6
Wijk 11 Duinoord,Wijk,WK051811,050800. Combined Icecream and sorbet,1673.8
Stadhoudersplantsoen,Buurt,BU05181142,050800. Combined Icecream and sorbet,416.5
Sweelinckplein en omgeving,Buurt,BU05181143,050800. Combined Icecream and sorbet,1256.4
Wijk 12 Bomen- en Bloemenbuurt,Wijk,WK051812,050800. Combined Icecream and sorbet,2942.2
