TIME,GEO,Shampoo (400 ml) ,Tooth paste (100 ml) ,"Toilet soap, liquid (200 ml) ",Shower gel (300 ml) ,Deodorant (50 ml) ,Tampons (10 pieces) 
2011,Hungary,4.81334065934066,1.9674065934065934,1.1507472527472529,3.20476923076923,2.2272527472527472,2.2148791208791208
2011,Malta,5.23,2.71,1.63,1.88,2.46,1.49
2011,Netherlands,2.57,2.85,1.07,2.28,2.05,1.06
2011,Austria,9.412945054945055,3.8474505494505493,2.2503956043956044,6.267230769230769,4.355604395604396,4.3314065934065935
2011,Poland,2.45,1.93,1.04,2.35,2.1243956043956045,2.112593406593407
2011,Portugal,7.284131868131868,2.977318681318682,1.7414505494505494,4.849846153846154,3.3705494505494507,3.3518241758241762
2011,Romania,4.56,2.27,1.73,2.86,2.45,1.73
2011,Slovenia,3.71,2.78,1.14,2.10,2.76,1.34
2011,Slovakia,3.82,1.60,1.69,2.72,2.89,1.33
2011,Finland,10.396131868131867,2.54,2.485450549450549,6.921846153846153,4.81054945054945,4.783824175824176
2011,Sweden,11.259626373626373,4.602263736263736,2.69189010989011,7.49676923076923,5.21010989010989,5.181164835164835
2011,United Kingdom,9.515538461538462,3.889384615384616,2.274923076923077,6.335538461538461,4.403076923076923,4.378615384615385
2011,Iceland,9.370197802197803,3.829978021978022,2.2401758241758243,6.23876923076923,4.335824175824176,4.311736263736264
2011,Norway,7.62,4.56,2.50,4.81,4.03,1.06
2011,Switzerland,13.824461538461536,5.650615384615385,3.305076923076923,9.204461538461537,6.396923076923077,6.361384615384615
2011,Montenegro,4.214879120879121,1.7227912087912087,1.0076703296703295,2.806307692307692,1.9503296703296702,1.9394945054945054
2011,North Macedonia,3.6506153846153846,1.4921538461538464,0.8727692307692309,2.430615384615385,1.6892307692307695,1.679846153846154
2011,Albania,3.5993186813186813,1.4711868131868133,0.8605054945054946,2.3964615384615384,1.6654945054945056,1.6562417582417583
2011,Serbia,4.1037362637362635,1.6773626373626376,0.9810989010989011,2.732307692307692,1.898901098901099,1.8883516483516485
2011,Turkey,4.676549450549451,3.89,0.68,2.03,2.1639560439560444,2.151934065934066
2011,Bosnia and Herzegovina,4.326021978021978,1.7682197802197803,1.0342417582417585,2.8803076923076922,2.0017582417582416,1.9906373626373626
2011,Kosovo (under United Nations Security Council Resolution 1244/99),8.54945054945055,3.4945054945054945,2.043956043956044,5.6923076923076925,3.956043956043956,3.934065934065934
2012,European Union - 27 countries (from 2020),8.367822222222223,3.420266666666667,2.0005333333333333,5.571377777777777,3.8720000000000003,3.8504888888888886
2012,European Union - 28 countries (2013-2020),8.644444444444444,3.533333333333333,2.066666666666667,5.7555555555555555,4.0,3.977777777777778
2012,European Union - 15 countries (1995-2004),9.266844444444445,3.7877333333333336,2.215466666666667,6.169955555555555,4.288,4.264177777777778
2012,Euro area - 19 countries  (from 2015),8.834622222222224,3.611066666666667,2.1121333333333334,5.882177777777778,4.088,4.065288888888889
2012,Euro area - 12 countries (2001-2006),8.92971111111111,3.6499333333333337,2.134866666666667,5.945488888888888,4.132,4.109044444444445
2012,Belgium,9.638555555555556,3.9396666666666667,2.3043333333333336,6.417444444444444,4.46,4.435222222222222
2012,Bulgaria,3.89,1.59,0.93,2.59,1.80,1.79
2012,Czechia,3.25,1.81,1.54,2.55,2.55,1.13
2012,Denmark,12.102222222222222,4.946666666666667,2.8933333333333335,8.057777777777776,5.6,5.568888888888889
2012,Germany (until 1990 former territory of the FRG),8.739533333333334,3.5722,2.0894,5.818866666666667,4.044,4.021533333333333
2012,Estonia,5.843644444444444,2.388533333333333,1.3970666666666665,3.890755555555555,2.7039999999999997,2.6889777777777777
2012,Ireland,10.416555555555556,4.257666666666666,2.4903333333333335,6.935444444444443,4.82,4.793222222222222
2012,Greece,7.944244444444445,3.2471333333333336,1.8992666666666669,5.289355555555556,3.676,3.655577777777778
2012,Spain,8.281377777777777,3.3849333333333336,1.9798666666666669,5.513822222222222,3.832,3.810711111111111
2012,France,9.396511111111112,3.840733333333334,2.246466666666667,6.256288888888889,4.348,4.323844444444445
2012,Croatia,3.95,2.33,1.43,2.59,2.85,1.54
2012,Italy,4.63,2.32,1.14,2.07,2.71,4.021533333333333
2012,Cyprus,4.28,3.54,1.31,2.93,2.71,2.33
2012,Latvia,5.6880444444444445,2.3249333333333335,1.3598666666666668,3.7871555555555556,2.632,2.6173777777777776
2012,Lithuania,5.45,2.55,1.30,2.90,3.06,1.68
2012,Luxembourg,11.739155555555557,4.798266666666668,2.8065333333333338,7.8160444444444455,5.432,5.401822222222223
2012,Hungary,4.7458,1.9398,1.1346,3.1598,2.1959999999999997,2.1838
2012,Malta,5.23,2.71,1.63,1.88,2.46,1.49
2012,Netherlands,2.57,2.85,1.07,2.28,2.05,1.06
2012,Austria,9.405155555555556,3.8442666666666665,2.2485333333333335,6.262044444444443,4.352,4.327822222222222
2012,Poland,2.45,1.93,1.04,2.35,2.084,2.0724222222222224
2012,Portugal,7.148955555555556,2.9220666666666673,1.7091333333333334,4.759844444444444,3.3080000000000003,3.2896222222222224
2012,Romania,4.56,2.27,1.73,2.86,2.45,1.73
2012,Slovenia,3.71,2.78,1.14,2.10,2.76,1.34
2012,Slovakia,3.82,1.60,1.69,2.72,2.89,1.33
2012,Finland,10.528933333333335,2.54,2.5172,7.010266666666666,4.872,4.8449333333333335
2012,Sweden,11.600844444444444,4.741733333333333,2.7734666666666667,7.723955555555555,5.367999999999999,5.338177777777777
2012,United Kingdom,10.25231111111111,4.190533333333334,2.4510666666666667,6.826088888888888,4.744,4.717644444444444
2012,Iceland,9.6472,3.9431999999999996,2.3064,6.4232,4.4639999999999995,4.4392
2012,Norway,7.62,4.56,2.50,4.81,4.03,1.06
2012,Switzerland,13.882977777777779,5.674533333333334,3.3190666666666666,9.243422222222222,6.4239999999999995,6.388311111111111
2012,Montenegro,4.330866666666667,1.7702000000000002,1.0354,2.883533333333333,2.004,1.9928666666666668
2012,North Macedonia,3.639311111111111,1.4875333333333336,0.8700666666666668,2.423088888888889,1.684,1.6746444444444446
2012,Albania,3.5096444444444446,1.4345333333333334,0.8390666666666667,2.3367555555555555,1.6239999999999999,1.6149777777777778
2012,Serbia,3.846777777777778,1.5723333333333336,0.9196666666666667,2.5612222222222223,1.7800000000000002,1.7701111111111112
2012,Turkey,5.057,3.89,0.68,2.03,2.34,2.327
2012,Bosnia and Herzegovina,4.253066666666667,1.7384000000000002,1.0168000000000001,2.831733333333333,1.968,1.957066666666667
2012,Kosovo (under United Nations Security Council Resolution 1244/99),8.644444444444444,3.533333333333333,2.066666666666667,5.7555555555555555,4.0,3.977777777777778
2013,European Union - 27 countries (from 2020),8.545678733031673,3.4929638009049775,2.043054298642534,5.689796380090497,3.9542986425339364,3.9323303167420813
2013,European Union - 28 countries (2013-2020),8.800904977375565,3.597285067873303,2.1040723981900453,5.85972850678733,4.072398190045249,4.049773755656108
2013,European Union - 15 countries (1995-2004),9.434570135746606,3.856289592760181,2.255565610859729,6.281628959276017,4.365610859728506,4.341357466063348
2013,Euro area - 19 countries  (from 2015),9.003325791855204,3.680022624434389,2.152466063348416,5.994502262443438,4.166063348416289,4.142918552036199
2013,Euro area - 12 countries (2001-2006),9.100135746606336,3.7195927601809955,2.175610859728507,6.058959276018099,4.2108597285067875,4.187466063348416
2013,Belgium,9.769004524886878,3.9929864253393665,2.3355203619909504,6.504298642533937,4.520361990950226,4.495248868778281
2013,Bulgaria,3.89,1.59,0.93,2.59,1.80,1.79
2013,Czechia,3.25,1.81,1.54,2.55,2.55,1.13
2013,Denmark,12.259660633484163,5.0110180995475115,2.930972850678733,8.16260180995475,5.672850678733032,5.64133484162896
2013,Germany (until 1990 former territory of the FRG),9.020927601809955,3.6872171945701355,2.1566742081447963,6.006221719457012,4.1742081447963795,4.151018099547511
2013,Estonia,6.1518325791855215,2.514502262443439,1.4707466063348416,4.0959502262443435,2.846606334841629,2.83079185520362
2013,Ireland,10.842714932126697,4.431855203619909,2.5922171945701358,7.2191855203619895,5.0171945701357465,4.989321266968326
2013,Greece,7.727194570135746,3.15841628959276,1.8473755656108595,5.144841628959275,3.5755656108597282,3.5557013574660634
2013,Spain,8.36966063348416,3.4210180995475112,2.0009728506787328,5.57260180995475,3.8728506787330317,3.8513348416289586
2013,France,9.408167420814479,3.845497737556561,2.2492533936651586,6.264049773755655,4.353393665158372,4.329208144796381
2013,Croatia,3.95,2.33,1.43,2.59,2.85,1.54
2013,Italy,4.63,2.32,1.14,2.07,2.71,4.138868778280543
2013,Cyprus,4.28,3.54,1.31,2.93,2.71,2.33
2013,Latvia,5.799796380090498,2.370610859728507,1.3865837104072398,3.8615610859728506,2.6837104072398192,2.6688009049773758
2013,Lithuania,5.45,2.55,1.30,2.90,3.06,1.68
2013,Luxembourg,11.890022624434389,4.859932126696832,2.842601809954751,7.916493212669683,5.501809954751131,5.471244343891403
2013,Hungary,4.778891402714932,1.9533257918552036,1.1425113122171946,3.1818325791855195,2.21131221719457,2.199027149321267
2013,Malta,5.23,2.71,1.63,1.88,2.46,1.49
2013,Netherlands,2.57,2.85,1.07,2.28,2.05,1.06
2013,Austria,9.601787330316741,3.9246380090497732,2.295542986425339,6.392963800904976,4.442986425339366,4.418303167420814
2013,Poland,2.45,1.93,1.04,2.35,2.13393665158371,2.1220814479638004
2013,Portugal,7.137533936651583,2.9173981900452484,1.7064027149321266,4.752239819004524,3.302714932126696,3.2843665158371036
2013,Romania,4.56,2.27,1.73,2.86,2.45,1.73
2013,Slovenia,3.71,2.78,1.14,2.10,2.76,1.34
2013,Slovakia,3.82,1.60,1.69,2.72,2.89,1.33
2013,Finland,10.913122171945702,2.54,2.609049773755656,7.266063348416289,5.049773755656108,5.021719457013575
2013,Sweden,12.356470588235295,5.050588235294118,2.9541176470588235,8.227058823529411,5.7176470588235295,5.685882352941176
2013,United Kingdom,10.297058823529412,4.208823529411765,2.4617647058823526,6.855882352941175,4.764705882352941,4.738235294117647
2013,Iceland,10.209049773755655,4.172850678733031,2.4407239819004527,6.797285067873303,4.723981900452489,4.697737556561086
2013,Norway,7.62,4.56,2.50,4.81,4.03,1.06
2013,Switzerland,13.650203619909501,5.579389140271493,3.26341628959276,9.088438914027147,6.316289592760181,6.281199095022624
2013,Montenegro,4.435656108597285,1.8130316742081445,1.0604524886877826,2.953303167420814,2.0524886877828052,2.0410859728506785
2013,North Macedonia,3.7403846153846154,1.5288461538461537,0.8942307692307692,2.490384615384615,1.7307692307692306,1.721153846153846
2013,Albania,3.687579185520362,1.507262443438914,0.8816063348416289,2.455226244343891,1.7063348416289592,1.6968552036199096
2013,Serbia,4.162828054298642,1.7015158371040722,0.9952262443438913,2.771651583710407,1.9262443438914025,1.9155429864253393
2013,Turkey,5.078122171945702,3.89,0.68,2.03,2.3497737556561087,2.3367194570135745
2013,Bosnia and Herzegovina,4.3212443438914026,1.7662669683257919,1.0330995475113123,2.877126696832579,1.9995475113122172,1.9884389140271495
2013,Kosovo (under United Nations Security Council Resolution 1244/99),8.800904977375565,3.597285067873303,2.1040723981900453,5.85972850678733,4.072398190045249,4.049773755656108
2014,European Union - 27 countries (from 2020),8.757065727699532,3.579366197183099,2.093591549295775,5.8305399061032865,4.052112676056338,4.029600938967136
2014,European Union - 28 countries (2013-2020),9.131455399061032,3.732394366197183,2.1830985915492955,6.07981220657277,4.225352112676056,4.2018779342723
2014,European Union - 15 countries (1995-2004),9.807183098591551,4.008591549295775,2.344647887323944,6.529718309859154,4.538028169014085,4.512816901408451
2014,Euro area - 19 countries  (from 2015),9.259295774647887,3.784647887323944,2.213661971830986,6.164929577464788,4.284507042253521,4.260704225352113
2014,Euro area - 12 countries (2001-2006),9.359741784037558,3.8257042253521125,2.237676056338028,6.231807511737088,4.330985915492958,4.306924882629108
2014,Belgium,9.944154929577465,4.064577464788733,2.3773943661971835,6.620915492957746,4.601408450704225,4.5758450704225355
2014,Bulgaria,3.89,1.59,0.93,2.59,1.80,1.79
2014,Czechia,3.25,1.81,1.54,2.55,2.55,1.13
2014,Denmark,12.64706572769953,5.169366197183098,3.023591549295775,8.420539906103286,5.852112676056338,5.8196009389671355
2014,Germany (until 1990 former territory of the FRG),9.259295774647887,3.784647887323944,2.213661971830986,6.164929577464788,4.284507042253521,4.260704225352113
2014,Estonia,6.382887323943663,2.608943661971831,1.5259859154929578,4.249788732394366,2.9535211267605637,2.937112676056338
2014,Ireland,11.405187793427231,4.661760563380282,2.7266901408450708,7.593685446009389,5.277464788732395,5.248145539906104
2014,Greece,7.643028169014085,3.124014084507042,1.8272535211267606,5.088802816901408,3.536619718309859,3.5169718309859155
2014,Spain,8.455727699530517,3.456197183098592,2.0215492957746477,5.629906103286384,3.9126760563380283,3.89093896713615
2014,France,9.679342723004694,3.9563380281690144,2.3140845070422533,6.4446009389671355,4.47887323943662,4.453990610328638
2014,Croatia,3.95,2.33,1.43,2.59,2.85,1.54
2014,Italy,4.63,2.32,1.14,2.07,2.71,4.306924882629108
2014,Cyprus,4.28,3.54,1.31,2.93,2.71,2.33
2014,Latvia,6.026760563380281,2.463380281690141,1.4408450704225353,4.012676056338028,2.788732394366197,2.7732394366197184
2014,Lithuania,5.45,2.55,1.30,2.90,3.06,1.68
2014,Luxembourg,12.391384976525819,5.064859154929578,2.9624647887323943,8.250305164319247,5.733802816901408,5.701948356807511
2014,Hungary,4.876197183098592,1.9930985915492958,1.1657746478873239,3.2466197183098586,2.256338028169014,2.2438028169014084
2014,Malta,5.23,2.71,1.63,1.88,2.46,1.49
2014,Netherlands,2.57,2.85,1.07,2.28,2.05,1.06
2014,Austria,9.962417840375586,4.0720422535211265,2.3817605633802814,6.633075117370891,4.609859154929577,4.58424882629108
2014,Poland,2.45,1.93,1.04,2.35,2.2183098591549295,2.205985915492958
2014,Portugal,7.33255868544601,2.997112676056338,1.7530281690140845,4.882089201877934,3.392957746478873,3.374107981220657
2014,Romania,4.56,2.27,1.73,2.86,2.45,1.73
2014,Slovenia,3.71,2.78,1.14,2.10,2.76,1.34
2014,Slovakia,3.82,1.60,1.69,2.72,2.89,1.33
2014,Finland,11.222558685446009,2.54,2.6830281690140847,7.4720892018779335,5.192957746478874,5.164107981220657
2014,Sweden,12.19962441314554,4.986478873239436,2.916619718309859,8.122629107981219,5.645070422535211,5.613708920187793
2014,United Kingdom,11.277347417840376,4.609507042253521,2.6961267605633803,7.5085680751173705,5.21830985915493,5.1893192488262905
2014,Iceland,11.268215962441314,4.6057746478873245,2.693943661971831,7.502488262910798,5.214084507042253,5.185117370892019
2014,Norway,7.62,4.56,2.50,4.81,4.03,1.06
2014,Switzerland,13.971126760563381,5.71056338028169,3.340140845070423,9.302112676056337,6.464788732394367,6.428873239436619
2014,Montenegro,4.501807511737089,1.8400704225352111,1.0762676056338027,2.997347417840375,2.0830985915492954,2.071525821596244
2014,North Macedonia,3.8169483568075115,1.5601408450704226,0.9125352112676056,2.5413615023474176,1.7661971830985914,1.7563849765258217
2014,Albania,3.7895539906103286,1.5489436619718309,0.9059859154929577,2.5231220657276996,1.7535211267605635,1.7437793427230046
2014,Serbia,4.145680751173709,1.6945070422535213,0.9911267605633802,2.760234741784037,1.9183098591549295,1.9076525821596244
2014,Turkey,4.711830985915493,3.89,0.68,2.03,2.1802816901408453,2.168169014084507
2014,Bosnia and Herzegovina,4.41962441314554,1.8064788732394366,1.0566197183098591,2.9426291079812206,2.045070422535211,2.0337089201877934
2014,Kosovo (under United Nations Security Council Resolution 1244/99),9.131455399061032,3.732394366197183,2.1830985915492955,6.07981220657277,4.225352112676056,4.2018779342723
2015,European Union - 27 countries (from 2020),8.685510688836105,3.550118764845606,2.076484560570071,5.782897862232779,4.019002375296912,3.9966745843230402
2015,European Union - 28 countries (2013-2020),9.239904988123515,3.7767220902612824,2.209026128266033,6.1520190023752965,4.275534441805226,4.251781472684085
2015,European Union - 15 countries (1995-2004),9.9421377672209,4.06375296912114,2.3769121140142517,6.619572446555819,4.600475059382423,4.574916864608076
2015,Euro area - 19 countries  (from 2015),9.184465558194775,3.7540617577197155,2.195771971496437,6.115106888361046,4.249881235154395,4.226270783847982
2015,Euro area - 12 countries (2001-2006),9.286104513064133,3.7956057007125894,2.2200712589073635,6.182779097387172,4.296912114014252,4.273040380047506
2015,Belgium,9.822019002375297,4.014655581947744,2.3481947743467937,6.539596199524939,4.544893111638955,4.519643705463182
2015,Bulgaria,3.89,1.59,0.93,2.59,1.80,1.79
2015,Czechia,3.25,1.81,1.54,2.55,2.55,1.13
2015,Denmark,12.464631828978623,5.09479809976247,2.979976247030879,8.299073634204277,5.7676959619952495,5.735653206650832
2015,Germany (until 1990 former territory of the FRG),9.27686460807601,3.7918289786223283,2.2178622327790976,6.176627078384798,4.292636579572447,4.2687885985748215
2015,Estonia,6.366294536817103,2.602161520190024,1.522019002375297,4.238741092636579,2.9458432304038005,2.929477434679335
2015,Ireland,11.291163895486935,4.615154394299287,2.6994299287410928,7.517767220902613,5.2247030878859855,5.195676959619952
2015,Greece,7.484323040380048,3.059144893111639,1.7893111638954868,4.98313539192399,3.4631828978622328,3.4439429928741094
2015,Spain,8.315914489311163,3.399049881235154,1.98812351543943,5.536817102137767,3.847980997624703,3.8266033254156766
2015,France,9.600261282660334,3.924014251781473,2.2951781472684085,6.3919477434679335,4.442280285035629,4.417600950118765
2015,Croatia,3.95,2.33,1.43,2.59,2.85,1.54
2015,Italy,4.63,2.32,1.14,2.07,2.71,4.264536817102138
2015,Cyprus,4.28,3.54,1.31,2.93,2.71,2.33
2015,Latvia,5.932019002375298,2.4246555819477433,1.4181947743467933,3.9495961995249402,2.7448931116389548,2.729643705463183
2015,Lithuania,5.45,2.55,1.30,2.90,3.06,1.68
2015,Luxembourg,12.205914489311164,4.989049881235155,2.91812351543943,8.126817102137766,5.647980997624703,5.616603325415677
2015,Hungary,4.9248693586698336,2.0129928741092638,1.1774109263657957,3.279026128266033,2.278859857482185,2.2661995249406175
2015,Malta,5.23,2.71,1.63,1.88,2.46,1.49
2015,Netherlands,2.57,2.85,1.07,2.28,2.05,1.06
2015,Austria,9.905178147268408,4.048646080760095,2.3680760095011877,6.594964370546317,4.583372921615202,4.557909738717339
2015,Poland,2.45,1.93,1.04,2.35,2.1847980997624705,2.1726603325415677
2015,Portugal,7.271805225653207,2.97228028503563,1.7385035629453682,4.841638954869358,3.3648456057007126,3.3461520190023757
2015,Romania,4.56,2.27,1.73,2.86,2.45,1.73
2015,Slovenia,3.71,2.78,1.14,2.10,2.76,1.34
2015,Slovakia,3.82,1.60,1.69,2.72,2.89,1.33
2015,Finland,11.050926365795723,2.54,2.6419952494061754,7.357814726840854,5.11353919239905,5.085130641330166
2015,Sweden,11.900997624703088,4.864418052256533,2.845225653206651,7.923800475059382,5.506888361045132,5.476294536817102
2015,United Kingdom,12.446152019002374,5.087244655581948,2.975558194774347,8.286769596199523,5.759144893111638,5.727149643705462
2015,Iceland,12.233634204275535,5.000380047505939,2.924750593824228,8.145273159144892,5.660807600950119,5.62935866983373
2015,Norway,7.62,4.56,2.50,4.81,4.03,1.06
2015,Switzerland,15.42140142517815,6.303349168646082,3.6868646080760095,10.26771971496437,7.135866983372922,7.096223277909739
2015,Montenegro,4.435154394299287,1.812826603325416,1.0603325415676959,2.9529691211401423,2.0522565320665085,2.040855106888361
2015,North Macedonia,3.7791211401425175,1.5446793349168646,0.9034916864608076,2.516175771971496,1.7486935866983373,1.738978622327791
2015,Albania,3.677482185273159,1.5031353919239903,0.8791923990498811,2.4485035629453678,1.7016627078384798,1.6922090261282658
2015,Serbia,3.9823990498812356,1.627767220902613,0.9520902612826604,2.651520190023753,1.8427553444180522,1.8325178147268408
2015,Turkey,4.666152019002375,3.89,0.68,2.03,2.159144893111639,2.147149643705463
2015,Bosnia and Herzegovina,4.342755344418053,1.775059382422803,1.0382422802850355,2.8914489311163893,2.009501187648456,1.9983372921615201
2015,Kosovo (under United Nations Security Council Resolution 1244/99),9.239904988123515,3.7767220902612824,2.209026128266033,6.1520190023752965,4.275534441805226,4.251781472684085
2016,European Union - 27 countries (from 2020),8.626435185185183,3.525972222222222,2.062361111111111,5.743564814814814,3.9916666666666663,3.9694907407407403
2016,European Union - 28 countries (2013-2020),9.00462962962963,3.6805555555555554,2.1527777777777777,5.99537037037037,4.166666666666666,4.143518518518518
2016,European Union - 15 countries (1995-2004),9.68898148148148,3.960277777777778,2.3163888888888886,6.451018518518517,4.483333333333333,4.458425925925925
2016,Euro area - 19 countries  (from 2015),9.130694444444444,3.7320833333333336,2.182916666666667,6.079305555555554,4.225,4.201527777777778
2016,Euro area - 12 countries (2001-2006),9.22974537037037,3.772569444444444,2.2065972222222223,6.145254629629629,4.270833333333333,4.247106481481481
2016,Belgium,9.95912037037037,4.070694444444444,2.3809722222222223,6.630879629629628,4.6083333333333325,4.582731481481481
2016,Bulgaria,3.89,1.59,0.93,2.59,1.80,1.79
