TIME,GEO,All-purposes household cleaner (1 l),Cleaner for WC (1 l),Cleaning liquid for windows (1 l),"Detergent for washing machine, powder, 70-90 g/wash (1 kg) ","Detergent for washing machine, powder, > 90 g/wash (1 kg) "
2014,Netherlands,1.28,2.03,2.64,2.76,2.3718072289156624
2014,Austria,1.5730120481927712,2.197590361445783,2.8106024096385545,3.678072289156627,2.232289156626506
2014,Poland,1.314120481927711,2.69,3.15,3.0727228915662654,2.44
2014,Portugal,1.499277108433735,2.094578313253012,2.6788554216867473,3.50566265060241,2.1276506024096387
2014,Romania,1.3403373493975905,2.32,2.77,3.06,2.10
2014,Slovenia,1.76,2.23,2.40,3.6972289156626506,2.52
2014,Slovakia,2.51,2.52,3.97,3.01,2.1532289156626505
2014,Finland,2.70,2.5249397590361444,3.2292650602409636,4.225951807228916,2.5648072289156625
2014,Sweden,1.8187951807228917,2.5409638554216865,3.2497590361445785,4.25277108433735,2.5810843373493975
2014,United Kingdom,1.8499277108433736,2.584457831325301,3.305385542168675,4.3255662650602416,2.625265060240964
2014,Iceland,2.557783132530121,3.5733734939759034,4.570156626506025,5.980698795180723,3.629795180722891
2014,Norway,2.71,4.47,4.98,4.452,1.12
2014,Switzerland,1.8040481927710843,2.520361445783132,3.223409638554217,4.218289156626506,2.560156626506024
2014,Montenegro,1.4337349397590362,2.003012048192771,2.5617469879518073,3.352409638554217,2.0346385542168677
2014,North Macedonia,1.2485783132530122,1.7443373493975904,2.230915662650603,2.9194698795180725,1.7718795180722893
2014,Albania,1.6500240963855426,2.305180722891566,2.948204819277109,3.858144578313253,2.341578313253012
2014,Serbia,1.453397590361446,2.0304819277108432,2.5968795180722895,3.398385542168675,2.0625421686746988
2014,Turkey,1.44,1.9503614457831324,2.494409638554217,2.10,1.981156626506024
2014,Bosnia and Herzegovina,1.5123855421686747,2.11289156626506,2.702277108433735,3.5363132530120485,2.1462530120481924
2014,Kosovo (under United Nations Security Council Resolution 1244/99),1.3632771084337352,1.9045783132530119,2.4358554216867474,3.1876626506024097,1.9346506024096384
2015,European Union - 27 countries (from 2020),1.6477244772447726,2.3019680196801966,2.94409594095941,3.8527675276752773,2.3383148831488314
2015,European Union - 28 countries (2013-2020),1.6728167281672817,2.337023370233702,2.9889298892988934,3.9114391143911442,2.3739237392373926
2015,European Union - 15 countries (1995-2004),1.716309963099631,2.3977859778597783,3.0666420664206644,4.013136531365314,2.435645756457564
2015,Euro area - 19 countries  (from 2015),1.6828536285362854,2.3510455104551045,3.0068634686346862,3.934907749077491,2.3881672816728168
2015,Euro area - 12 countries (2001-2006),1.6878720787207875,2.358056580565806,3.0158302583025836,3.9466420664206647,2.395289052890529
2015,Belgium,1.7246740467404675,2.409471094710947,3.081586715867159,4.03269372693727,2.4475153751537513
2015,Bulgaria,1.36,1.90,2.43,3.18,1.93
2015,Czechia,2.23,2.27,3.35,2.45,2.086678966789668
2015,Denmark,1.85849938499385,2.596432964329643,3.3207011070110704,4.345608856088561,2.6374292742927428
2015,Germany (until 1990 former territory of the FRG),1.642706027060271,2.2949569495694955,2.9351291512915134,3.8410332103321037,2.3311931119311193
2015,Estonia,1.5122263222632228,2.1126691266912667,2.7019926199262,3.5359409594095945,2.146027060270603
2015,Ireland,1.6493972939729398,2.30430504305043,2.947084870848709,3.856678966789668,2.3406888068880685
2015,Greece,1.5423370233702338,2.154735547355474,2.75579335793358,3.606346863468635,2.1887576875768757
2015,Spain,1.6828536285362854,2.3510455104551045,3.0068634686346862,3.934907749077491,2.3881672816728168
2015,France,1.744747847478475,2.4375153751537515,3.1174538745387457,4.079630996309963,2.4760024600246
2015,Croatia,2.72,2.60,2.70,3.16,2.160270602706027
2015,Italy,2.20,2.58,3.1413653136531368,4.110922509225093,2.58
2015,Cyprus,2.03,2.04,2.96,3.03,2.805977859778598
2015,Latvia,1.4085116851168513,1.9677736777367774,2.516678966789668,3.293431734317344,1.9988437884378845
2015,Lithuania,2.06,2.58,3.33,3.79,2.153148831488315
2015,Luxembourg,1.8601722017220177,2.598769987699877,3.323690036900369,4.349520295202953,2.6398031980319803
2015,Hungary,1.4051660516605167,1.96309963099631,2.5107011070110703,3.2856088560885612,1.9940959409594097
2015,Malta,3.72,3.33,3.34,3.40,2.93
2015,Netherlands,1.28,2.03,2.64,2.76,2.293210332103321
2015,Austria,1.5222632226322264,2.1266912669126694,2.719926199261993,3.559409594095941,2.160270602706027
2015,Poland,1.2897416974169742,2.69,3.15,3.015719557195572,2.44
2015,Portugal,1.8718819188191886,2.615129151291513,3.344612546125462,4.376900369003691,2.6564206642066424
2015,Romania,1.485461254612546,2.32,2.77,3.06,2.10
2015,Slovenia,1.76,2.23,2.40,3.837121771217712,2.52
2015,Slovakia,2.51,2.52,3.97,3.01,2.086678966789668
2015,Finland,2.70,2.458548585485855,3.144354243542436,4.114833948339483,2.497367773677737
2015,Sweden,1.9705781057810579,2.753013530135301,3.5209594095940964,4.607675276752768,2.796482164821648
2015,United Kingdom,1.8133333333333335,2.5333333333333337,3.2400000000000007,4.240000000000001,2.5733333333333337
2015,Iceland,2.3988191881918826,3.351291512915129,4.286125461254613,5.609003690036901,3.4042066420664208
2015,Norway,2.71,4.47,4.98,4.7876014760147605,1.12
2015,Switzerland,2.1110947109471097,2.9493234932349326,3.7720295202952037,4.936236162361624,2.9958917589175895
2015,Montenegro,1.555719557195572,2.1734317343173433,2.779704797047971,3.637638376383764,2.207749077490775
2015,North Macedonia,1.4051660516605167,1.96309963099631,2.5107011070110703,3.2856088560885612,1.9940959409594097
2015,Albania,1.525608856088561,2.1313653136531365,2.7259040590405905,3.5672324723247235,2.165018450184502
2015,Serbia,1.5356457564575645,2.1453874538745388,2.743837638376384,3.59070110701107,2.179261992619926
2015,Turkey,1.44,2.241205412054121,2.866383763837639,2.10,2.2765928659286594
2015,Bosnia and Herzegovina,1.6410332103321033,2.292619926199262,2.9321402214022143,3.837121771217712,2.328819188191882
2015,Kosovo (under United Nations Security Council Resolution 1244/99),1.4168757687576876,1.979458794587946,2.5316236162361627,3.312988929889299,2.0107134071340713
2016,European Union - 27 countries (from 2020),1.6336287425149703,2.2822754491017965,2.9189101796407186,3.819808383233533,2.3183113772455086
2016,European Union - 28 countries (2013-2020),1.6287425149700598,2.2754491017964074,2.9101796407185634,3.808383233532934,2.311377245508982
2016,European Union - 15 countries (1995-2004),1.6694610778443115,2.3323353293413174,2.982934131736527,3.9035928143712573,2.3691616766467063
2016,Euro area - 19 countries  (from 2015),1.6710898203592814,2.3346107784431136,2.9858443113772455,3.90740119760479,2.371473053892215
2016,Euro area - 12 countries (2001-2006),1.6759760479041919,2.3414371257485027,2.9945748502994016,3.9188263473053895,2.3784071856287428
2016,Belgium,1.713437125748503,2.3937724550898203,3.0615089820359285,4.0064191616766465,2.431568862275449
2016,Bulgaria,1.36,1.90,2.43,3.18,1.93
2016,Czechia,2.23,2.27,3.35,2.45,2.1195329341317364
2016,Denmark,1.8583952095808385,2.5962874251497006,3.32051497005988,4.3453652694610785,2.6372814371257483
2016,Germany (until 1990 former territory of the FRG),1.6466586826347307,2.300479041916167,2.942191616766467,3.850275449101796,2.3368023952095807
2016,Estonia,1.524502994011976,2.1298203592814366,2.723928143712575,3.5646467065868266,2.1634491017964073
2016,Ireland,1.609197604790419,2.2481437125748505,2.87525748502994,3.762682634730539,2.283640718562874
2016,Greece,1.5017005988023953,2.0979640718562873,2.6831856287425153,3.5113293413173654,2.1310898203592816
2016,Spain,1.6515449101796411,2.3073053892215567,2.950922155688623,3.861700598802396,2.343736526946108
2016,France,1.715065868263473,2.3960479041916165,3.0644191616766467,4.01022754491018,2.433880239520958
2016,Croatia,2.72,2.60,2.70,3.16,2.200431137724551
2016,Italy,2.20,2.58,3.131353293413174,4.097820359281437,2.58
2016,Cyprus,2.03,2.04,2.96,3.03,2.6696407185628743
2016,Latvia,1.4153772455089821,1.977365269461078,2.5289461077844315,3.30948502994012,2.0085868263473055
2016,Lithuania,2.06,2.58,3.33,3.79,2.1310898203592816
2016,Luxembourg,1.819305389221557,2.5416766467065868,3.250670658682635,4.253964071856288,2.581808383233533
2016,Hungary,1.413748502994012,1.9750898203592813,2.526035928143713,3.305676646706587,2.0062754491017962
2016,Malta,3.72,3.33,3.34,3.40,2.93
2016,Netherlands,1.28,2.03,2.64,2.76,2.276706586826347
2016,Austria,1.521245508982036,2.125269461077844,2.718107784431138,3.557029940119761,2.1588263473053892
2016,Poland,1.224814371257485,2.69,3.15,2.8639041916167667,2.44
