TIME,GEO,All-purposes household cleaner (1 l),Cleaner for WC (1 l),Cleaning liquid for windows (1 l),"Detergent for washing machine, powder, 70-90 g/wash (1 kg) ","Detergent for washing machine, powder, > 90 g/wash (1 kg) "
2016,Portugal,1.8583952095808385,2.5962874251497006,3.32051497005988,4.3453652694610785,2.6372814371257483
2016,Romania,1.4788982035928144,2.32,2.77,3.06,2.10
2016,Slovenia,1.76,2.23,2.40,3.8121916167664667,2.52
2016,Slovakia,2.51,2.52,3.97,3.01,2.1195329341317364
2016,Finland,2.70,2.4279041916167663,3.1051616766467065,4.063544910179641,2.466239520958084
2016,Sweden,1.8649101796407186,2.605389221556886,3.3321556886227546,4.360598802395209,2.6465269461077843
2016,United Kingdom,1.6075688622754492,2.245868263473054,2.872347305389222,3.7588742514970064,2.281329341317365
2016,Iceland,2.5066347305389227,3.501916167664671,4.478766467065869,5.861101796407186,3.557209580838323
2016,Norway,2.71,4.47,4.98,4.7795209580838325,1.12
2016,Switzerland,1.9430898203592817,2.7146107784431135,3.4718443113772457,4.5434011976047906,2.7574730538922156
2016,Montenegro,1.5603353293413176,2.179880239520958,2.787952095808383,3.648431137724551,2.2142994011976045
2016,North Macedonia,1.4316646706586829,2.0001197604790417,2.5580479041916173,3.3475688622754496,2.031700598802395
2016,Albania,1.5424191616766467,2.1548502994011978,2.755940119760479,3.6065389221556887,2.1888742514970057
2016,Serbia,1.5293892215568865,2.136646706586826,2.7326586826347308,3.5760718562874256,2.170383233532934
2016,Turkey,1.44,2.207185628742515,2.822874251497006,2.10,2.2420359281437126
2016,Bosnia and Herzegovina,1.61897005988024,2.2617964071856287,2.892718562874252,3.785532934131737,2.2975089820359282
2016,Kosovo (under United Nations Security Council Resolution 1244/99),1.4593532934131737,2.0388023952095806,2.6075209580838323,3.412311377245509,2.070994011976048
2017,European Union - 27 countries (from 2020),1.6159053254437872,2.2575147928994084,2.8872426035502965,3.778366863905326,2.2931597633136094
2017,European Union - 28 countries (2013-2020),1.6094674556213018,2.2485207100591715,2.8757396449704147,3.7633136094674557,2.2840236686390534
2017,European Union - 15 countries (1995-2004),1.6497041420118344,2.304733727810651,2.947633136094675,3.857396449704142,2.3411242603550293
2017,Euro area - 19 countries  (from 2015),1.6529230769230772,2.309230769230769,2.953384615384616,3.864923076923077,2.3456923076923077
2017,Euro area - 12 countries (2001-2006),1.657751479289941,2.3159763313609467,2.9620118343195267,3.8762130177514798,2.3525443786982247
2017,Belgium,1.710863905325444,2.3901775147928994,3.0569112426035505,4.000402366863905,2.4279171597633136
2017,Bulgaria,1.36,1.90,2.43,3.18,1.93
2017,Czechia,2.23,2.27,3.35,2.45,2.1309940828402367
2017,Denmark,1.8364023668639056,2.565562130177515,3.281218934911242,4.293940828402367,2.6060710059171597
2017,Germany (until 1990 former territory of the FRG),1.6384378698224853,2.2889940828402366,2.9275029585798817,3.8310532544378697,2.3251360946745563
2017,Estonia,1.5418698224852072,2.1540828402366863,2.754958579881657,3.6052544378698226,2.1880946745562126
2017,Ireland,1.5531360946745563,2.1698224852071006,2.77508875739645,3.631597633136095,2.2040828402366865
2017,Greece,1.4195502958579884,1.9831952662721892,2.5364023668639057,3.319242603550296,2.014508875739645
2017,Spain,1.6207337278106513,2.2642603550295854,2.8958698224852073,3.789656804733728,2.300011834319527
2017,France,1.6786745562130179,2.3452071005917157,2.9993964497041423,3.925136094674557,2.382236686390532
2017,Croatia,2.72,2.60,2.70,3.16,2.2155029585798816
2017,Italy,2.20,2.58,3.097171597633136,4.05308875739645,2.58
2017,Cyprus,2.03,2.04,2.96,3.03,2.5740946745562128
2017,Latvia,1.4163313609467456,1.9786982248520708,2.5306508875739646,3.3117159763313615,2.009940828402367
2017,Lithuania,2.06,2.58,3.33,3.79,2.1104378698224853
2017,Luxembourg,1.839621301775148,2.570059171597633,3.2869704142011837,4.301467455621301,2.6106390532544377
2017,Hungary,1.438863905325444,2.0101775147928995,2.5709112426035503,3.3644023668639056,2.0419171597633134
2017,Malta,3.72,3.33,3.34,3.40,2.93
2017,Netherlands,1.28,2.03,2.64,2.76,2.2474792899408285
2017,Austria,1.5289940828402369,2.136094674556213,2.731952662721894,3.5751479289940833,2.1698224852071006
2017,Poland,1.2408994082840237,2.69,3.15,2.901514792899408,2.44
2017,Portugal,1.8460591715976333,2.57905325443787,3.298473372781065,4.316520710059172,2.619775147928994
2017,Romania,1.4726627218934913,2.32,2.77,3.06,2.10
2017,Slovenia,1.76,2.23,2.40,3.7181538461538466,2.52
2017,Slovakia,2.51,2.52,3.97,3.01,2.140130177514793
2017,Finland,2.70,2.401420118343195,3.0712899408284025,4.019218934911243,2.439337278106509
2017,Sweden,1.8428402366863905,2.5745562130177513,3.2927218934911244,4.308994082840237,2.6152071005917157
2017,United Kingdom,1.5756686390532546,2.201301775147929,2.815349112426036,3.68428402366864,2.236059171597633
2017,Iceland,2.5558343195266273,3.5706508875739646,4.566674556213019,5.97614201183432,3.627029585798817
2017,Norway,2.71,4.47,4.98,4.786934911242604,1.12
2017,Switzerland,1.8428402366863905,2.5745562130177513,3.2927218934911244,4.308994082840237,2.6152071005917157
2017,Montenegro,1.546698224852071,2.160828402366864,2.763585798816568,3.616544378698225,2.19494674556213
2017,North Macedonia,1.4581775147928995,2.037159763313609,2.6054201183431953,3.4095621301775147,2.069325443786982
2017,Albania,1.5531360946745563,2.1698224852071006,2.77508875739645,3.631597633136095,2.2040828402366865
2017,Serbia,1.572449704142012,2.1968047337278107,2.8095976331360952,3.6767573964497045,2.231491124260355
2017,Turkey,1.44,1.9202366863905325,2.455881656804734,2.10,1.9505562130177516
2017,Bosnia and Herzegovina,1.6159053254437872,2.2575147928994084,2.8872426035502965,3.778366863905326,2.2931597633136094
2017,Kosovo (under United Nations Security Council Resolution 1244/99),1.4887573964497043,2.0798816568047336,2.6600591715976334,3.481065088757397,2.1127218934911243
2018,European Union - 27 countries (from 2020),1.3681518481518484,1.9113886113886114,2.444565434565435,3.199060939060939,1.9415684315684316
2018,European Union - 28 countries (2013-2020),1.3586413586413588,1.8981018981018982,2.427572427572428,3.176823176823177,1.9280719280719283
2018,European Union - 15 countries (1995-2004),1.3803796203796206,1.9284715284715286,2.4664135864135868,3.227652347652348,1.958921078921079
2018,Euro area - 19 countries  (from 2015),1.3871728271728272,1.937962037962038,2.478551448551449,3.2435364635364636,1.9685614385614383
2018,Euro area - 12 countries (2001-2006),1.3912487512487515,1.9436563436563439,2.485834165834166,3.253066933066934,1.9743456543456546
2018,Belgium,1.4211388611388611,1.9854145854145853,2.5392407592407595,3.322957042957043,2.0167632367632367
2018,Bulgaria,1.36,1.90,2.43,3.18,1.93
2018,Czechia,2.23,2.27,3.35,2.45,1.8663736263736264
2018,Denmark,1.55972027972028,2.179020979020979,2.786853146853147,3.646993006993007,2.2134265734265735
2018,Germany (until 1990 former territory of the FRG),1.3898901098901102,1.9417582417582415,2.4834065934065936,3.24989010989011,1.9724175824175825
2018,Estonia,1.1833766233766234,1.6532467532467532,2.1144155844155845,2.767012987012987,1.6793506493506491
2018,Ireland,1.3654345654345657,1.9075924075924076,2.43971028971029,3.192707292707293,1.9377122877122879
2018,Greece,1.3382617382617383,1.8696303696303695,2.3911588411588416,3.1291708291708296,1.899150849150849
2018,Spain,1.3450549450549454,1.879120879120879,2.4032967032967036,3.145054945054945,1.908791208791209
2018,France,1.4673326673326677,2.04995004995005,2.621778221778222,3.430969030969031,2.0823176823176826
2018,Croatia,2.72,2.60,2.70,3.16,1.9454245754245756
2018,Italy,2.20,2.58,2.4130069930069933,3.1577622377622383,2.58
2018,Cyprus,2.03,2.04,2.96,3.03,2.1054545454545455
2018,Latvia,1.211908091908092,1.693106893106893,2.1653946053946056,2.833726273726274,1.71984015984016
2018,Lithuania,2.06,2.58,3.33,3.79,1.7680419580419582
2018,Luxembourg,1.5882517482517484,2.2188811188811193,2.837832167832168,3.713706293706294,2.253916083916084
2018,Hungary,1.1996803196803199,1.676023976023976,2.143546453546454,2.8051348651348653,1.7024875124875125
2018,Malta,3.72,3.33,3.34,3.40,2.93
2018,Netherlands,1.28,2.03,2.64,2.76,1.8740859140859143
2018,Austria,1.2988611388611389,1.8145854145854146,2.320759240759241,3.037042957042957,1.8432367632367632
2018,Poland,1.162997002997003,2.69,3.15,2.719360639360639,2.44
2018,Portugal,1.4686913086913087,2.051848151848152,2.6242057942057944,3.434145854145854,2.084245754245754
2018,Romania,1.2621778221778224,2.32,2.77,3.06,2.10
2018,Slovenia,1.76,2.23,2.40,3.376963036963037,2.52
2018,Slovakia,2.51,2.52,3.97,3.01,1.825884115884116
2018,Finland,2.70,2.0233766233766235,2.587792207792208,3.386493506493507,2.055324675324675
2018,Sweden,1.571948051948052,2.196103896103896,2.808701298701299,3.6755844155844164,2.2307792207792208
2018,United Kingdom,1.3110889110889112,1.8316683316683318,2.342607392607393,3.0656343656343656,1.8605894105894107
2018,Iceland,1.8925874125874131,2.6440559440559444,3.381608391608392,4.425314685314686,2.685804195804196
2018,Norway,2.71,4.47,4.98,3.605694305694306,1.12
2018,Switzerland,1.5420579420579423,2.1543456543456543,2.7552947052947054,3.605694305694306,2.1883616383616387
2018,Montenegro,1.3070129870129874,1.825974025974026,2.3353246753246757,3.056103896103896,1.854805194805195
2018,North Macedonia,1.226853146853147,1.713986013986014,2.192097902097902,2.868671328671329,1.741048951048951
2018,Albania,1.5814585414585418,2.2093906093906095,2.8256943056943062,3.6978221778221783,2.2442757242757247
2018,Serbia,1.3165234765234768,1.8392607392607394,2.352317682317683,3.078341658341659,1.8683016983016985
2018,Turkey,1.44,1.6684315684315685,2.1338361638361643,2.10,1.6947752247752248
2018,Bosnia and Herzegovina,1.3341858141858145,1.8639360639360638,2.3838761238761244,3.11964035964036,1.8933666333666337
2018,Kosovo (under United Nations Security Council Resolution 1244/99),1.3586413586413588,1.8981018981018982,2.427572427572428,3.176823176823177,1.9280719280719283
2019,European Union - 27 countries (from 2020),1.3681518481518484,1.9113886113886114,2.444565434565435,3.199060939060939,1.9415684315684316
2019,European Union - 28 countries (2013-2020),1.3586413586413588,1.8981018981018982,2.427572427572428,3.176823176823177,1.9280719280719283
2019,European Union - 15 countries (1995-2004),1.3803796203796206,1.9284715284715286,2.4664135864135868,3.227652347652348,1.958921078921079
2019,Euro area - 19 countries  (from 2015),1.3871728271728272,1.937962037962038,2.478551448551449,3.2435364635364636,1.9685614385614383
2019,Euro area - 12 countries (2001-2006),1.3912487512487515,1.9436563436563439,2.485834165834166,3.253066933066934,1.9743456543456546
2019,Belgium,1.4211388611388611,1.9854145854145853,2.5392407592407595,3.322957042957043,2.0167632367632367
2019,Bulgaria,1.36,1.90,2.43,3.18,1.93
2019,Czechia,2.23,2.27,3.35,2.45,1.8663736263736264
2019,Denmark,1.55972027972028,2.179020979020979,2.786853146853147,3.646993006993007,2.2134265734265735
2019,Germany (until 1990 former territory of the FRG),1.3898901098901102,1.9417582417582415,2.4834065934065936,3.24989010989011,1.9724175824175825
2019,Estonia,1.1833766233766234,1.6532467532467532,2.1144155844155845,2.767012987012987,1.6793506493506491
2019,Ireland,1.3654345654345657,1.9075924075924076,2.43971028971029,3.192707292707293,1.9377122877122879
2019,Greece,1.3382617382617383,1.8696303696303695,2.3911588411588416,3.1291708291708296,1.899150849150849
2019,Spain,1.3450549450549454,1.879120879120879,2.4032967032967036,3.145054945054945,1.908791208791209
2019,France,1.4673326673326677,2.04995004995005,2.621778221778222,3.430969030969031,2.0823176823176826
2019,Croatia,2.72,2.60,2.70,3.16,1.9454245754245756
2019,Italy,2.20,2.58,2.4130069930069933,3.1577622377622383,2.58
2019,Cyprus,2.03,2.04,2.96,3.03,2.1054545454545455
2019,Latvia,1.211908091908092,1.693106893106893,2.1653946053946056,2.833726273726274,1.71984015984016
2019,Lithuania,2.06,2.58,3.33,3.79,1.7680419580419582
2019,Luxembourg,1.5882517482517484,2.2188811188811193,2.837832167832168,3.713706293706294,2.253916083916084
2019,Hungary,1.1996803196803199,1.676023976023976,2.143546453546454,2.8051348651348653,1.7024875124875125
2019,Malta,3.72,3.33,3.34,3.40,2.93
2019,Netherlands,1.28,2.03,2.64,2.76,1.8740859140859143
2019,Austria,1.2988611388611389,1.8145854145854146,2.320759240759241,3.037042957042957,1.8432367632367632
2019,Poland,1.162997002997003,2.69,3.15,2.719360639360639,2.44
2019,Portugal,1.4686913086913087,2.051848151848152,2.6242057942057944,3.434145854145854,2.084245754245754
2019,Romania,1.2621778221778224,2.32,2.77,3.06,2.10
2019,Slovenia,1.76,2.23,2.40,3.376963036963037,2.52
2019,Slovakia,2.51,2.52,3.97,3.01,1.825884115884116
2019,Finland,2.70,2.0233766233766235,2.587792207792208,3.386493506493507,2.055324675324675
2019,Sweden,1.571948051948052,2.196103896103896,2.808701298701299,3.6755844155844164,2.2307792207792208
2019,United Kingdom,1.3110889110889112,1.8316683316683318,2.342607392607393,3.0656343656343656,1.8605894105894107
2019,Iceland,1.8925874125874131,2.6440559440559444,3.381608391608392,4.425314685314686,2.685804195804196
2019,Norway,2.71,4.47,4.98,3.605694305694306,1.12
2019,Switzerland,1.5420579420579423,2.1543456543456543,2.7552947052947054,3.605694305694306,2.1883616383616387
2019,Montenegro,1.3070129870129874,1.825974025974026,2.3353246753246757,3.056103896103896,1.854805194805195
2019,North Macedonia,1.226853146853147,1.713986013986014,2.192097902097902,2.868671328671329,1.741048951048951
2019,Albania,1.5814585414585418,2.2093906093906095,2.8256943056943062,3.6978221778221783,2.2442757242757247
2019,Serbia,1.3165234765234768,1.8392607392607394,2.352317682317683,3.078341658341659,1.8683016983016985
2019,Turkey,1.44,1.6684315684315685,2.1338361638361643,2.10,1.6947752247752248
2019,Bosnia and Herzegovina,1.3341858141858145,1.8639360639360638,2.3838761238761244,3.11964035964036,1.8933666333666337
2019,Kosovo (under United Nations Security Council Resolution 1244/99),1.3586413586413588,1.8981018981018982,2.427572427572428,3.176823176823177,1.9280719280719283
