Name,BUURTCODE,Household_size,Food,Green_electricity,nongreen_electricity,Gas,Energy,Water,Car,Train,bustram,Public Transport,Mobility,GWP clothes,GWP household cleaning,GWP footwear,GWP_furniture,GWP_paper,GWP personal care,BoP,Waste per capita,Waste per house,Total per capita
Vruchtenbuurt,53,2.2,1045.41139,9.330453886,323.7204765,174.4017641,507.4526945,5.528577493,2449.411071,91.02488525,60.85531226,151.8801975,2601.291269,183.3777626,60.57545906,6.553367636,239.8499703,52.25832674,68.79546381,611.4103501,634.0603627,1394.932798,5405.154644
Waalsdorp,77,2.4,1016.398803,10.3439801,416.6187208,228.2804619,655.2431628,5.98776818,2310.84309,89.98451344,60.58638014,150.5708936,2461.413984,178.0900147,61.65239353,6.004974086,240.1736601,51.87943791,71.68532232,609.4858026,632.3258997,1517.582159,5380.85542
Waldeck-Noord,94,1.5,1068.005058,11.46591642,499.513575,159.8182857,670.7977771,7.357857645,2309.817172,98.70820721,66.44448851,165.1526957,2474.969868,200.4517821,58.89540188,6.436270701,250.7005829,55.80634146,59.84073448,632.1311135,801.4589542,1202.188431,5654.720628
Waldeck-Zuid,6,1.8,1061.897201,11.35405649,408.1890443,153.491656,573.0347568,6.472654576,2385.239874,94.48444116,63.26471747,157.7491586,2542.989033,205.8593145,62.23213488,6.505051892,225.2155957,49.62721578,55.02652056,604.4658333,667.8824617,1202.188431,5456.74194
Waterbuurt,114,2.6,1040.398658,10.66243127,306.7860539,10.55170681,328.000192,4.711727734,2448.398036,90.03975082,60.79985872,150.8396095,2599.237646,172.5721312,42.49947519,4.823084674,244.1298955,50.24330253,58.76343893,573.031328,602.8044252,1567.291505,5148.183977
Westbroekpark,73,1.9,1040.95074,11.64665089,541.7592957,270.9281363,824.3340829,6.947044411,2226.691071,99.01421032,68.23707142,167.2512817,2393.942353,205.3654665,60.15940503,7.453180042,250.8209671,56.71432328,73.40060183,653.9139438,604.2739662,1148.120536,5524.36213
Willemspark,47,1.6,1072.36813,11.97338055,480.7259531,161.1384161,653.8377497,8.038137973,2682.048305,92.77201718,61.43292755,154.2049447,2836.25325,208.7748321,50.66384782,7.719225926,231.1280949,56.8738687,68.97992689,624.1397963,749.786706,1199.65873,5944.42377
Zeeheldenkwartier,45,1.7,1065.304173,10.57606543,366.7513896,171.9081064,549.2355614,6.881901165,2665.255599,93.61414452,62.80089941,156.4150439,2821.670643,197.2120794,36.15020211,8.034875027,250.4418228,57.53901051,67.01940181,616.3973917,690.8477583,1174.441189,5750.337429
"Zijden, Steden en Zichten",96,2.1,1068.462328,8.813986037,235.7024357,131.9042038,376.4206255,5.232882451,2455.871884,90.5747454,60.90638415,151.4811296,2607.353014,172.6186637,62.10529271,4.871317589,125.017203,38.23772712,73.50560838,476.3558125,840.5445885,1765.143636,5374.369251
Zonne Veld,105,2.9,1052.330587,10.21198794,293.039431,103.3535465,406.6049654,4.327683646,2453.288035,90.86178193,61.89161366,152.7533956,2606.041431,165.1908263,45.54182087,4.736251747,254.1668379,56.62078816,65.97188454,592.2284095,575.2151246,1668.123862,5236.748201
Zorgvliet,41,1.9,1069.889573,13.42347209,508.6959442,183.32704,705.4464563,7.570597195,2452.289227,93.65127477,62.8013403,156.4526151,2608.741842,204.1796845,52.84989579,6.278239406,257.8917032,57.87620512,76.9956414,656.0713694,644.811693,1225.142217,5692.531531
Zuidwal,14,1.5,1079.225082,10.69063723,353.2373438,123.789037,487.717018,7.234122991,2740.933838,94.70004036,63.53100901,158.2310494,2899.164887,197.0553051,46.5409492,7.075529909,240.6159057,47.35549958,65.82379518,604.4669847,784.9674491,1177.451174,5862.775544
