Name,Type,Code,Mode,Distance travelled,BUURTCODE
Transvaalkwartier-Midden,Buurt,BU05183033,Passenger car (driver).1,72522.28045704294,33
Transvaalkwartier-Zuid,Buurt,BU05183034,Passenger car (driver).1,108832.65987906013,34
Rustenburg,Buurt,BU05183130,Passenger car (driver).1,99636.86380327868,30
Oostbroek-Noord,Buurt,BU05183131,Passenger car (driver).1,73934.14485833333,31
Oostbroek-Zuid,Buurt,BU05183135,Passenger car (driver).1,127295.6984605835,35
Leyenburg,Buurt,BU05183284,Passenger car (driver).1,235641.38302146213,84
"Venen, Oorden en Raden",Buurt,BU05183387,Passenger car (driver).1,126319.57245777518,87
"Zijden, Steden en Zichten",Buurt,BU05183396,Passenger car (driver).1,118972.30884394904,96
Dreven en Gaarden,Buurt,BU05183398,Passenger car (driver).1,156379.605,98
De Uithof,Buurt,BU05183399,Passenger car (driver).1,19089.457617753622,99
Morgenstond-Zuid,Buurt,BU05183480,Passenger car (driver).1,94214.35704047218,80
Morgenstond-West,Buurt,BU05183488,Passenger car (driver).1,111872.77722738014,88
Morgenstond-Oost,Buurt,BU05183489,Passenger car (driver).1,89595.44376798559,89
Zuiderpark,Buurt,BU05183536,Passenger car (driver).1,2179.8311328125,36
Moerwijk-Oost,Buurt,BU05183620,Passenger car (driver).1,51450.49424004594,20
Moerwijk-West,Buurt,BU05183637,Passenger car (driver).1,94579.71746995192,37
Moerwijk-Noord,Buurt,BU05183638,Passenger car (driver).1,108611.80746415771,38
Moerwijk-Zuid,Buurt,BU05183639,Passenger car (driver).1,70327.73228940218,39
Groente- en Fruitmarkt,Buurt,BU05183721,Passenger car (driver).1,80259.77134054563,21
Laakhaven-Oost,Buurt,BU05183819,Passenger car (driver).1,60866.24100617283,19
Laakhaven-West,Buurt,BU05183822,Passenger car (driver).1,85108.13993307622,22
Spoorwijk,Buurt,BU05183823,Passenger car (driver).1,64731.598525345624,23
Laakkwartier-West,Buurt,BU05183824,Passenger car (driver).1,131148.95896103897,24
Laakkwartier-Oost,Buurt,BU05183825,Passenger car (driver).1,182604.38274354982,25
Noordpolderbuurt,Buurt,BU05183826,Passenger car (driver).1,130243.6238825644,26
Binckhorst,Buurt,BU05183960,Passenger car (driver).1,42148.85818784916,60
Erasmus Veld,Buurt,BU05184001,Passenger car (driver).1,31961.34873839907,101
Hoge Veld,Buurt,BU05184002,Passenger car (driver).1,121010.64546056419,102
Parkbuurt oosteinde,Buurt,BU05184003,Passenger car (driver).1,53450.57795815295,103
Lage Veld,Buurt,BU05184004,Passenger car (driver).1,65314.79779463244,104
Zonne Veld,Buurt,BU05184005,Passenger car (driver).1,51901.35387536338,105
Vlietzoom-West,Buurt,BU05184106,Passenger car (driver).1,2646.862941176471,106
De Reef,Buurt,BU05184110,Passenger car (driver).1,2350.0575,110
Bosweide,Buurt,BU05184208,Passenger car (driver).1,29395.394195121953,108
De Venen,Buurt,BU05184211,Passenger car (driver).1,27140.51948717949,111
Morgenweide,Buurt,BU05184212,Passenger car (driver).1,105789.3525578136,112
Singels,Buurt,BU05184213,Passenger car (driver).1,84566.9488214924,113
Waterbuurt,Buurt,BU05184214,Passenger car (driver).1,71676.67856020943,114
De Bras,Buurt,BU05184215,Passenger car (driver).1,80999.45937233134,115
Vlietzoom-Oost,Buurt,BU05184316,Passenger car (driver).1,1744.4249375,116
De Rivieren,Buurt,BU05184317,Passenger car (driver).1,380.69624999999996,117
De Lanen,Buurt,BU05184418,Passenger car (driver).1,74854.03603710751,118
De Velden,Buurt,BU05184419,Passenger car (driver).1,64297.383619668246,119
De Vissen,Buurt,BU05184420,Passenger car (driver).1,126622.71184303351,120
Rietbuurt,Buurt,BU05184421,Passenger car (driver).1,38051.973430127044,121
