"TIME","GEO","NA_ITEM","PPP_CAT","Value","Flag and Footnotes"
"2013","Norway","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","112.2",""
"2013","Switzerland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","94.0",""
"2013","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","60.9",""
"2013","Montenegro","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","66.9",""
"2013","North Macedonia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","61.9",""
"2013","Albania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","55.3",""
"2013","Serbia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","71.0",""
"2013","Turkey","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","69.9",""
"2013","Bosnia and Herzegovina","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","58.4",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","62.8",""
"2013","United States","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2013","Japan","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2014","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","97.1",""
"2014","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.0",""
"2014","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.1",""
"2014","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.5",""
"2014","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","103.2",""
"2014","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","99.6",""
"2014","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","99.7",""
"2014","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","99.8",""
"2014","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","99.8",""
"2014","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.0",""
"2014","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.0",""
"2014","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.1",""
"2014","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.1",""
"2014","Belgium","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","111.0",""
"2014","Bulgaria","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","51.5",""
"2014","Czechia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","68.9",""
"2014","Denmark","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","104.5",""
"2014","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","93.3",""
"2014","Estonia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","88.9",""
"2014","Ireland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.1",""
"2014","Greece","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","99.9",""
"2014","Spain","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.8",""
"2014","France","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","94.4",""
"2014","Croatia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","75.7",""
"2014","Italy","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","112.4",""
"2014","Cyprus","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","99.7",""
"2014","Latvia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","83.1",""
"2014","Lithuania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","74.2",""
"2014","Luxembourg","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","117.7",""
"2014","Hungary","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","61.4",""
"2014","Malta","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","108.5",""
"2014","Netherlands","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","113.4",""
"2014","Austria","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","104.6",""
"2014","Poland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","65.6",""
"2014","Portugal","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","94.5",""
"2014","Romania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","69.2",""
"2014","Slovenia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","78.7",""
"2014","Slovakia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","72.2",""
"2014","Finland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","103.1",""
"2014","Sweden","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","110.8",""
"2014","United Kingdom","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","117.1",""
"2014","Iceland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","117.7",""
"2014","Norway","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","106.1",""
"2014","Switzerland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","93.4",""
"2014","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","58.6",""
"2014","Montenegro","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","65.3",""
"2014","North Macedonia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","60.9",""
"2014","Albania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","53.8",""
"2014","Serbia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","64.6",""
"2014","Turkey","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","68.0",""
"2014","Bosnia and Herzegovina","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","57.4",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","63",""
"2014","United States","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2014","Japan","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2015","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","95.3",""
"2015","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.0",""
"2015","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.1",""
"2015","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.6",""
"2015","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","103.4",""
"2015","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","97.8",""
"2015","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","98.0",""
"2015","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","98.0",""
"2015","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","98.0",""
"2015","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","98.2",""
"2015","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","98.2",""
"2015","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","98.3",""
"2015","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","98.3",""
"2015","Belgium","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","109.0",""
"2015","Bulgaria","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","49.9",""
"2015","Czechia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","67.9",""
"2015","Denmark","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","104.9",""
"2015","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","92.0",""
"2015","Estonia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","87.9",""
"2015","Ireland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","93.3",""
"2015","Greece","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","94.8",""
"2015","Spain","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.4",""
"2015","France","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","92.3",""
"2015","Croatia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","74.1",""
"2015","Italy","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","110.6",""
"2015","Cyprus","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","97.0",""
"2015","Latvia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","80.5",""
"2015","Lithuania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","74.2",""
"2015","Luxembourg","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","116.5",""
"2015","Hungary","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","59.5",""
"2015","Malta","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","104.9",""
"2015","Netherlands","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","111.0",""
"2015","Austria","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","104.0",""
"2015","Poland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","64.0",""
"2015","Portugal","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","91.7",""
"2015","Romania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","68.5",""
"2015","Slovenia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","74.9",""
"2015","Slovakia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","70.4",""
"2015","Finland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.2",""
"2015","Sweden","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","105.3",""
"2015","United Kingdom","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","126.7",""
"2015","Iceland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","119.4",""
"2015","Norway","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","105.1",""
"2015","Switzerland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","99.5",""
"2015","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","56.7",""
"2015","Montenegro","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","63.0",""
"2015","North Macedonia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","59.0",""
"2015","Albania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","52.5",""
"2015","Serbia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","61.8",""
"2015","Turkey","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","69.2",""
"2015","Bosnia and Herzegovina","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","55.5",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","62",""
"2015","United States","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2015","Japan","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2016","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","98.5",""
"2016","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.0",""
"2016","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.1",""
"2016","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.6",""
"2016","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.7",""
"2016","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.7",""
"2016","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.9",""
"2016","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.9",""
"2016","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.9",""
"2016","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.1",""
"2016","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.1",""
"2016","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.2",""
"2016","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.2",""
"2016","Belgium","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","104.0",""
"2016","Bulgaria","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","48.4",""
"2016","Czechia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","71.8",""
"2016","Denmark","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.1",""
"2016","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","93.6",""
"2016","Estonia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","80.3",""
"2016","Ireland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","106.6",""
"2016","Greece","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.6",""
"2016","Spain","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","104.6",""
"2016","France","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","104.8",""
"2016","Croatia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","71.5",""
"2016","Italy","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","111.5",""
"2016","Cyprus","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","98.1",""
"2016","Latvia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","83.7",""
"2016","Lithuania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","75.0",""
"2016","Luxembourg","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","116.5",""
"2016","Hungary","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","73.1",""
"2016","Malta","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","97.1",""
"2016","Netherlands","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.6",""
"2016","Austria","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","103.0",""
"2016","Poland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","72.6",""
"2016","Portugal","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","110.3",""
"2016","Romania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","69.7",""
"2016","Slovenia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","82.4",""
"2016","Slovakia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","76.6",""
"2016","Finland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.7",""
"2016","Sweden","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","110.4",""
"2016","United Kingdom","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","109.5",""
"2016","Iceland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","131.3",""
"2016","Norway","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","116.7",""
"2016","Switzerland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","95.5",""
"2016","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","62.0",""
"2016","Montenegro","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","63.5",""
"2016","North Macedonia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","55.6",""
"2016","Albania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","66.9",""
"2016","Serbia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","61.6",""
"2016","Turkey","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","65.3",""
"2016","Bosnia and Herzegovina","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","58.1",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","59.8",""
"2016","United States","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2016","Japan","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2017","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","99.0",""
"2017","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.0",""
"2017","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.1",""
"2017","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.7",""
"2017","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.7",""
"2017","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.4",""
"2017","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.5",""
"2017","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.5",""
"2017","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.6",""
"2017","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.8",""
"2017","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.8",""
"2017","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.9",""
"2017","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.9",""
"2017","Belgium","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","105.3",""
"2017","Bulgaria","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","48.6",""
"2017","Czechia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","74.5",""
"2017","Denmark","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.0",""
"2017","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","94.7",""
"2017","Estonia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","82.9",""
"2017","Ireland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","99.9",""
"2017","Greece","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","98.1",""
"2017","Spain","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","105.2",""
"2017","France","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","104.6",""
"2017","Croatia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","73.1",""
"2017","Italy","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","112.1",""
"2017","Cyprus","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","98.1",""
"2017","Latvia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","83.1",""
"2017","Lithuania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","76.7",""
"2017","Luxembourg","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","118.9",""
"2017","Hungary","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","74.5",""
"2017","Malta","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","105.2",""
"2017","Netherlands","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.5",""
"2017","Austria","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","104.0",""
"2017","Poland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","75.1",""
"2017","Portugal","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","109.8",""
"2017","Romania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","69.6",""
"2017","Slovenia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","82.7",""
"2017","Slovakia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","76.2",""
"2017","Finland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.9",""
"2017","Sweden","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","108.8",""
"2017","United Kingdom","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","106.4",""
"2017","Iceland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","131.0",""
"2017","Norway","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","113.0",""
"2017","Switzerland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","91.6",""
"2017","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","62.8",""
"2017","Montenegro","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","64.4",""
"2017","North Macedonia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","56.7",""
"2017","Albania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","68.0",""
"2017","Serbia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","63.0",""
"2017","Turkey","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","56.0",""
"2017","Bosnia and Herzegovina","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","57.4",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","61.3",""
"2017","United States","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2017","Japan","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings",":",""
"2018","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","99.1",""
"2018","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.0",""
"2018","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.1",""
"2018","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","100.8",""
"2018","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.8",""
"2018","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","101.8",""
"2018","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.0",""
"2018","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.0",""
"2018","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.1",""
"2018","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.3",""
"2018","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.3",""
"2018","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.4",""
"2018","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","102.4",""
"2018","Belgium","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","106.3",""
"2018","Bulgaria","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","49.0",""
"2018","Czechia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","77.9",""
"2018","Denmark","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","99.3",""
"2018","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","95.5",""
"2018","Estonia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","84.8",""
"2018","Ireland","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","95.5",""
"2018","Greece","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","95.5",""
"2018","Spain","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","105.2",""
"2018","France","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","104.0",""
"2018","Croatia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","74.8",""
"2018","Italy","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","112.3",""
"2018","Cyprus","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","95.5",""
"2018","Latvia","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","84.2",""
"2018","Lithuania","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","77.7",""
"2018","Luxembourg","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","121.0",""
"2018","Hungary","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","73.5",""
"2018","Malta","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","110.4",""
"2018","Netherlands","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","103.9",""
"2018","Austria","Price level indices (EU28=100)","Furniture and furnishings, carpets and other floor coverings","106.1",""
