"Name","BUURTCODE","env_impact_vegetables","env_impact_potato","env_impact_legumes","env_impact_fruits","env_impact_milk","env_impact_cereals","env_impact_meat","env_impact_fish","env_impact_fats","env_impact_sugar","total_impact"
"Eykenduinen",83,57.7039849593253,7.90066813956936,0.801606147869545,19.3179912024723,215.059126311889,122.093302611272,585.767508313651,13.8850998566954,20.6343380101779,9.41306600539332,1052.57669155831
"Geuzenkwartier",8,59.0418539348832,7.6266595593917,0.808867405837927,19.8125460391857,212.461931922243,121.733450414402,572.112017089328,14.0837565791139,20.9606315043651,9.30434139287928,1037.94605584163
"Groente- en Fruitmarkt",21,48.4874821269037,8.79573329744732,0.717285194910677,16.6989383662077,217.605638811063,118.475786089366,621.472504806591,12.3126435181355,18.3488087542333,9.74428200903962,1072.6591029739
"Haagse Bos",49,57.2257514704684,8.46267268879918,0.819898699404706,18.5481840966522,212.462301475338,122.800840291717,617.335295234847,14.6112714825529,20.8141730651009,9.16489451584959,1082.24528302073
"Heesterbuurt",54,55.3926584263443,8.15326479974559,0.780273403715466,18.634057663181,216.013032781034,121.377045241883,596.320233524666,13.5452808236165,20.0888539727922,9.49453285006174,1059.79923348704
"Hoge Veld",102,50.8534675086007,8.12971337784425,0.718987442290674,17.7399106326481,217.423120898524,118.247045317906,586.692960857559,12.2192233768757,18.7229725207287,9.73265618882699,1040.4800581218
"Houtwijk",86,53.2039031438371,8.41797095478567,0.76273413750193,17.8876330035264,216.798556484944,120.795591231931,608.085521080786,13.2198385443797,19.5683857916549,9.54617631018668,1068.28631068353
"Huygenspark",18,54.2069598911943,8.26683788746481,0.768292458869981,18.3178639924223,216.816539601177,121.349052005922,601.575073796377,13.328260469089,19.8677331410732,9.57158770573379,1064.06820094932
"Kampen",67,54.8260205305703,8.32994997685436,0.780915576160081,18.2926798994467,215.491557125278,121.532110165856,606.005326243584,13.6328385498177,20.0494663995665,9.45020866803278,1068.39107313517
"Kerketuinen en Zichtenburg",85,54.6432138431253,9.721323952856,0.828562091355,17.577638217406,219.3962080548,138.33338661532,708.8658185304,14.8879810653,23.21914120896,9.961349547906,1197.43462312743
"Kijkduin",91,58.8285814468399,8.06181091829906,0.821161041352258,19.38138766701,213.226245496197,122.967157090693,597.266556694903,14.5134990167661,21.0947479370515,9.27112327295356,1065.43227058207
"Kom Loosduinen",95,54.6778263185298,8.39827331299714,0.784406818445427,18.0698727294979,214.783207485342,120.570240960362,607.829810257405,13.7064356459337,19.8282394157608,9.33917919345154,1067.98749213773
"Koningsplein en omgeving",44,58.1861078357572,7.96472090573455,0.806600996046832,19.4901524193736,215.259772561999,123.025216952881,591.051003056928,14.1470032532396,20.9342738481187,9.44288135628835,1060.30773318637
"Kortenbos",11,57.5611526793048,8.14907458434441,0.805989179458453,19.1320322316845,215.52141976791,123.405184655003,601.393458167058,14.1735395300887,20.8769800638747,9.43676825493922,1070.45559911367
"Kraayenstein",97,54.9022794206753,8.21392035086076,0.77479974007583,18.4267481767638,217.218087809515,122.327318847041,601.292822459234,13.4125767772072,20.1332809312884,9.57069956070716,1066.27253407337
"Laakhaven-Oost",19,50.6747770685033,8.62132194937233,0.738709564462222,17.1529515740952,216.262972994551,118.882751098314,614.115399051343,12.8197290623481,18.8245653910566,9.55888794742466,1067.65206570147
"Laakhaven-West",22,50.3279549159003,8.66513531740994,0.735712510521234,17.1148085514522,217.058849073425,119.390409715321,617.082991820969,12.7132824403108,18.8361883385686,9.63724754984749,1071.56258023373
"Laakkwartier-Oost",25,50.6767423810583,8.74027138784206,0.743376579744395,17.1792081475464,217.632190833927,120.331551581635,622.688955966145,12.8583390258343,19.0433664601571,9.65838303883273,1079.55238540272
"Laakkwartier-West",24,50.4262416351197,8.73881746212269,0.739923118480519,17.1442194510475,217.824203527217,120.295218973563,622.456231384356,12.7711713586391,18.9913879907278,9.68712944294644,1079.07454434422
"Lage Veld",104,53.3925850670178,8.2805875435802,0.759381879555368,18.0861292506796,216.405755406512,120.381581658709,600.180177075232,13.1383018202083,19.5612011433018,9.55702121512195,1059.74272205992
"Landen",61,54.504077004876,8.28767242455469,0.774907428087148,18.2804065966642,215.862325988809,120.951595845209,602.275907612768,13.4721048757333,19.8596729638108,9.47803658183079,1063.74670732234
"Leyenburg",84,53.0319271607997,8.50794590440143,0.765186181049547,17.7153963737679,216.72602847736,120.811646152126,612.825893826117,13.2797303480714,19.5275524036367,9.51082847511821,1072.70213530245
"Marlot",68,52.0276154229173,8.15244391810062,0.738203331834783,17.802068465711,214.700537409557,118.935566911601,590.989503118534,12.7108581582484,19.1919975224636,9.54229403560416,1044.79108829457
"Moerwijk-Noord",38,49.6184065354942,8.76458703746907,0.730828251524193,16.9645902225121,217.314117579168,119.157186196009,621.411538062307,12.6199042373634,18.6751318624555,9.68423188081507,1074.94052186512
"Moerwijk-Oost",20,49.5565441303907,8.81459883276599,0.732785300433537,16.9560836317407,217.633748107075,119.715781702602,624.972124847651,12.623338762523,18.7619814183766,9.71718965585456,1079.48417638941
"Moerwijk-West",37,49.5033857415266,8.7241880853455,0.727522776753245,16.9382702682227,216.969290814227,118.675362953141,618.487537428413,12.5679713808161,18.5806589930347,9.6662315007675,1070.84041994225
"Moerwijk-Zuid",39,48.9429411270988,8.74563916345855,0.720953419202609,16.8709938776457,217.747972202805,118.8857718412,619.750217661919,12.3724801029554,18.5048320326186,9.75590454246422,1072.29770597137
"Morgenstond-Oost",89,51.0107578122741,8.72211798660177,0.747185049796808,17.2583848174127,217.126613596275,120.193214771238,621.645963124737,12.9682237365,19.0976549601667,9.6166091416209,1078.38672499662
"Morgenstond-West",88,50.5413450149651,8.61330019384743,0.735999331239298,17.1891860286889,216.662038263601,118.875566095222,613.498262196806,12.7525100665442,18.7901815532887,9.60306997309763,1067.2614587173
"Morgenstond-Zuid",80,50.6525989638496,8.66598161099974,0.739874370903921,17.2047454030595,216.956891169375,119.500477033189,617.386614433641,12.8188143617036,18.9171787679594,9.62180669994788,1072.46498281463
"Morgenweide",112,51.7513015984773,8.0954492587329,0.731748641224982,17.8083525735331,215.282010733705,118.515977055967,586.739512586877,12.5314587184762,19.0286305991002,9.58099937585058,1040.06544114194
"Nassaubuurt",48,58.9908570190953,7.37029913205138,0.799815587766923,20.0282129067034,211.463885635192,120.78569830279,556.691352907957,13.84657845954,20.8596808764962,9.29654699307272,1020.13292782066
"Nieuw Waldeck",40,53.6377597217698,8.3303439170816,0.765479222000763,18.0247837411639,216.348192662374,120.485524763187,603.16091904548,13.2521313820465,19.5930792750968,9.50823310825233,1063.10644683845
"Noordpolderbuurt",26,50.2425141896788,8.70252441347272,0.735644953056111,17.1206316148472,217.752538439663,119.853416919894,619.707838483293,12.6876055484488,18.8808449998312,9.68872395610699,1075.37228351829
"Ockenburgh",90,56.1891981710288,8.00748169339748,0.782607528509434,18.8906636883636,213.761220306075,122.219028687882,591.926101593937,13.779907125066,20.5975828144174,9.43642531398707,1055.59021692266
"Oostbroek-Noord",31,50.8662486491221,8.69706291794057,0.744084306538,17.273211797909,217.208358250066,120.106092819209,620.13903134032,12.8921420295767,19.06319629467,9.64213054769785,1076.63155895305
"Oostbroek-Zuid",35,50.3875004810655,8.64486011306254,0.735160053510335,17.2112918269751,217.333880548022,119.471824671183,616.093451340425,12.6952652045391,18.8616541182125,9.67325244042838,1071.10814079742
"Oud Scheveningen",1,55.9966608514716,8.29211217663375,0.79279031278125,18.6216483154339,216.203387855437,122.84908604445,606.992732126,13.8683914275,20.461107456185,9.47661472834313,1073.55453129424
"Parkbuurt oosteinde",103,52.952817407583,8.34779966225215,0.754404484711039,18.0154702084445,217.540610640007,121.272338222961,605.122921808698,13.0501442356905,19.6358086388385,9.65990804849071,1066.35222335768
"Rietbuurt",121,50.5408858287436,7.98510653914339,0.70820147871098,17.8707066194076,218.209313284552,118.13830173903,578.377508675978,11.9467284171642,18.6482324214902,9.82255743202174,1032.24754243624
"Rijslag",72,55.732871054178,8.18336056165922,0.787903657311801,18.5744379066798,214.888384288821,121.264699784989,598.356886707559,13.7153597874457,20.1577405225728,9.3967798515416,1061.05842412276
"Rivierenbuurt-Noord",63,54.5777167692611,8.38145660611491,0.775938942153049,18.3414227156377,217.37832918855,122.951664654542,610.936614866244,13.5496849276626,20.2326298161058,9.60769915880488,1076.73315764508
"Rivierenbuurt-Zuid",62,55.7641725828174,8.47910602990371,0.795519403689706,18.459457425763,216.476072545802,124.350046817789,619.661915923459,14.0356149990882,20.7357430874358,9.51591664230247,1088.27356545805
"Rond de Energiecentrale",10,58.2694742962223,7.99400069065131,0.807713661743577,19.4952003471208,215.509619309909,123.488363644729,593.575215797934,14.2033596943086,21.0360773839883,9.45973883217914,1063.83876365879
"Rosenburg",82,55.7014150013529,8.41052802334213,0.798814140301547,18.2647303562651,214.474781258192,121.623695744346,611.198893577814,14.0054602257577,20.2097066277393,9.2994723117576,1073.98749726687
"Rustenburg",30,51.0936629294147,8.71684350711441,0.74796478574791,17.3089005447136,217.233438869957,120.372095401707,621.706177672597,12.9776409157389,19.1467598254483,9.63145118635683,1078.93493563879
"Scheveningen Badplaats",3,55.650089914196,8.25718789377352,0.787266549633673,18.5719844411977,216.100018621714,122.330681981569,603.983449719443,13.7359107703358,20.3106994243837,9.48286846627414,1069.21015778252
"Schildersbuurt-Noord",16,48.1640606744536,8.70300818201594,0.712209029921883,16.5428936010463,213.951813709023,116.180667670851,613.145856363442,12.3673654112051,18.0579624457705,9.54471778728598,1057.37055487502
"Schildersbuurt-Oost",17,47.989762107797,8.6879684168005,0.709278653494295,16.5166602699619,213.985913919142,116.006034407543,612.048464033695,12.2966437623537,17.9959253069913,9.55877647274508,1055.79542735052
"Schildersbuurt-West",15,48.1465710681797,8.73515291158125,0.713770991102072,16.5485729828041,214.217145086688,116.526952268503,615.367703781031,12.3705382354665,18.1110562103526,9.56686940844043,1060.30433294415
"Singels",113,52.4481111759223,8.14323837298911,0.742976548332306,17.901257658722,215.076163413408,119.216376641312,591.032052023038,12.7878947006247,19.2791818678598,9.54016051061908,1046.16741291283
"Spoorwijk",23,49.4874392217692,8.56524727229332,0.719917170494412,16.9926540622504,216.905783588897,118.150287640345,609.386993028862,12.3755519844591,18.4769507250804,9.67057877221662,1060.73140346667
"Stadhoudersplantsoen",42,61.6173111371812,7.35107557410502,0.83183186130727,20.6423872561889,211.101838934791,122.394022926347,560.345692531082,14.5061059375791,21.5798893968155,9.22017879056434,1029.59033434596
"Statenkwartier",7,57.9959591842989,7.5808752878005,0.793995629743145,19.6675926288855,213.037457314804,120.971597151643,567.233886386648,13.7334842790357,20.6302682126901,9.36966717639261,1031.01478325194
"Sweelinckplein en omgeving",43,60.7827223004482,7.37236876751299,0.818571368255422,20.5160773789791,212.582451207791,122.769023238925,561.336203432244,14.3027590238649,21.4926494543061,9.33447424358196,1031.30730041591
"Transvaalkwartier-Midden",33,48.5723448958227,8.86454570860547,0.719364879432467,16.7795235159026,218.229153631683,118.165070590512,624.118824645233,12.4292747163147,18.2730638882754,9.77617891320208,1075.92734538498
"Transvaalkwartier-Noord",32,49.4636649076607,8.90442323164906,0.732331237291255,16.9019238823005,217.743518637886,118.623152329202,627.14336024658,12.7791544542871,18.5180932032747,9.68015502137464,1080.48977715151
"Transvaalkwartier-Zuid",34,48.7499377116312,8.93451892283529,0.724990416305287,16.8276042567573,218.803332910028,118.942120074865,629.002538075106,12.510166122961,18.424131517568,9.80538335513039,1082.72472336319
"Uilebomen",13,57.5431498391402,8.19621426384236,0.80600068832901,19.11511281383,215.994398158858,124.1227664018,605.273984679896,14.218207885066,21.0091690921451,9.47556151805937,1075.75456534097
"Uilennest",75,61.3738606158838,7.42934168781467,0.835217495958214,20.4485895659826,210.414592263633,121.693579860276,563.168712963495,14.5033330144036,21.3842411818694,9.15095108039861,1030.40241972971
"Valkenboskwartier",55,55.7063033853808,8.21835571260203,0.785616090840512,18.6728458151258,216.458210089659,122.322767495517,601.722557431291,13.6947690529316,20.3103597429411,9.51603743739994,1067.40782225369
"Van Hoytemastraat en omgeving",79,58.0657490861253,7.36251189667527,0.787006345013771,19.9384324553927,213.041257679581,120.566135467776,554.477422278733,13.5330466968178,20.60355610341,9.40896066593774,1017.78407867546
"Van Stolkpark en Scheveningse Bosjes",5,62.6445214176135,7.40650467530059,0.84617863723125,20.9425813831884,211.218488438945,122.703277268856,563.761688473592,14.846068555125,21.7831882738435,9.19602025509227,1035.34851737879
"Venen, Oorden en Raden",87,49.3142887241407,8.68775939741462,0.72337115167286,16.9057182548,216.489703104645,117.952944515317,615.285090489824,12.5164318902065,18.4371446108705,9.64501749320782,1065.9574696321
"Visserijbuurt",4,55.5050020022697,8.1706931736318,0.784073207652785,18.5674662560758,215.363200878586,121.094339091189,596.997190188129,13.6148805847908,20.0628281427471,9.43077182495712,1059.59044535003
"Vissershaven",2,55.1655292880636,8.17943357732036,0.779315688867135,18.5001723890396,215.541030424125,121.212058503903,597.580629186865,13.532412846809,20.038356821681,9.4635692603981,1059.99250798707
"Vlietzoom-Oost",116,53.5437676493309,8.1195980930375,0.7712874445725,17.3999142639808,201.46875132123,117.753950256838,592.5915835542,13.773601383,19.9254933615367,8.77099759751475,1034.11894492524
"Vlietzoom-West",106,50.583546476756,7.93887844710706,0.725092509944118,16.9922367662308,202.604534072047,115.059841319104,576.428184388353,12.6936412015588,18.9112862096859,8.96377480998617,1010.90101620077
"Vogelwijk",9,58.1737800210442,7.65241829444587,0.794781894514206,19.9364839452534,217.590544475096,122.558828053281,571.90180610102,13.6479176160028,20.7258018311235,9.6084779336815,1042.59084016546
"Voorhout",12,58.633410511281,8.31453004397437,0.822498997452229,19.2414607515417,215.943054760469,125.923547821679,615.760077793516,14.6703033200191,21.5467981161678,9.44570460669325,1090.30138672279
"Vruchtenbuurt",53,56.6259409936333,7.85158603453689,0.785300022111794,19.1737450409241,215.66582388501,121.306771300718,580.704131123835,13.5178010458702,20.2946336881158,9.48565668527736,1045.41138982003
"Waalsdorp",77,58.0211547585557,7.35258264204117,0.786877203460039,19.951190654525,213.144295403834,120.372819469592,553.324323661942,13.4914021289114,20.5422595396596,9.4118972710989,1016.39880273362
"Waldeck-Noord",94,57.1239664936549,8.33111794289997,0.818044908772143,18.4796714955905,212.548093864236,120.592078622016,606.338010156733,14.3988321992738,20.2895946413743,9.08564752404579,1068.0050578486
"Waldeck-Zuid",6,54.901920272761,8.30426827915644,0.784164711487224,18.1794620316168,214.443888628541,120.173134078582,602.327944180948,13.6607281682396,19.7993360968956,9.322354397587,1061.89720084581
"Waterbuurt",114,51.8053108847273,8.09814284843285,0.732644783384136,17.8117072806672,215.190633178566,118.556587300575,587.025790375587,12.5542532582168,19.0497130995386,9.57387466616325,1040.39865767586
"Westbroekpark",73,61.5184415588197,7.58144624273909,0.842080000965341,20.3666009194598,211.178784425625,122.189315227979,572.012500683136,14.6719000357926,21.4372010816202,9.15246939877619,1040.95073957491
"Willemspark",47,61.8246795293441,7.83629483119708,0.842886636626175,20.3867104393607,215.595136822552,126.303855531921,593.040951151631,14.9704713274631,22.1532643272446,9.41387941123324,1072.36813000857
"Zeeheldenkwartier",45,58.8019972549641,7.96851681792621,0.813177944746222,19.6023064802736,215.583151498418,123.978372694592,593.596241411579,14.3041483566667,21.2059320361844,9.45032805192223,1065.30417254727
"Zijden, Steden en Zichten",96,49.5298100400896,8.71251130328818,0.727522343823153,16.9340673969171,216.41612228764,118.237195964378,617.139137222329,12.6080912649076,18.5291638952369,9.62870586334745,1068.46232758196
"Zonne Veld",105,52.070059951333,8.22839194118893,0.739198847038735,17.8849530657701,216.92168933778,119.608583487314,595.327222598177,12.6952572857137,19.2009128759626,9.65431723433586,1052.33058662461
"Zorgvliet",41,54.8890218851422,8.3744144761644,0.784412188704,18.2164679884666,213.788615818362,121.554511440392,608.9394012017,13.80548776329,20.1754326882111,9.3618073553823,1069.88957280581
"Zuiderpark",36,55.2898886749848,7.81093038462219,0.788361300646875,17.673684287977,197.324105740678,113.535749241174,570.336397968937,14.0946224474531,19.4888039309625,8.35556954735812,1004.69811352479
"Zuidwal",14,58.1036066972991,8.2203559700633,0.814202654407516,19.2106563102263,215.926488960038,124.479763560108,607.472250613069,14.3936919190022,21.1581961770211,9.44586886008382,1079.22508172132
