"id","long","lat","order","hole","piece","group","Name","ClothConsumption"
"10",79179.96,454533.888,4104,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"10",79179.292,454534.932,4105,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"10",79179.484,454535.451,4106,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"10",79218.792,454461.2,4073,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"10",79178.876,454535.656,4107,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"10",79224.7,454449.967,4071,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"10",79224.683,454450,4072,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"10",79210.177,454477.477,4074,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"10",79207.978,454476.343,4075,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"10",79179.869,454533.229,4101,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"10",79226.156,454447.333,4070,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"10",79179.915,454532.175,4100,FALSE,"1","10.1","Rond de Energiecentrale",16.1208444640581
"100",77997.414,456452.643,4253,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77964.571,456424.276,4262,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76908.694,456125.014,4379,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77956.129,456414.413,4263,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77889.679,456351.538,4265,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",78000.739,456455.665,4252,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77995.7,456451.112,4254,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77987.839,456443.998,4255,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77987.349,456443.588,4256,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77979.352,456436.218,4257,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77944.782,456403.83,4264,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77969.194,456428.446,4261,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77969.956,456427.648,4260,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77514.14,455996.293,4287,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77506.942,455988.277,4288,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77506.009,455987.081,4289,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77503.199,455983.684,4290,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77498.461,455977.178,4291,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77491.788,455965.886,4293,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77489.313,455960.24,4294,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76985.649,456123.657,4371,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77487.21,455954.445,4295,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77485.488,455948.526,4296,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77974.427,456431.754,4258,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77972.966,456430.403,4259,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",77520.508,456002.897,4286,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76926.811,456124.694,4377,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76918.726,456124.846,4378,FALSE,"1","100.1","Duindorp",14.4220793776864
"100",76898.223,456125.376,4380,FALSE,"1","100.1","Duindorp",14.4220793776864
