male_percent,female_percent,0 to 15 percent,15 to 25 percent,25 to 45 percent,45 to 65 percent,65 or older percent,Primary,Secondary,Tertiary,activity_level,Income,consumption_per_capita
0.4875205118546374,0.5124794881453626,0.15421257903259708,0.11851233855195722,0.2842259981410947,0.26676726204099005,0.17628182223336095,0.317,0.468,0.21600000000000005,0.70325,14546.0,2.4158126613835575
0.4879059989150638,0.5120940010849362,0.15695101656353075,0.12005394559823045,0.2832627083165655,0.2651439377169674,0.1745883918047059,0.308,0.465,0.228,0.70975,14863.0,2.4657296112383342
0.4878638637551132,0.5121361362448869,0.1544197011508674,0.11456219367794493,0.2822278201052426,0.26603064791241965,0.1827596371535254,0.34600000000000003,0.428,0.22699999999999998,0.7130000000000001,17045.0,2.737819849482319
0.4900615826430213,0.5099384173569786,0.16902675807583184,0.12097430743166107,0.2700434182771897,0.26835262855163394,0.1716028876636834,0.326,0.3670000000000001,0.307,0.6765000000000001,19458.0,2.2681167701877705
0.4869404397821219,0.513059560217878,0.1315304201183384,0.12202931216101395,0.2820311230507672,0.2827188299927538,0.1816903146771267,0.251,0.551,0.19699999999999998,0.667,3017.0,0.6543617601715205
0.4909312557875637,0.5090687442124364,0.14279463143494875,0.12391809359661285,0.30619958463358365,0.2742004272952015,0.15288726303965328,0.14400000000000002,0.711,0.145,0.7017500000000001,7058.0,1.2338141567220886
0.4956487551894959,0.5043512448105041,0.18091515804361472,0.12240199987786235,0.26492762620380583,0.26862933710683323,0.16312587876788387,0.321,0.405,0.273,0.78,25672.0,3.002637760438922
0.4902506051880696,0.5097493948119304,0.1347473089892862,0.11309625601161592,0.26672037912107976,0.2788189939551423,0.2066170619228758,0.21,0.563,0.22699999999999998,0.7667500000000002,18795.0,2.3801888787053493
0.465615132491806,0.534384867508194,0.15122741489098396,0.1353493988554628,0.2769915022238223,0.262088517876831,0.17434316615289994,0.182,0.518,0.3,0.7390000000000001,5727.0,1.2335068484574336
0.4969798401029756,0.5030201598970244,0.2095373308468669,0.13742958455436596,0.31747265810119424,0.22338896230471167,0.11217146419286116,0.299,0.362,0.339,0.7157499999999999,20512.0,2.8142757395172153
0.4911163834306312,0.5088836165693688,0.14637041990724406,0.11175354827093713,0.3005823483857646,0.25152471529429626,0.189768968141758,0.385,0.406,0.209,0.67825,11963.0,2.5607219231824425
0.4943846744371752,0.5056153255628248,0.14915674981654398,0.10580177921737004,0.3284952170860178,0.2485323142128276,0.1680139396672406,0.481,0.234,0.284,0.7352500000000001,14605.0,2.9512792151765477
