"TIME","GEO","UNIT","COICOP","Value","Flag and Footnotes"
"2011","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Total","1 397 122.0",""
"2011","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","36 195.0",""
"2011","Estonia","Current prices, million euro","Total","8 609.1",""
"2011","Estonia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","109.8",""
"2011","Ireland","Current prices, million euro","Total","75 724.7",""
"2011","Ireland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","789.2",""
"2011","Greece","Current prices, million euro","Total","148 093.5","p"
"2011","Greece","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","1 136.7","p"
"2011","Spain","Current prices, million euro","Total","640 903.0",""
"2011","Spain","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","8 096.0",""
"2011","France","Current prices, million euro","Total","1 106 046.0",""
"2011","France","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","16 944.0",""
"2011","Croatia","Current prices, million euro","Total","31 962.1",""
"2011","Croatia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","416.0",""
"2011","Italy","Current prices, million euro","Total","1 013 276.4",""
"2011","Italy","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","24 539.1",""
"2011","Cyprus","Current prices, million euro","Total","13 785.9",""
"2011","Cyprus","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","105.0",""
"2011","Latvia","Current prices, million euro","Total","12 191.4",""
"2011","Latvia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","120.0",""
"2011","Lithuania","Current prices, million euro","Total","19 603.8",""
"2011","Lithuania","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","301.2",""
"2011","Luxembourg","Current prices, million euro","Total","15 718.9",""
"2011","Luxembourg","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","245.6",""
"2011","Hungary","Current prices, million euro","Total","54 648.2",""
"2011","Hungary","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","687.9",""
"2011","Malta","Current prices, million euro","Total","4 620.3",""
"2011","Malta","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","126.9",""
"2011","Netherlands","Current prices, million euro","Total","288 380.0",""
"2011","Netherlands","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","6 172.0",""
"2011","Austria","Current prices, million euro","Total","165 633.8",""
"2011","Austria","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","4 819.3",""
"2011","Poland","Current prices, million euro","Total","231 762.5",""
"2011","Poland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","2 924.0",""
"2011","Portugal","Current prices, million euro","Total","117 955.6",""
"2011","Portugal","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","1 957.2",""
"2011","Romania","Current prices, million euro","Total","81 587.6",""
"2011","Romania","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","399.1",""
"2011","Slovenia","Current prices, million euro","Total","21 760.0",""
"2011","Slovenia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","413.9",""
"2011","Slovakia","Current prices, million euro","Total","39 256.9",""
"2011","Slovakia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","681.6",""
"2011","Finland","Current prices, million euro","Total","100 466.0",""
"2011","Finland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","1 841.0",""
"2011","Sweden","Current prices, million euro","Total","185 653.1",""
"2011","Sweden","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","3 688.1",""
"2011","United Kingdom","Current prices, million euro","Total","1 168 145.4",""
"2011","United Kingdom","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","18 375.8",""
"2011","Iceland","Current prices, million euro","Total","5 468.6",""
"2011","Iceland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","73.3",""
"2011","Norway","Current prices, million euro","Total","132 516.1",""
"2011","Norway","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","3 140.6",""
"2011","Switzerland","Current prices, million euro","Total","259 724.3",""
"2011","Switzerland","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings",":","c"
"2011","Montenegro","Current prices, million euro","Total","3 254.4",""
"2011","Montenegro","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings",":","c"
"2011","North Macedonia","Current prices, million euro","Total","5 447.8",""
"2011","North Macedonia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","36.0",""
"2011","Albania","Current prices, million euro","Total","7 292.7",""
"2011","Albania","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings",":",""
"2011","Serbia","Current prices, million euro","Total","26 290.2",""
"2011","Serbia","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","247.4",""
"2011","Turkey","Current prices, million euro","Total","392 405.5",""
"2011","Turkey","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings",":","c"
"2011","Bosnia and Herzegovina","Current prices, million euro","Total","11 557.9",""
"2011","Bosnia and Herzegovina","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Total","4 363.5",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","69.2",""
"2012","European Union - 27 countries (from 2020)","Current prices, million euro","Total","6 246 858.6",""
"2012","European Union - 27 countries (from 2020)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","118 319.5",""
"2012","European Union - 28 countries (2013-2020)","Current prices, million euro","Total","7 543 728.6",""
"2012","European Union - 28 countries (2013-2020)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","136 581.4",""
"2012","European Union - 15 countries (1995-2004)","Current prices, million euro","Total","6 901 458.4",""
"2012","European Union - 15 countries (1995-2004)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","127 892.2",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Total","5 382 651.4",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","104 990.0",""
"2012","Euro area - 19 countries  (from 2015)","Current prices, million euro","Total","5 416 684.8",""
"2012","Euro area - 19 countries  (from 2015)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","105 443.4",""
"2012","Euro area - 12 countries (2001-2006)","Current prices, million euro","Total","5 292 127.8",""
"2012","Euro area - 12 countries (2001-2006)","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","103 604.7",""
"2012","Belgium","Current prices, million euro","Total","192 776.2",""
"2012","Belgium","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","3 937.6",""
"2012","Bulgaria","Current prices, million euro","Total","29 303.5",""
"2012","Bulgaria","Current prices, million euro","Furniture and furnishings, carpets and other floor coverings","619.2",""
"2012","Czechia","Current prices, million euro","Total","81 879.4",""
