TIME,GEO,"Double bed frame, pressboard (1 piece)",Sofa set (1 set),Kitchen table (1 piece) ,Pocket spring mattress (1 piece) ,Wardrobe (1 piece) ,Armchair (1 piece) 
2017,Euro area - 19 countries  (from 2015),508.0480268,1098.304913,154.5635436,283.4164027,215.4443758,201.849052
2017,Euro area - 12 countries (2001-2006),510.5531946,1103.720617,155.3256913,284.8139195,216.5067248,202.8443629
2017,Belgium,527.5883356,1140.547409,160.5082953,294.3170336,223.730698,209.6124771
2017,Bulgaria,243.5023087,526.4064966,74.08075168,135.8386309,103.2603221,96.74422018
2017,Czechia,373.27,806.94,113.56,208.23,158.29,148.3013252
2017,Denmark,506.0438926,1093.972349,153.9538255,282.2983893,214.5944966,201.0528033
2017,Germany (until 1990 former territory of the FRG),474.4787785,1025.73447,144.3507651,264.6896779,201.2088993,188.5118858
2017,Estonia,415.3568188,897.9238389,126.3640805,231.7082819,176.1374631,165.0225484
2017,Ireland,500.5325235,1082.057799,152.2771007,279.2238523,212.2573289,198.8631193
2017,Greece,491.5139195,1062.561262,149.5333691,274.1927919,208.4328725,195.28
2017,Spain,527.087302,1139.464268,160.3558658,294.0375302,223.5182282,209.4134149
2017,France,524.0811007,1132.965423,159.4412886,292.3605101,222.2434094,208.2190418
2017,Croatia,267.12,791.7760268,188.36,116.01,270,145.5144546
2017,Italy,561.6586174,1214.200993,170.8735034,313.3232617,238.1786443,223.1487054
2017,Cyprus,199.75,575.65,143.9,329.65,156.67,195.28
2017,Latvia,416.3588859,900.0901208,126.6689396,232.2672886,176.5624027,165.4206728
2017,Lithuania,228.77,827.28,89.66,184.91,151.2,150.06
2017,Luxembourg,595.7288993,1287.854577,181.2387114,332.3294899,252.6265906,236.6849337
2017,Hungary,373.27,806.94,113.56,208.23,158.29,148.3013252
2017,Malta,365.58,1 058.89,269.79,160.33,302.89,185.97
2017,Netherlands,390.04,1 508.44,156.2402685,286.4909396,430.08,370.38
2017,Austria,521.0748993,1126.466577,158.5267114,290.6834899,220.9685906,207.0246687
2017,Poland,376.2762013,524.38,76.29,209.9070201,159.5648188,127.31
2017,Portugal,550.1348456,1189.288752,167.3676242,306.8946846,233.2918389,218.5702752
2017,Romania,348.7193557,607.85,62.29,194.5343356,152.78,126.46
2017,Slovenia,410.98,895.757557,233.7,231.22,175.7125235,164.6244241
2017,Slovakia,287.46,783.49,114.94,213.33,145.77,167.95
2017,Finland,510.5531946,1103.720617,155.3256913,284.8139195,216.5067248,202.8443629
2017,Sweden,545.1245101,1178.457342,165.8433289,304.099651,231.1671409,216.5796534
2017,United Kingdom,533.0997047,1152.46196,162.1850201,297.3915705,226.0678658,211.8021611
2017,Iceland,656.3539597,1418.914631,199.6826846,366.149396,278.3354362,260.7714577
2017,Norway,566.1679195,1223.949262,172.2453691,315.8387919,240.0908725,224.940265
2017,Switzerland,458.9467383,992.1571007,139.6254497,256.0250738,194.6223356,182.3409582
2017,Montenegro,322.6656107,697.5427651,98.16461745,180.0001611,136.8305503,128.1960449
2017,North Macedonia,284.0860268,614.1409128,86.42754362,158.4784027,120.4703758,112.8682569
2017,Albania,340.7028188,736.5358389,103.6520805,190.0622819,144.4794631,135.3622834
2017,Serbia,315.6511409,682.3787919,96.03060403,176.0871141,133.8559732,125.4091743
2017,Turkey,204.48,1 360.55,85.36053691,126.2,118.9830872,111.4748216
2017,Bosnia and Herzegovina,287.5932617,621.7228993,87.49455034,160.4349262,121.9576644,114.2616922
2017,Kosovo (under United Nations Security Council Resolution 1244/99),307.1335705,663.965396,93.43930201,171.335557,130.2439866,122.0251172
2018,European Union - 27 countries (from 2020),474.8531065,1026.543697,144.464647,264.8984981,201.367638,202.6413403
2018,European Union - 28 countries (2013-2020),479.1655969,1035.866496,145.7766367,267.3042362,203.1964056,204.4816754
2018,European Union - 15 countries (1995-2004),492.5822336,1064.870757,149.8583825,274.7887548,208.885905,210.2071623
2018,Euro area - 19 countries  (from 2015),487.7905777,1054.512092,148.4006162,272.1157125,206.8539409,208.1623455
2018,Euro area - 12 countries (2001-2006),490.6655712,1060.727291,149.275276,273.7195379,208.0731194,209.3892356
2018,Belgium,509.3530295,1101.126085,154.9605648,284.1444031,215.9977792,217.3640209
2018,Bulgaria,234.7911425,507.5745828,71.43055199,130.9790757,99.56623877,100.1960209
2018,Czechia,373.27,806.94,113.56,208.23,158.29,159.2912251
2018,Denmark,475.8114377,1028.61543,144.7562003,265.4331065,201.7740308,203.0503037
2018,Germany (until 1990 former territory of the FRG),457.6031451,989.2525032,139.2166881,255.2755456,194.0525674,195.28
2018,Estonia,406.3324262,878.4147882,123.6185879,226.6739923,172.310552,173.4004607
2018,Ireland,457.6031451,989.2525032,139.2166881,255.2755456,194.0525674,195.28
2018,Greece,457.6031451,989.2525032,139.2166881,255.2755456,194.0525674,195.28
2018,Spain,504.082208,1089.731553,153.3570218,281.2040565,213.7626187,215.1147225
2018,France,498.3322208,1077.301155,151.6077022,277.9964056,211.3242619,212.6609424
2018,Croatia,267.12,774.8281386,188.36,116.01,270,152.9522932
2018,Italy,538.1029653,1163.278074,163.707163,300.1826573,228.1895635,229.6329215
2018,Cyprus,199.75,575.65,143.9,329.65,156.67,195.28
2018,Latvia,403.4574326,872.1995892,122.7439281,225.0701669,171.0913736,172.1735707
2018,Lithuania,228.77,827.28,89.66,184.91,151.2,150.06
2018,Luxembourg,579.7903723,1253.39846,176.3897304,323.4381258,245.8676508,247.4228272
2018,Hungary,352.1867137,761.3618742,107.145828,196.4686136,149.3493582,150.2940314
2018,Malta,365.58,1 058.89,269.79,160.33,302.89,185.97
2018,Netherlands,390.04,1 508.44,151.4619255,277.7291014,430.08,370.38
2018,Austria,508.3946983,1099.054352,154.6690116,283.6097946,215.5913864,216.9550576
2018,Poland,360.8116945,524.38,76.29,201.2800899,153.0068935,127.31
2018,Portugal,520.8530039,1125.986881,158.4592041,290.5597047,220.8744929,222.2715812
2018,Romania,333.9784211,607.85,62.29,186.3110526,152.78,126.46
2018,Slovenia,410.98,868.0561232,233.7,231.22,170.2785879,171.355644
2018,Slovakia,287.46,783.49,114.94,213.33,145.77,167.95
2018,Finland,483.9572529,1046.22516,147.2344031,269.9772786,205.2283697,206.5264921
2018,Sweden,492.5822336,1064.870757,149.8583825,274.7887548,208.885905,210.2071623
2018,United Kingdom,505.9988703,1093.875019,153.9401284,282.2732734,214.5754044,215.9326492
2018,Iceland,568.7695635,1229.57353,173.0368678,317.2901284,241.1941335,242.7197487
2018,Norway,528.998819,1143.596611,160.9374069,295.1038768,224.3288318,225.7477696
2018,Switzerland,421.1865597,910.5266496,128.1376637,234.9604236,178.6096406,179.7393927
2018,Montenegro,304.7493196,658.8110911,92.71394095,170.0054942,129.232914,130.0503455
2018,North Macedonia,272.1660591,588.3721694,82.80112965,151.8288062,115.4155584,116.1455916
2018,Albania,342.1242362,739.6086778,104.0845186,190.8552246,145.0822336,145.9999162
2018,Serbia,306.1868164,661.9186906,93.15127086,170.8074069,129.8425032,130.6637906
2018,Turkey,204.48,1 360.55,73.4714249,126.2,102.4109884,103.0587644
2018,Bosnia and Herzegovina,270.7285623,585.26457,82.36379974,151.0268935,114.8059692,115.5321466
2018,Kosovo (under United Nations Security Council Resolution 1244/99),479.1655969,1035.866496,145.7766367,267.3042362,203.1964056,204.4816754
2019,European Union - 27 countries (from 2020),474.8531065,1026.543697,144.464647,264.8984981,201.367638,202.6413403
2019,European Union - 28 countries (2013-2020),479.1655969,1035.866496,145.7766367,267.3042362,203.1964056,204.4816754
2019,European Union - 15 countries (1995-2004),492.5822336,1064.870757,149.8583825,274.7887548,208.885905,210.2071623
2019,Euro area - 19 countries  (from 2015),487.7905777,1054.512092,148.4006162,272.1157125,206.8539409,208.1623455
2019,Euro area - 12 countries (2001-2006),490.6655712,1060.727291,149.275276,273.7195379,208.0731194,209.3892356
2019,Belgium,509.3530295,1101.126085,154.9605648,284.1444031,215.9977792,217.3640209
2019,Bulgaria,234.7911425,507.5745828,71.43055199,130.9790757,99.56623877,100.1960209
2019,Czechia,373.27,806.94,113.56,208.23,158.29,159.2912251
2019,Denmark,475.8114377,1028.61543,144.7562003,265.4331065,201.7740308,203.0503037
2019,Germany (until 1990 former territory of the FRG),457.6031451,989.2525032,139.2166881,255.2755456,194.0525674,195.28
2019,Estonia,406.3324262,878.4147882,123.6185879,226.6739923,172.310552,173.4004607
2019,Ireland,457.6031451,989.2525032,139.2166881,255.2755456,194.0525674,195.28
2019,Greece,457.6031451,989.2525032,139.2166881,255.2755456,194.0525674,195.28
2019,Spain,504.082208,1089.731553,153.3570218,281.2040565,213.7626187,215.1147225
2019,France,498.3322208,1077.301155,151.6077022,277.9964056,211.3242619,212.6609424
2019,Croatia,267.12,774.8281386,188.36,116.01,270,152.9522932
2019,Italy,538.1029653,1163.278074,163.707163,300.1826573,228.1895635,229.6329215
2019,Cyprus,199.75,575.65,143.9,329.65,156.67,195.28
2019,Latvia,403.4574326,872.1995892,122.7439281,225.0701669,171.0913736,172.1735707
2019,Lithuania,228.77,827.28,89.66,184.91,151.2,150.06
2019,Luxembourg,579.7903723,1253.39846,176.3897304,323.4381258,245.8676508,247.4228272
2019,Hungary,352.1867137,761.3618742,107.145828,196.4686136,149.3493582,150.2940314
2019,Malta,365.58,1 058.89,269.79,160.33,302.89,185.97
2019,Netherlands,390.04,1 508.44,151.4619255,277.7291014,430.08,370.38
2019,Austria,508.3946983,1099.054352,154.6690116,283.6097946,215.5913864,216.9550576
2019,Poland,360.8116945,524.38,76.29,201.2800899,153.0068935,127.31
2019,Portugal,520.8530039,1125.986881,158.4592041,290.5597047,220.8744929,222.2715812
2019,Romania,333.9784211,607.85,62.29,186.3110526,152.78,126.46
2019,Slovenia,410.98,868.0561232,233.7,231.22,170.2785879,171.355644
2019,Slovakia,287.46,783.49,114.94,213.33,145.77,167.95
2019,Finland,483.9572529,1046.22516,147.2344031,269.9772786,205.2283697,206.5264921
2019,Sweden,492.5822336,1064.870757,149.8583825,274.7887548,208.885905,210.2071623
2019,United Kingdom,505.9988703,1093.875019,153.9401284,282.2732734,214.5754044,215.9326492
2019,Iceland,568.7695635,1229.57353,173.0368678,317.2901284,241.1941335,242.7197487
2019,Norway,528.998819,1143.596611,160.9374069,295.1038768,224.3288318,225.7477696
2019,Switzerland,421.1865597,910.5266496,128.1376637,234.9604236,178.6096406,179.7393927
2019,Montenegro,304.7493196,658.8110911,92.71394095,170.0054942,129.232914,130.0503455
2019,North Macedonia,272.1660591,588.3721694,82.80112965,151.8288062,115.4155584,116.1455916
2019,Albania,342.1242362,739.6086778,104.0845186,190.8552246,145.0822336,145.9999162
2019,Serbia,306.1868164,661.9186906,93.15127086,170.8074069,129.8425032,130.6637906
2019,Turkey,204.48,1 360.55,73.4714249,126.2,102.4109884,103.0587644
2019,Bosnia and Herzegovina,270.7285623,585.26457,82.36379974,151.0268935,114.8059692,115.5321466
2019,Kosovo (under United Nations Security Council Resolution 1244/99),479.1655969,1035.866496,145.7766367,267.3042362,203.1964056,204.4816754
